@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE Winner {H, D, A}
@data
6.4,1.05,1.74,1.29,1.33,1.33,1.94,1.2,1.81,0.97,1.33,0.33,2.44,0.73,1.03,1.19,0.33,0.33,1.12,1.07,H
6.4,0.77,1.88,0.71,1,0,2.33,0.44,1.94,1.06,1,0.67,2.78,1,1.12,1.94,1.67,2.33,1.22,2.67,H
6.4,2.39,2,1.54,1.33,2,2.14,1.67,2.08,1.46,1,1,2.86,1.17,1,1.08,1.67,0.33,1.29,0.67,H
6.4,4.57,2.17,1.42,1.67,1.33,2.5,1.5,2.17,1.08,0.67,1.67,3.17,1,0.75,1.17,0.33,1.33,0.83,0.83,A
6.4,1.4,2.14,0.43,1,0.33,2,0.33,1.86,0.71,1,1,2,0,0.86,1.57,2,2,0.67,1.33,H
6.4,1.47,1.93,0.93,1,0.33,2.25,0.71,2,0.93,1.33,0.67,2.88,0.86,1.07,1.47,2.33,2,1.25,1.43,H
1.05,5.58,1.29,1.68,2.33,2,1.36,1.36,1.04,1.32,2,1.67,1.29,1.29,1.29,0.93,1.33,1.33,1.43,1.36,H
1.05,1.22,1.25,1,1,2.33,1,0.88,1,1.25,1.33,2,1.25,1.25,1.31,1.94,1.33,1.33,1.75,2.25,A
1.05,0.61,1.34,0.83,2.33,0.33,1.47,0.53,1.03,1.03,2,0.33,1.27,0.8,1.24,1.8,1.33,1,1.33,2.13,A
1.05,2.11,1.4,1.9,2,2.33,0.8,1.8,0.8,2,0.67,1.67,1,1.8,1.1,1.7,0.67,1,1.8,1.4,A
1.05,1.72,1.23,1.23,1.33,0.33,1.23,1.5,0.92,1.04,0.67,1,1.15,1,1.23,1.23,0.67,1.67,1.38,1.08,H
1.05,0.72,1.23,0.55,1.33,1.33,1.27,0.45,1,0.82,1.33,1,1.27,0.91,1.36,1.73,2,1.33,1.55,2.18,D
1.05,4.63,1.29,1.79,1.33,1.67,1,1.5,0.93,1.71,1,1.67,1.29,1.67,1.29,0.79,1.33,0.67,1.86,1,D
1.05,2.95,1.33,1.5,2.33,1.67,0.33,1.67,0.67,1.33,0.67,1,0.67,1,1,0.83,0,0.33,2,0,A
1.05,1.27,1.25,1.19,0.33,0.33,1.38,1.2,0.97,0.97,0.33,0.67,1.19,1.07,1.22,1.16,1,2.33,1.31,1.47,A
1.05,5.74,1.17,2.17,1,2.33,0.67,2.5,0.83,1.83,1,2,1.17,2.33,1.33,0.75,1.67,0.67,2,0.83,H
1.05,0.77,1,0.38,1,0.33,0.25,0.25,0.75,1,1,0.67,1,1,1.38,2.25,1.67,2.33,2.25,2.75,H
1.05,1.52,1.21,1.53,1,2,1.1,1.6,0.95,1.05,0.67,2.33,1.2,1,1.26,1,1,1.67,1.6,1,H
1.05,1.4,1.11,0.94,0.33,1.33,0.89,0.88,0.94,1.06,1,1,1.22,0.62,1.33,1.83,1.67,1,1.78,2.38,H
1.05,1.47,1.22,1.09,0.67,2,1.25,0.82,0.96,0.96,0.67,1.67,1.17,0.91,1.3,1.35,1.67,1.67,1.42,1.36,D
1.27,5.58,1.33,2,2,1.67,1.33,1.67,0.92,1.42,1.67,0.67,0.5,1.33,1,0.67,0.67,0,0.67,1.17,A
1.27,1.22,1.38,1.08,1.33,1,1.38,1.15,1.12,1.15,0.67,1,1,1.15,1.08,1.69,0.67,2,0.85,1.77,D
1.27,2.37,1.3,2,1.33,2.33,1,2.6,0.8,2.2,1,2.33,0.2,2.4,1,1.3,1.33,1.33,0.8,0.8,H
1.27,0.61,1.36,0.93,1,1.33,1.14,0.71,1.07,1.21,1.67,0.67,0.57,1.29,1.14,1.79,2,0.67,0.86,2.29,H
1.27,2.11,1.32,2.04,1.33,1.33,1.36,2,1.04,1.82,0.67,1.33,0.93,1.93,1.04,1.11,0.67,1.33,0.79,1.14,A
1.27,1.72,1.5,1.5,2,1,1.67,2,0.83,1.33,1,0.67,0.33,1.67,0.83,1.17,1,1,0,1,A
1.27,4.63,1.61,1.78,2.33,2,1.56,1.62,1.28,1.72,2,2,1,1.62,1,0.78,0.67,0.67,0.67,0.88,A
1.27,2.95,1.19,1.27,0,0,1.19,1.57,0.97,1.7,0.33,0.67,0.88,1.57,1.16,1.4,2.33,2,0.88,1,D
1.27,6.4,1.53,1.89,1.33,1.33,1.4,1.33,1.26,1.95,2,1.67,1,0.89,1.05,1.05,1.33,1,0.8,0.89,A
1.27,5.74,1.25,2,1.33,2,1.25,2.25,0.75,1.62,1,2.67,0.25,2,0.88,0.88,1,1.33,0.25,1.25,A
1.27,5.97,1.39,1.22,1,1.67,1.42,1.09,1.17,1.39,0.67,2,1.08,1.09,1.13,1.48,1.33,1.67,0.92,1.36,D
1.27,1.52,1.28,1.43,0.33,1.33,1.27,1.33,1,1.07,0,1,0.87,1,1.03,1.2,0.67,1,0.8,1.33,A
1.27,4.57,1.56,1.5,3,1.33,1.38,1.5,1.12,1.25,2,1,0.75,1.25,1,1.19,0.67,1.33,0.75,1,H
1.27,1.4,1.32,0.95,0,1.33,1.27,0.7,1.14,1.09,0.33,1.67,1,0.5,1.14,1.77,1.67,1.67,0.91,2.1,H
5.74,5.58,1.86,2.29,2,3,1.33,2,1.43,1.71,2.33,3,0.67,1.67,1,0.71,1.33,1,0.67,1.33,H
5.74,1.22,2,1.11,2,2.33,2.12,1.11,1.72,1.22,1.33,1.33,1.62,1.33,1,1.78,1.67,0.67,0.75,2.11,H
5.74,2.11,1.92,2.12,1.33,3,2,2.15,1.56,1.88,0.67,2.67,1.33,2,0.88,1.08,0.33,0.33,0.58,1.08,H
5.74,1.72,1.84,1.15,2.33,1.67,2,1.33,1.72,1.06,3,1,1.53,1.2,1.03,1.27,1,0.67,0.67,1.33,D
5.74,4.63,2.27,1.82,3,2.33,2,1.6,1.91,1.73,2.67,2.67,1.4,1.8,0.73,0.82,0.33,0.67,0.6,1,D
5.74,2.95,2.11,1.44,3,1.33,1.75,2,1.78,1.33,3.67,1.33,1.25,1.5,0.78,1.22,0.67,2,0.5,0.5,H
5.74,6.4,2.06,2,2.33,2,2,1.57,1.81,2,2,1.67,1.57,1,0.81,1.06,0.67,1.33,0.71,0.86,H
5.74,1.05,1.82,1.21,1.67,0.33,1.94,1.12,1.7,0.94,2.67,0.33,1.5,0.75,1.03,1.21,1.33,1,0.69,1.12,H
5.74,1.27,1.83,1.23,1.33,0,1.93,1.29,1.6,1,1.67,0.33,1.36,1.14,1,1.07,1.33,1.33,0.71,1.29,H
5.74,0.77,1.93,0.86,0.67,2,1.83,0.57,1.71,1.14,1,1,1.33,1,0.86,1.86,1.33,0.33,0.67,2.57,H
5.74,5.97,2,1.14,1.67,1.67,2.3,0.9,1.68,1.41,1.33,2.67,1.6,1.1,0.95,1.55,1,1.67,0.6,1.5,A
5.74,2.39,1.91,1.43,0.67,3,2.09,1.18,1.61,1.39,1,2,1.45,0.91,0.96,1.04,1.33,0,0.64,1,D
5.74,1.4,2.05,0.89,2,0.33,2.22,0.78,1.74,1,1.33,0.33,1.67,0.56,0.95,1.79,1.67,1,0.67,2.22,H
5.74,1.47,1.89,1,2,0.33,2.08,0.77,1.59,0.93,2,0.67,1.38,0.92,0.96,1.33,1.33,1.33,0.62,1.38,A
0.77,5.58,0.8,1.64,0.67,1.33,1,1.46,1.2,1.28,1,1.33,1.08,1.31,1.96,0.88,1.33,0.67,1.08,1.31,H
0.77,1.22,0.82,1.09,2,1.33,1.1,1,1.23,1.18,2.67,1.33,1.2,1.09,2.05,1.68,2.33,1,1.1,1.91,D
0.77,2.37,0.29,1.86,0,2.33,0.33,3,0.86,2.14,0,2,0.67,2.33,2.29,1.29,2,1,1.67,0.33,D
0.77,2.11,0.87,2.16,1,3,1.13,2.12,1.16,1.72,0.67,1,1.13,1.81,1.77,0.97,0.67,0,1.07,1,A
0.77,1.72,0.85,1.19,1.33,0.33,1.15,1.38,1.19,1.07,1.33,1.33,1.15,1.08,1.89,1.3,1.33,2,1.08,1.23,D
0.77,0.72,0.63,0.42,0,0.67,0.89,0.5,1,0.79,0.67,0.67,1,0.9,2,1.79,2.67,1.33,1.11,2.1,H
0.77,6.4,0.83,1.91,1.33,1.67,1.09,1.45,1.22,1.96,2,2,1.18,1.09,2,1,2.33,0.67,1.09,1,A
0.77,1.05,0.87,1.3,1,1.33,1.14,1.21,1.2,1,1.33,1,1.21,0.79,1.83,1.23,1.33,1,1.14,1.14,D
0.77,1.27,0.8,1.47,2,2,1.14,1.57,1.13,1.13,1.33,2,1.29,1.57,1.93,1.07,1,1.33,1.14,1.43,A
0.77,1.52,0.69,1.46,1,2.33,0.83,1.71,1.08,0.85,1,0.67,1.17,0.86,2,0.92,2.33,0,1.33,0.71,H
0.77,2.39,0.55,1.55,1,1.67,1,1.4,1.18,1.64,1.67,1.67,1.4,1.2,2.27,1.18,2.33,1,1.4,0.8,A
0.77,4.57,0.67,1.5,0,1.33,1,1.33,1.06,1.17,0.67,1,1.12,1.11,2.06,1.22,2.67,1.67,1.12,1.22,A
0.77,1.4,0.33,0.67,0.33,1.33,0.5,0.25,0.89,1.33,0.67,3,1,0.25,2.11,2.11,2,3.33,1.75,2.5,H
5.97,5.58,1.21,1.67,1.67,2,1.33,1.5,1.33,1.29,1.33,1.33,1.67,1.33,1.42,0.88,1,0.33,1.58,1.33,D
5.97,1.22,1.07,0.71,1.33,0.67,1.43,0.57,1.21,1.21,0.33,1.67,1.43,1.29,1.64,2.14,0.33,2,1.43,2.57,A
5.97,2.37,1.38,1.69,2.33,3,1.4,1.53,1.48,1.55,1.67,1.67,1.8,1.53,1.34,1.14,1,0.67,1.47,1.27,D
5.97,0.61,0.92,1,0,1,1.17,0.83,1.33,1.33,0.67,0.67,1.5,1.5,1.92,1.92,2,1,1.67,2.5,H
5.97,0.72,1,0.5,1.33,0,1,0.75,1.5,1,1.67,0.67,1.5,1.5,2.12,1.62,1.67,1.67,1.75,2,H
5.97,2.95,1.14,1.33,1.67,0.67,1.36,1.5,1.33,1.71,1.67,1.33,1.55,1.3,1.48,1.38,0.67,1.67,1.45,0.9,D
5.97,6.4,1.38,1.78,1.33,2,1.38,1.53,1.53,1.81,2,2,1.81,1.13,1.31,1.03,1,0.67,1.5,0.93,A
5.97,1.05,1.15,1.3,1.67,2,1.4,1.33,1.3,1,1.67,1,1.5,0.67,1.45,1.25,0.67,0.67,1.4,0.89,D
5.97,1.27,1.06,1.65,1,3,1.44,1.75,1.24,1.24,1.33,2,1.44,1.5,1.59,0.94,1.33,0,1.33,1.25,D
5.97,0.77,0.94,0.75,0.33,1,1.25,0.5,1.12,1.06,0.33,1,1.25,1,1.62,1.88,1,1.33,1.38,2.62,H
5.97,1.52,1.39,1.5,3,3,1.43,1.36,1.5,1.07,3,2,1.86,1,1.36,1.18,1,0.67,1.5,1.36,D
5.97,2.39,1.14,1.29,1.33,1.33,1.33,1,1.57,1.43,1.67,1.67,1.67,0.67,2,1.29,1.67,1.33,1.33,0.67,A
5.97,4.57,1.1,1.4,1,1,1.4,1.2,1.5,0.9,1.33,0.67,1.6,0.6,1.9,1.1,1.67,0.67,1.4,0.8,A
5.97,1.4,1.2,0.96,1.67,1,1.31,0.58,1.32,1.04,0.67,0.67,1.62,0.5,1.4,1.76,0.33,1.67,1.54,2.17,H
1.52,5.58,1.35,1.71,1.33,0.33,1.25,1.56,0.82,1.29,1,0.67,1,1.33,0.94,0.82,0.67,1.33,1.12,1.22,H
1.52,1.22,0.5,1.17,0.33,1.33,0.33,1,0.83,1.33,0.67,1.33,0.67,1.67,1.5,1.5,1.67,1.33,1.33,2.33,H
1.52,0.61,1.45,1.15,2,2,1.44,0.8,1.05,1.15,2.33,1,1.11,1.1,1.05,1.6,1.67,1,1,2.2,H
1.52,1.72,1.44,1.62,1.33,2.33,1.43,1.86,0.81,1.31,0.67,2.33,1,1.29,0.88,0.94,0.67,0.67,1,0.86,A
1.52,0.72,1.38,0.62,1,1,1.42,0.46,1.04,0.77,1,0.67,1.08,0.77,1.23,1.77,2.33,2.67,1.08,2,H
1.52,4.63,1.42,1.97,1.33,2.33,1.5,1.88,1.12,1.82,1.67,2.33,1.19,1.69,1.3,0.76,2.33,0.33,1.12,0.81,A
1.52,2.95,1.38,1.33,0.33,1.33,1.55,1.45,1,1.79,0,2.33,1.18,1.45,1.17,1.42,2,1.67,0.91,1.09,A
1.52,6.4,1.36,2.07,2,1.33,1.17,1.83,0.79,2.14,0.67,1.33,0.83,1.17,1,1,0.67,1.67,1.17,0.67,H
1.52,1.27,1.33,1.11,3,0.33,1,1.25,1,0.67,1.33,0.33,1,1.25,1.11,1.11,0.33,1.67,1.25,1.5,A
1.52,5.74,1.52,2.05,2,2.33,1.6,1.82,1.14,1.76,2.67,2,1.3,1.91,1.05,1,2,1,1,1.36,D
1.52,5.97,1.18,1,1.33,1,0.8,0.8,0.82,1.45,0.33,1.33,0.8,1.4,1.09,2,0.67,1.67,1.4,2.4,H
1.52,2.39,1.48,1.41,2.33,0.33,1.64,1.21,1.07,1.24,1.33,0.67,1.14,0.79,1.17,1,0.67,1.67,1,0.93,A
1.52,1.4,1.44,0.92,2,1,1.54,0.54,1.07,1.04,1.67,0.67,1.15,0.54,1.22,1.88,1.67,2.67,1.08,2.38,H
1.52,1.47,1.48,1.16,1.33,2,1.53,0.87,1.1,1,1.33,1.33,1.13,1.07,1.19,1.29,1.33,1,1.07,1.47,D
2.39,1.22,1.4,0.8,1.67,0.33,1.4,0.6,1.6,1.2,2,1,2,1.4,1.3,2.2,1.33,3.67,1.8,2.8,H
2.39,2.37,1.42,1.62,2.33,1.33,1.67,1.58,1.33,1.58,1.33,1.67,1.83,1.5,1,1.17,0,1.33,1.08,1.17,H
2.39,2.11,1.5,1.88,2,1.33,1.5,2,1.62,2.12,2.67,2,2,1.75,1.25,1.88,1.67,2.67,1.75,1.25,D
2.39,0.72,1.43,0.36,1,0.33,1.43,0.43,1.43,0.86,0.67,0.67,1.71,1,1.21,1.93,1.33,2.33,1.43,2.43,D
2.39,4.63,1.31,1.62,0.33,0.67,1.38,1.43,1.31,1.62,0.67,0.67,1.62,1.57,1.19,0.88,1.67,1,1.38,1,A
2.39,1.05,1.29,1.29,1,2.33,1.55,1.3,1.33,1.05,1,1.67,1.73,0.8,1.14,1.29,1,1,1.18,1,H
2.39,1.27,1.2,1.45,1,0.33,1.4,1.67,1.3,1.25,1.67,1.33,1.7,1.56,1.2,1.1,1,2,1.3,1.33,H
2.39,5.74,1.24,2.12,0.33,3,1.22,2.11,1.24,1.82,0.33,2.33,1.44,2,1.24,0.82,1.33,0.67,1.44,0.89,H
2.39,0.77,1.43,0.86,1,1.33,1.64,0.57,1.25,1.21,0.67,1.33,1.71,1.21,1,1.89,1.33,1.33,1.07,2.64,D
2.39,5.97,1.54,1.27,2.33,1.67,1.77,1.08,1.31,1.46,0.67,2,1.77,1,0.92,1.38,0,0.67,1,1.25,A
2.39,1.52,1.67,1.33,2.33,1.33,1.67,1.5,1.58,0.83,1.33,0.33,2,0.83,1.08,1,0.33,0.67,1.5,0.83,A
2.39,4.57,1.47,1.57,1.33,3,1.6,1.6,1.27,1.54,1,3.67,1.67,1.6,1,1.32,1.33,0.33,1.07,1.33,H
2.39,1.4,1.47,0.81,2,0.33,1.69,0.44,1.28,1,1.67,1,1.75,0.56,1.03,1.87,1.33,1.67,1.12,2.25,H
2.39,1.47,1,1.5,1.33,1.33,1,0.67,1.17,1.17,1.67,0.67,1.67,1,1.33,0.83,1,0.67,2,1.33,H
4.57,5.58,1.48,1.62,1.33,1.67,1.6,1.36,1.19,1.29,1.33,1.67,1.4,1.36,1.29,0.95,1.67,1.33,1.4,1.45,A
4.57,2.11,1.41,2.24,0.33,3,1.5,2.33,1.18,2.18,0.67,2.67,1.25,2.33,1.29,1.41,2.33,1,1.38,1.22,H
4.57,1.72,1.55,1.45,1.67,0.33,1.6,1.8,1.09,1.09,1.33,0.33,1.2,1.2,1.09,1,0.67,1.33,1.4,0.8,A
4.57,0.72,1.33,0.67,0.33,0.33,1.33,1,0.67,1,0.67,1.33,0.67,1.33,1.17,1.5,2.33,2,1.33,1.67,H
4.57,4.63,1.52,1.97,2,2.33,1.54,1.93,1.55,1.81,2.33,2.33,1.46,1.73,1.38,0.77,1.33,0.67,1.31,0.8,D
4.57,2.95,1.59,1.24,2.33,1,1.6,1.5,1.62,1.61,2.33,0.67,1.6,1.44,1.34,1.33,1,0.67,1.27,0.94,H
4.57,6.4,1.46,1.81,1.33,1,1.42,1.58,1.46,1.85,2.67,1,1.33,1.08,1.38,1.08,1.33,1.67,1.42,0.92,H
4.57,1.05,1.53,1.27,2,1.67,1.57,1.57,1.2,0.93,1.67,1.33,1.14,0.57,1.13,1.27,1,1,1.29,0.71,D
4.57,5.74,1.5,2.1,2,2,1.67,1.9,1.1,1.7,0.67,1,1.22,1.8,1.2,0.9,0.67,1.33,1.22,1.2,D
4.57,0.77,1.42,0.79,1,0.33,1.45,0.58,1.25,1.17,1.67,0.67,1.27,1.25,1.42,1.96,2.33,2,1.36,2.83,D
4.57,1.52,1.5,1.47,1.33,1.33,1.5,1.44,1.53,1.12,1.67,1.67,1.43,1.06,1.37,1.22,1.67,1.67,1.29,1.31,H
4.57,2.39,1.44,1.44,1.67,2.33,1.75,1.5,0.89,1.67,1.33,2.67,1.25,1.25,1.11,1.33,1,1.33,1.5,0.75,D
4.57,1.47,1.54,1.08,2,0.33,1.33,0.83,1.31,1.08,2.67,0.67,1.17,1,1.15,1.38,1.33,2,1.5,1.5,H
1.4,5.58,0.85,1.65,0,1.33,1,1.4,0.95,1.2,0,0.67,1.4,1.2,1.75,0.85,1,1,1.4,1.3,D
1.4,1.22,0.89,1.14,1,1.33,1.31,1.14,1,1.14,0.67,1,1.54,1.07,1.85,1.57,2,1,1.38,1.64,A
1.4,2.37,0.86,1.67,0.33,3,1,1.73,1.05,1.57,1,2.33,1.55,1.55,1.81,1.14,1.67,0.67,1.55,1.09,H
1.4,0.61,0.38,1.12,0.33,0.67,0.5,1.25,0.75,1.5,1.33,1.33,1.25,1.5,2.12,1.75,3.33,1.67,1.75,1.75,H
1.4,2.11,0.83,2.08,1.33,3,1,2,1.08,2.08,0.33,2,1.83,2,1.83,1.67,1,1,1.5,1.5,A
1.4,0.72,1,0.38,2,0.33,1.12,0.5,1.12,0.81,1.67,1,1.62,1,1.94,1.88,2,2,1.5,2.25,D
1.4,2.95,1,1.35,2.33,0.67,1.11,1.38,1.12,1.82,1.67,1.33,1.56,1.5,1.88,1.41,0.67,1.67,1.44,1.12,A
1.4,6.4,0.85,1.82,1,3,1.31,1.62,1.06,1.85,2,3,1.56,1.25,1.85,1,2,0.33,1.38,0.88,D
1.4,1.05,0.88,1.21,1,0.67,1.17,1.18,1.04,0.96,1,0.33,1.58,0.73,1.83,1.29,2,1.33,1.5,1.18,H
1.4,0.77,0.83,0.86,0,0.67,1.21,0.6,0.97,1.21,0.33,1,1.5,1.2,1.86,1.86,1.67,1.33,1.5,2.53,D
1.4,5.97,0.33,1.17,0,1,0.33,1,0.5,1.5,0.33,1.33,1,1.33,1.5,2,1.67,1.67,1.67,2.67,D
1.4,1.52,0.6,1.2,1,2,1,1.6,1.2,0.9,2.33,0.67,2.2,1,2.2,1.2,3.67,0.67,1.8,1,D
1.4,4.57,0.71,1.64,1,2,0.86,1.71,1,1.29,0.67,2,1.57,1.43,2.14,1.07,2.67,1,1.71,0.86,H
1.4,1.47,0.78,1.21,0.33,2.33,1.2,0.88,1,1.03,1.33,1.33,1.47,1.12,1.91,1.27,2.33,0.67,1.47,1.5,H
1.47,1.22,1.08,0.67,1,0,1.33,0.5,1,1,0.67,0.33,1,1.17,1.33,2.08,1.67,2.67,1.17,2.67,D
1.47,2.37,0.88,1.5,0,1,1.12,1.75,0.94,1.56,0.33,0.33,1,1.62,1.5,1.31,2,0.33,1.5,1.25,D
1.47,0.61,1.07,0.86,1,0.33,1.21,0.57,0.96,1.11,1,1,0.93,0.86,1.32,1.89,1.33,1.67,1.29,2.21,H
1.47,2.11,1,2.07,0.33,2.33,1.29,2.14,1,2.07,0.67,2,1.14,2.14,1.36,1.5,1.33,0.67,1.29,1.29,A
1.47,1.72,1.08,1.29,2.33,0,1.33,1.55,0.96,1.04,1.33,0.67,1,1,1.33,1.21,0.67,3,1.33,1.09,D
1.47,0.72,1.1,0.53,2,0,1.33,0.4,1,0.73,1.67,0.33,0.93,0.73,1.33,1.9,1.33,3,1.2,2.13,H
1.47,4.63,1.29,1.71,0.33,3,2.33,1.33,1.14,1.29,0.33,2,1.33,0.67,1.14,0.71,1.33,0.33,0.33,0.67,D
1.47,1.05,0.88,1.18,0.33,0.67,1.11,1.5,0.88,1,0.33,1.33,0.89,0.75,1.41,1.35,1.67,1.67,1.33,0.88,H
1.47,1.27,0.90,1.38,0.33,0,1.18,1.5,0.9,1.19,1,0.67,1,1.4,1.43,1.14,2,2,1.45,1.4,H
1.47,5.74,1.3,2.2,1.33,3,1.6,2.4,1.2,1.8,1.33,2.67,1.2,2.2,1.2,0.8,1.33,0.33,0.8,1,A
1.47,0.77,0.95,0.75,1.33,1,1.3,0.4,0.85,1.1,0.67,1.33,0.9,1,1.3,1.95,0.67,2,1.2,2.8,A
1.47,5.97,1.16,1.42,1.33,1.67,1.44,1.47,1.03,1.58,1.67,2.33,0.94,1.33,1.31,1.32,1.67,1,1.12,1.13,H
1.47,1.52,1.25,1.12,0.67,2.33,2,1.25,1.25,1,1,1.67,1.5,1,1.25,1.25,1.67,1,0.75,1.25,A
1.47,2.39,1.08,1.48,1.67,2.33,1.31,1.17,0.96,1.32,1.33,0.67,1,0.83,1.32,0.96,1,0,1.31,0.92,A
5.58,1.52,2,0.33,1,0.33,2,0.33,2,0.67,2,0.67,2.33,0.67,1.17,2.5,2,3,1,2,D
2.11,2.39,1.17,1.33,1,2,2.33,1,1.33,1.17,1.67,1.67,1.67,1.33,1.83,1,2.67,0.67,0.33,1.33,D
4.63,6.4,2.33,3,3,3,2.33,3,1.67,3,2.33,3,1,3,0.5,0.83,0.33,0.67,0.33,1,H
0.82,5.74,1.17,2.17,1.33,3,1.75,2.33,0.83,2.5,1,3,1.25,2.33,1.33,1.17,1.33,0.67,0.5,0.67,A
1.47,4.57,0.67,2.17,0.33,3,0.33,1.75,0.83,2.67,1,3.67,1,1.75,1.67,1.5,2,1,2.33,1.75,A
0.7,5.97,1.17,1.67,0.33,0.33,1,1.33,1.17,1.67,1,1,1,1.33,2,1.5,3.33,2.33,2,2,A
0.77,1.05,0.17,1.33,0,1.33,0,1.33,0.83,1.17,0.67,1.67,1,0.67,2,1,2.33,1.33,2.67,0.67,D
1.27,1.22,1.17,1.17,2,2,1,0.33,1.67,0.67,2.33,0.67,1.67,0.33,1.83,1.5,1.67,1.33,2,2,D
2.37,0.89,0.5,0.83,0,0,1,1.33,1.17,1,1.33,1,1,1,2.67,1.5,3.67,2.33,2.33,1.33,D
2.95,1.72,2.17,1.67,2,3,2.33,2,1.67,1.67,2,3,1.67,1.67,0.67,1.17,0.67,1.33,0.67,1.33,D
0.89,1.27,0.86,1.14,0.33,1.33,0.33,1.33,1,1.71,1,1.67,1,1.67,1.43,1.86,2,1.67,1.67,1.67,A
5.97,2.11,1.86,1.14,1,1.33,2,0,1.71,1.14,1,1.33,2,1,1.29,1.57,1.67,1.33,1,3.33,H
1.22,0.7,1.14,1,1.33,0,2,1.33,0.86,1,1,0.67,1,1.33,1.57,2,2,3.67,1,2,H
6.4,2.95,2.57,2,2,1.33,3,2,2.57,1.57,2.33,1.33,3,1.67,1,0.71,1,1,0.67,0.67,D
1.52,0.77,0.43,0.29,0.67,0.33,0.33,0.33,0.71,0.86,1,1,0.67,0.67,2.29,1.86,2,1.67,3,1.33,H
1.05,4.63,1.29,2.43,1.67,3,1.33,2.33,1.14,1.71,2,1.67,1.67,2.33,1,0.43,1.33,0.33,1.33,0.67,D
1.72,2.37,1.57,0.57,2.33,0.33,1.33,0,1.57,1.14,2.67,1,1.67,1.33,1.14,2.43,1.33,2.67,1,3,A
5.74,1.47,2.29,0.57,3,0,2,1,2.29,0.86,2.67,0.67,2.67,0.67,1,1.71,0.33,2,1.67,1,H
2.39,0.82,1.29,1,2.33,1,1.67,0,1,0.71,1.33,0.67,1,0,0.86,1.29,0,1.33,0.67,3,H
4.57,5.58,2.29,1.86,3,1.33,3,2,2.57,1.86,3,2,4.5,1.67,1.43,1.14,1,1.67,1,1.33,D
1.22,4.63,1.38,2.25,2.33,2.33,2.25,2,1.5,1.62,3,1.67,2.25,2,1.5,0.5,1,0.67,1,0.75,D
5.74,0.89,2.38,0.75,3,0.33,2.25,1.25,2.38,0.88,2.33,0.67,2.75,1,1.12,1.38,0.67,1.33,1.75,1.25,D
0.82,2.95,0.88,1.88,1,0.67,1.4,1.75,0.75,1.5,1,0.67,1,1.5,1.5,0.75,1.33,1,0.6,0.75,H
0.7,1.52,0.88,0.75,0,1.67,0.75,0.5,1,0.88,0.67,1.33,0.75,0.75,2.5,2,4.33,0.67,2,1.75,A
2.11,1.72,1,1.38,0.33,1.33,2,1.75,1,1.38,0.33,1.33,1.25,1.5,1.75,1.12,2.33,1.33,0.25,1.25,H
1.47,1.27,0.5,1.38,0,1.33,0.25,1.75,1,1.62,1.33,1,1,1.5,1.88,1.62,2.67,1.33,2.25,1.25,D
2.37,0.77,0.88,0.25,1.33,0.33,1,0.25,1.12,0.75,0.67,1,1,0.5,2.12,1.88,1.33,2,2,1.5,H
4.57,1.05,2.12,1.25,2.33,1,2.33,1.25,2.25,1.12,2.33,1,3,0.75,1.25,1,0.67,1,0.67,0.75,H
6.4,2.39,2.38,1.5,1.33,2.33,2.5,1,2.38,1.25,1.33,2,2.5,1,1,0.88,1.33,0.33,0.75,1,D
5.97,5.58,2,1.75,2,1.67,2.25,1.75,1.88,1.62,1.67,1.67,2.25,1.25,1.12,1,1,0.67,0.75,1,H
2.95,2.37,1.67,1.11,0.67,2.33,2,0.75,1.44,1.11,1,1,1.5,1.25,0.89,1.89,1.33,0.33,0.75,2.25,H
2.39,5.97,1.44,2.11,1.67,3,2,1.75,1.22,2.11,1.33,3,1.5,1.5,0.89,1,0.67,0,0.75,1.5,A
0.77,5.74,0.22,2.22,0.33,2.33,0.25,2.5,0.67,2.11,0.33,1.33,1,2,1.78,1,1.33,0.67,2.25,0.5,A
5.58,0.82,1.56,1.11,0.67,1,1.75,0,1.44,0.89,0.33,1,2,0.33,1.33,1.44,1.67,1.67,1,3,D
4.63,2.11,2.11,1.22,1.67,1.33,2.5,0,1.44,1.22,1,1,1.25,0.75,0.44,1.67,0.33,1.33,0.25,3.25,D
