@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE Winner {H, D, A}
@data
1.72,1.27,0.93,1.15,2,0.33,0.77,0.92,1.3,1.22,1,1.33,1.08,0.92,1.7,1.74,0.33,2.33,1.54,1.85,H
2.95,0.7,1.68,0.86,2,1.33,2.21,0.36,1.68,0.93,2.33,1.33,2.14,0.5,1.07,1.93,1,1.67,0.71,2.21,H
1.52,5.97,1.29,2.44,1.33,2.33,1.64,2.14,1.14,2.11,0.67,2,1.29,1.5,1.43,0.74,1.33,1,1.07,0.86,A
0.77,0.82,0.70,1.11,0,0.33,0.86,0.14,0.89,1.11,0,1.33,1,0.64,1.85,1.5,2.67,2,1.86,2.14,D
2.37,2.11,1.18,1,0.33,2,1.29,0.23,1.36,1.11,1.33,2,1.07,0.62,1.75,1.67,2,1.33,1.71,2.08,A
1.22,1.47,1.07,0.96,1.33,1,1.5,0.71,1.43,1.29,1.67,1.67,1.71,1.07,1.93,2.18,1.67,2.33,1.64,2.21,H
0.89,5.58,0.81,1.88,0.33,2.33,1,2,0.7,1.5,0,2,0.85,1.58,1.11,0.85,1,0.33,1.08,1,A
4.63,2.39,2.07,1.27,2,2,2.71,1.07,1.96,1.23,2.33,3,2.36,1.29,0.74,1.31,1.33,2,0.5,1.43,H
6.4,4.57,2.07,1.96,2.33,2,2,1.57,1.96,2.14,1.33,2,1.77,1.71,1.07,1.25,0,1.67,1,1.57,D
4.57,2.95,1.93,1.72,2.33,2,2.36,1.14,2.1,1.76,2,3,2.57,1.21,1.24,1.03,1,1,0.93,1.43,H
0.82,4.63,1.10,2.11,0.33,3,2.07,1.38,1.07,1.96,1,3,1.57,1.54,1.45,0.75,1.67,1,0.86,1,A
5.97,1.72,2.46,1,3,3,2.77,1.07,2.11,1.29,2.33,1.33,2.77,1.5,0.75,1.64,1,0,0.62,1.86,A
0.7,2.37,0.83,1.14,1,0,1.36,1.07,0.9,1.38,1,1.67,1.36,1.64,2,1.79,2.67,2.67,1.64,1.79,H
2.11,1.52,1.07,1.24,3,1.33,1.71,0.93,1.18,1.14,3,1,1.57,1,1.68,1.45,1.33,0.67,1.29,1.79,H
5.58,1.05,1.93,1.48,2.33,1,1.79,1,1.56,1.34,2,1,1.43,0.86,0.85,1.31,0.67,2,0.71,1.43,D
1.27,0.77,1.11,0.71,0.33,0.33,1.36,0.54,1.18,0.86,1.33,0,1.5,0.77,1.71,1.79,2,1.33,1.64,1.85,H
2.39,1.22,1.22,1.14,2,2.33,1.5,0.64,1.22,1.45,3,2,1.17,1.14,1.33,1.86,1.67,1,1.17,2.21,D
1.47,0.89,0.93,0.79,1,0,1.21,0.64,1.24,0.71,1.33,0.33,1.5,0.57,2.17,1.18,2,2,2.14,1.14,D
5.74,6.4,1.85,2.04,1,1.67,2.23,2.14,2.07,1.93,1.33,1,2,2.14,1.26,1.07,2,0.33,1,1.14,D
0.82,1.52,1.07,1.2,0.33,0.33,1.93,0.87,1.03,1.1,0.33,0.33,1.47,0.93,1.47,1.47,1.33,1.33,0.93,1.8,H
2.11,0.77,1.14,0.69,3,0.33,1.8,0.5,1.21,0.83,2.67,0,1.6,0.71,1.62,1.76,1,1,1.2,1.79,H
1.27,1.05,1.17,1.47,1,1.33,1.47,1,1.17,1.3,1.33,1,1.47,0.8,1.66,1.27,1.67,1.33,1.53,1.33,H
5.58,2.95,1.89,1.67,1.67,2,1.73,1.07,1.5,1.73,1.33,2.67,1.33,1.2,0.82,1.1,0.67,1,0.67,1.53,D
5.74,2.37,1.82,1.1,0.33,0,2.14,1,2.07,1.37,1.33,1.67,2,1.6,1.29,1.8,2.67,2.67,1.07,1.8,H
0.7,0.89,0.9,0.79,2,0.33,1.47,0.67,0.93,0.69,1.33,0.33,1.4,0.53,1.97,1.14,2,1.67,1.6,1.07,H
2.39,1.72,1.21,1.07,1.33,3,1.46,1.2,1.18,1.31,1.67,1.67,1.08,1.53,1.29,1.62,1.67,0.33,1.08,1.8,H
1.47,4.63,0.93,2.14,0.33,3,1.2,1.5,1.2,1.97,0.33,2.33,1.4,1.57,2.1,0.72,1.33,1,2,0.93,A
5.97,6.4,2.38,2,2,1,2.57,2.07,2.07,1.93,1.67,1,2.64,2.13,0.79,1.1,1.33,1,0.71,1.2,H
4.57,1.22,1.97,1.13,2.33,2.33,2.4,0.67,2.13,1.4,2,1.67,2.6,1.07,1.23,1.8,1,0.67,0.93,2.07,D
4.63,1.27,2.17,1.23,3,2,2.73,0.86,2,1.2,2.33,1,2.33,0.86,0.73,1.6,0.67,0.33,0.53,1.79,H
6.4,0.7,1.93,0.97,0.67,2,1.93,0.33,1.9,1.03,1.33,2,1.71,0.47,1.13,1.97,1.67,2.33,1,2.33,H
0.89,0.82,0.77,1.13,0.33,1.33,0.93,0.2,0.73,1.03,1,0.33,0.86,0.6,1.23,1.42,2.33,0.67,1.21,2,D
1.52,4.57,1.16,1.94,0,1.67,1.53,1.53,1.06,2.13,0.33,2,1.27,1.67,1.45,1.26,1.67,1.33,1.13,1.53,A
1.05,2.39,1.42,1.28,1.33,1.33,1.93,1,1.26,1.24,1,1.33,1.8,1.27,1.29,1.28,1,1,1.2,1.47,A
2.37,1.47,1.06,0.90,0,0.33,1.2,0.67,1.32,1.19,1,0.33,1.13,1,1.84,2.13,2.67,1.67,1.8,2.2,H
1.22,5.97,1.13,2.4,1.67,2,1.6,2.2,1.42,2.07,1.33,1.67,1.73,1.53,1.81,0.8,0.67,1.33,1.53,0.87,A
0.77,5.58,0.67,1.86,0.33,1.67,0.87,2.08,0.8,1.48,0,1.33,0.93,1.69,1.77,0.83,1,0.67,1.73,1,A
2.95,2.11,1.65,1.2,1.33,3,2.27,0.43,1.71,1.23,2,2.33,2.27,0.79,1.1,1.57,1.33,0.67,0.67,2.07,H
1.72,5.74,1.03,1.86,2,1.33,0.93,1.5,1.3,2.1,1.33,2,1.07,2.14,1.67,1.24,1.33,1.67,1.43,1.5,H
4.63,1.22,2.19,1.09,3,0.67,2.75,0.69,2.06,1.41,3,1,2.44,1.12,0.71,1.84,0.33,1.67,0.5,2.06,H
1.72,2.11,1.10,1.16,2,2,1.07,0.4,1.35,1.26,2,2,1.2,0.87,1.61,1.65,1.33,1.33,1.33,2.2,D
2.95,0.82,1.69,1.12,1.33,1.33,2.31,0.25,1.78,1,2,0.33,2.38,0.56,1.12,1.38,2,0.67,0.75,1.88,H
1.52,0.7,1.12,0.94,0,2,1.44,0.31,1.06,1.03,0.33,2.33,1.25,0.5,1.47,2,1.67,2,1.19,2.38,H
0.77,2.37,0.65,1.12,0,1,0.81,0.94,0.77,1.31,0,0.67,0.88,1.5,1.81,1.78,2,1.67,1.81,1.88,D
1.27,1.47,1.19,0.88,2,0.33,1.56,0.62,1.16,1.16,1,0.33,1.5,0.94,1.68,2.09,1.33,1.33,1.44,2.12,H
2.39,6.4,1.33,1.97,2.33,1.33,1.57,1.94,1.23,1.94,1.33,2,1.21,2.06,1.23,1.13,0.33,1.67,1.07,1.25,A
0.89,5.74,0.77,1.8,0.67,1.33,0.93,1.4,0.71,2.03,0.67,1.67,0.8,2,1.19,1.3,1.33,1.67,1.13,1.6,A
1.05,4.57,1.38,1.97,0.33,2.33,1.81,1.62,1.22,2.12,0,2.33,1.69,1.69,1.28,1.25,1,1.33,1.19,1.5,A
5.58,5.97,1.9,2.42,1.67,2,1.69,2.25,1.53,2.1,1.33,2,1.31,1.62,0.8,0.81,0.33,1.33,0.69,0.88,H
0.82,5.58,1.09,1.94,1.33,2.33,2,2.14,1,1.55,0.67,2,1.44,1.79,1.42,0.77,1,0.33,0.88,0.93,A
4.57,1.72,2,1.09,2.33,1.33,2.31,1.12,2.09,1.38,1.67,2,2.56,1.5,1.21,1.62,1,1.67,1,1.88,A
1.22,0.89,1.06,0.75,0.33,0.33,1.5,0.62,1.36,0.72,1,1,1.69,0.62,1.91,1.22,3,2,1.62,1.25,H
0.7,1.27,0.91,1.25,1,2,1.56,0.8,1.03,1.16,2,1,1.56,0.8,2.03,1.62,2.67,1.33,1.62,1.93,H
1.47,1.52,0.85,1.18,0,1,1.12,0.81,1.12,1.12,0.33,1.33,1.38,0.88,2.06,1.45,1.67,1.33,2.06,1.75,H
2.37,2.95,1.12,1.73,1.33,2.33,1.31,1.06,1.33,1.82,1,2.67,1.12,1.19,1.79,1.12,1.67,1.33,1.69,1.5,D
6.4,5.58,2,1.97,2,3,2,2.2,1.97,1.56,2.33,2.33,1.8,1.8,1.09,0.75,1,0,1,0.87,D
5.74,2.11,1.84,1.16,2,1.33,2.2,0.44,2.03,1.28,1.67,2,2.07,0.94,1.29,1.66,1.33,2,1,2.19,H
0.89,0.77,0.73,0.66,0.33,0.33,0.88,0.47,0.7,0.81,0.33,0.67,0.81,0.67,1.3,1.81,2,2.33,1.19,1.8,H
1.72,4.63,1.15,2.22,2.33,3,1.06,1.6,1.39,2.12,2.33,3.67,1.25,1.67,1.61,0.69,1,0.33,1.38,0.93,A
5.97,2.39,2.34,1.29,2,2,2.6,1.12,2.03,1.19,1.67,1.33,2.6,1.25,0.84,1.29,1.33,1.33,0.73,1.38,H
1.05,2.11,1.33,1.12,0,0.33,1.71,0.41,1.18,1.24,0,1.33,1.59,0.88,1.27,1.64,1.33,2.33,1.18,2.12,A
4.63,5.74,2.24,1.88,3,2,2.76,1.5,2.09,2,3,1,2.53,2,0.67,1.25,0,1.33,0.47,1.56,H
2.11,5.97,0.94,2.33,3,2.33,1.13,2.06,1.06,1.97,2,0.67,1.13,2,1.55,0.79,0.67,0,1.2,1.12,A
0.7,4.57,0.94,1.76,1,1.33,1.07,1.62,0.94,1.42,1,1,1.13,1.25,1.36,1.09,1.67,1.33,1.33,1.25,H
5.74,5.97,2.06,2.38,3,3,2.4,2.12,1.97,2.03,2.33,1.33,2.47,2.12,1,0.81,0.67,0.33,0.8,1.19,D
2.95,5.58,1.24,1.97,2.33,2,1.56,1.38,1.24,1.79,1,2.33,1.5,1.19,1.3,0.94,0.33,1.33,1.12,1.12,H
0.82,2.11,0.79,0.88,0.33,3,1.06,0.65,0.79,1.06,0,2.33,0.82,1,1.55,1.59,0.67,1,1.18,1.94,A
1.72,0.7,1.27,0.88,2,0,1.12,0.71,1.27,0.91,2,1,1.19,0.71,1.36,1.41,1.33,2.67,1.44,1.47,A
6.4,0.72,1.94,0.97,1,1.33,2.25,1,2.03,0.73,1.67,1.67,2.06,0.59,1.03,1.36,2,2,0.75,1.35,H
1.4,1.47,1.06,1.42,0,1.33,1.38,1.12,1.03,1.15,0.33,1.33,1.31,0.94,1.64,1.27,2,1.33,1.44,1.5,A
0.5,2.37,0.79,1.30,1.33,0.33,1.12,0.94,1.15,1.27,2.33,0.67,1.24,1.19,1.79,1.27,1.67,1.67,1.35,1.62,D
2.39,4.63,1.70,1.73,1,1.33,1.94,1.69,1.36,1.61,1,1,1.71,1.5,0.73,1.42,1,0.67,0.59,1.5,D
1.52,0.77,1.39,0.91,1.33,1,1.62,0.87,1.15,0.78,1.33,0.67,1.38,0.73,1.24,1.5,1.33,1.67,1.25,1.47,D
1.05,4.57,1.09,1.78,1,1,1.24,1.67,0.97,1.47,1.67,1.33,1.24,1.33,1.39,1.12,2.33,2,1.53,1.33,D
6.4,2.37,1.91,1.34,1,1.33,2.2,1,2.03,1.31,2,1,2.07,1.27,1.06,1.25,2,1,0.8,1.6,H
1.4,4.63,1.09,1.69,0,1.33,1.47,1.6,1.03,1.56,0.33,1.33,1.33,1.4,1.59,1.44,1.67,1.33,1.33,1.53,A
5.97,5.58,2.35,2.03,3,3,2.6,1.47,2.06,1.84,2,3,2,1.27,0.84,0.94,1,1.33,0.47,1.13,H
1.72,1.05,1.31,1.03,3,0,1.2,0.8,1.31,0.94,2.67,1,1.27,0.6,1.34,1.44,1,3.33,1.4,1.33,A
2.95,0.82,1.19,0.81,2.33,0.33,1.47,0.53,1.25,0.81,1.33,0,1.53,0.8,1.34,1.56,0.67,1,1.2,2,H
2.11,1.47,0.81,1.47,2,2.33,1,1.2,1.03,1.19,2.67,1.67,1.07,1,1.65,1.25,2.33,0.67,1.29,1.47,H
1.52,2.39,1.34,1.75,0.33,2,1.53,1.53,1.12,1.38,1,1.33,1.33,1,1.25,0.69,1.67,0.33,1.27,0.8,H
4.57,1.4,1.74,1.13,1,0,1.81,0.81,1.45,1.06,1,0.33,1.56,0.81,1.16,1.58,2,2,1,1.81,H
5.58,6.4,2,1.97,3,1,2.5,1.75,1.77,2.03,2.67,1.33,2.25,2,0.9,0.97,0.67,1,0.69,1.12,H
0.5,5.97,0.81,2.33,1.33,2.33,1.19,2.07,1.19,2.1,2.67,2,1.31,2.2,1.81,0.87,2,1.33,1.38,1.27,A
0.82,5.74,0.84,2.03,1.33,3,1.12,1.69,0.84,2,0.33,3,0.88,1.56,1.58,1.03,0.67,0.67,1.19,1.25,A
2.39,0.7,1.71,0.90,1.33,0.33,1.88,0.75,1.35,0.94,1,1,1.69,0.75,0.71,1.39,0.67,2,0.62,1.44,H
0.77,1.72,0.94,1.26,1,3,1,1.31,0.77,1.23,0.33,2.33,0.81,1.19,1.42,1.35,1.67,1,1.38,1.31,A
1.47,2.95,1.48,1.19,2,3,1.75,0.94,1.19,1.26,1.33,2,1.38,1,1.26,1.35,0.67,0.33,1.06,1.5,D
4.63,0.72,1.74,0.91,1.33,0.33,1.88,0.88,1.61,0.72,1.33,1.33,1.81,0.56,1.45,1.41,2,2.33,1.38,1.44,A
1.05,2.11,1.06,0.73,1,1.33,1.31,0.5,0.9,0.97,0.67,1.67,1.19,0.88,1.39,1.63,2.33,1.67,1.44,1.94,A
2.37,1.52,1.35,1.35,1,0,1.69,1.19,1.32,1.13,0.67,0.67,1.38,0.94,1.26,1.26,1.67,1.67,0.94,1.25,D
0.72,0.5,0.90,0.81,1,1,0.93,0.4,0.65,1.13,1.67,2,0.73,0.93,1.35,1.77,1.33,2,1.27,2.2,D
1.72,6.4,1.2,2.03,2,2,1.07,1.87,1.2,2.07,1.67,1.67,1.21,2.07,1.37,0.93,1,0.33,1.43,1.07,H
0.82,4.63,0.83,1.77,1,2,1.13,1.64,0.87,1.67,0.33,2,0.93,1.5,1.63,1.5,1.33,2.33,1.27,1.64,D
0.77,1.4,0.87,1.17,0.33,0,0.87,0.87,0.77,1.1,0.33,0.33,0.8,0.87,1.47,1.6,2,2,1.47,1.87,H
5.74,4.57,2,1.8,3,2,2.36,1.79,1.93,1.47,2.33,1.33,2.36,1.36,1.03,1.07,0.67,0.67,0.79,1.14,H
5.97,1.52,2.31,1.4,2.33,1,2.57,1.27,2.1,1.13,1.67,1,2,0.93,0.86,1.23,1,1,0.43,1.2,H
2.95,2.39,1.13,1.77,2,2.33,1.36,1.64,1.27,1.4,1.67,1.33,1.57,1.07,1.4,0.7,1,0.33,1.29,0.79,H
2.11,2.37,0.66,1.4,0.33,1,0.85,1.07,0.93,1.33,1,0.33,1,1.29,1.66,1.23,2,1.33,1.31,1.57,H
5.58,0.72,1.97,0.93,3,2,2.47,0.93,1.73,0.63,2,2,2.2,0.53,0.9,1.3,0.33,0.67,0.67,1.33,H
1.47,0.7,1.43,0.93,1,0.67,1.67,0.8,1.13,0.93,1,1,1.27,0.73,1.27,1.33,1.33,1.33,1.07,1.33,H
1.05,0.5,1.1,0.73,1,0,1.4,0.21,0.9,1.03,0.67,1,1.2,0.71,1.3,1.8,1.67,2.33,1.27,2.29,A
0.7,5.97,0.97,2.29,0.67,1.67,1.14,2,0.9,2.07,0.33,1,1.07,2.14,1.28,0.82,0.67,0.67,1.21,1.21,A
4.57,5.58,1.86,1.93,3,3,1.93,1.36,1.48,1.72,1.67,2,1.6,1.21,1.03,0.9,0.33,0,0.93,1.14,A
0.5,2.95,0.76,1.07,0,1,1.27,0.8,1.03,1.24,1,1,1.33,0.93,1.79,1.41,2.33,1.33,1.33,1.53,A
0.72,1.47,0.97,1.38,2,1,1,1.07,0.66,1.14,2,1,0.79,1,1.31,1.31,0.67,1.33,1.29,1.57,A
6.4,1.05,2,1.14,1,2,2.14,0.86,2.03,0.93,1,1,2,0.64,0.97,1.24,1,0.67,0.86,1.21,H
1.4,5.74,1.21,1.97,1,3,1.57,1.6,1.1,1.93,0.33,2.33,1.36,1.53,1.59,1.03,1.33,0.33,1.29,1.27,A
2.39,0.82,1.72,0.86,1.33,1,1.8,0.57,1.38,0.9,0.67,0.33,1.67,0.86,0.72,1.62,0.67,1,0.67,2,H
1.52,1.72,1.45,1.14,2,2,1.64,1.2,1.14,1.17,1,2,1.36,1.13,1.21,1.38,0.33,1,1.21,1.33,A
4.63,2.11,1.72,0.68,2,0.67,1.8,0.53,1.59,0.86,1.67,0.67,1.67,0.73,1.45,1.57,2,1.33,1.27,1.8,H
2.37,0.77,1.34,0.90,0,0.33,1.6,0.93,1.34,0.79,0.33,0.33,1.4,0.79,1.28,1.48,2.33,2.33,1,1.5,H
1.47,4.57,1.43,1.82,2,3,1.79,1.69,1.18,1.5,1.67,2,1.36,1.38,1.32,1.07,1.33,0.33,1.07,1.23,A
5.97,2.39,2.33,1.75,2.33,1,2.69,1.69,2.11,1.39,1,0.33,2.08,1.08,0.81,0.71,0.33,1,0.38,0.77,D
2.95,1.4,1,1.25,0.33,1,1.23,0.93,1.18,1.14,0.67,0.33,1.46,0.93,1.46,1.54,2,2,1.38,1.79,H
5.58,4.63,1.89,1.79,2,2.33,2.43,1.77,1.68,1.64,1.33,2.33,2.14,1.62,0.93,1.39,0.67,1.67,0.71,1.54,H
5.74,2.37,1.93,1.39,3,0.33,2.31,1.15,1.89,1.39,2,1,2.31,1.38,1.07,1.21,0.67,2,0.85,1.46,H
0.82,6.4,0.79,2.07,0.33,2,1,2,0.89,2.11,0.33,2.67,0.93,2.21,1.68,0.96,1.33,0.67,1.36,1.07,H
1.72,0.5,1.07,0.79,1,0,0.92,0.23,1.11,1.04,1.33,1,1.08,0.69,1.39,1.75,1.33,2,1.46,2.23,H
2.11,0.7,0.67,0.96,0.33,1.33,0.83,0.79,0.89,0.93,1,1,1.08,0.79,1.63,1.32,2,1,1.42,1.43,D
0.77,0.72,0.93,0.89,0.67,1,0.93,0.79,0.82,0.54,0.33,1,0.86,0.29,1.39,1.36,1,1.33,1.29,1.43,A
1.05,1.52,1.07,1.5,1.33,3,1.29,1.36,0.93,1.18,0.67,1.67,1.21,1,1.29,1.21,0.67,0.33,1.36,1.21,H
0.5,4.63,0.81,1.74,1,1.33,1.36,1.67,1.04,1.63,1.33,2.33,1.36,1.58,1.74,1.41,1.33,2.33,1.29,1.58,A
4.57,0.82,1.78,0.81,3,0.33,1.86,0.62,1.48,0.93,2.33,0.67,1.57,0.92,1.11,1.67,1,1.67,1,2,H
6.4,2.11,2.04,0.69,2,0.33,2.08,0.57,2.11,0.92,3.33,1,2,0.79,1,1.62,1,1.67,0.92,1.79,H
1.4,5.58,1.30,1.85,1.33,2,1.69,1.23,1.19,1.7,0.67,2,1.46,1.23,1.56,0.96,2,1,1.31,1.23,A
0.5,5.74,0.85,1.89,1,3,1.46,1.5,1.04,1.89,1,2,1.38,1.5,1.73,1.07,1,0.67,1.23,1.29,A
1.52,2.95,1.44,1.04,2,0.33,1.54,0.86,1.15,1.22,1.33,0.67,1.31,1,1.26,1.44,1.67,1.67,1.31,1.5,H
4.63,1.47,1.69,1.48,1.33,2,1.71,1.15,1.58,1.15,2,1,1.57,0.92,1.38,1.26,2,1,1.21,1.46,H
2.37,5.97,1.44,2.31,0.67,2.33,1.71,1.92,1.44,2.15,1,1.33,1.5,2.23,1.22,0.85,1.67,0.67,1,1.31,A
0.72,1.05,0.81,1.11,0,2.33,0.85,0.92,0.48,0.93,0.33,1,0.69,0.62,1.37,1.26,1.67,0,1.31,1.15,H
0.7,0.77,0.96,0.93,2,0.33,1.15,0.92,0.93,0.81,1.33,0,1.08,0.77,1.33,1.41,0.67,1.33,1.23,1.54,D
2.39,1.72,1.70,1.11,0.33,1.33,1.71,1.29,1.41,1.15,0,1.67,1.71,1.21,0.74,1.41,1,1.33,0.71,1.36,H
5.74,2.95,1.85,1.08,2,0.67,2.25,0.92,1.88,1.27,1.67,0.67,2.33,1.08,1.12,1.42,1.33,1,0.92,1.46,H
4.57,6.4,1.73,2.12,2.33,2.33,1.77,2.15,1.46,2.15,1.67,3.33,1.54,2.31,1.12,0.96,0.67,0.67,1,1,H
0.82,1.47,0.85,1.42,0.67,1.33,1.08,1,0.96,1.15,1.33,1,1,0.92,1.69,1.31,2,1.33,1.38,1.58,A
5.58,0.77,1.81,0.96,1.33,0.67,2.38,1,1.69,0.85,1.67,0.33,2.15,0.83,1,1.38,1.33,1,0.77,1.5,H
1.4,0.72,1.23,0.85,0.67,0,1.58,0.85,1.19,0.5,0.67,0.67,1.5,0.31,1.62,1.38,2.33,2,1.42,1.46,H
1.52,0.7,1.38,1,1.33,2.33,1.42,0.85,1.15,0.96,1.33,1.67,1.33,0.85,1.31,1.35,2,0.67,1.42,1.46,H
1.05,2.39,1.04,1.77,1.67,1.33,1.15,1.83,0.92,1.46,1.33,0.33,1.23,1.17,1.31,0.73,0.67,0.67,1.46,0.75,H
2.37,1.72,1.5,1.04,1,1.33,1.85,1.15,1.46,1.08,1,1,1.54,1.08,1.15,1.42,1,1,0.85,1.38,A
2.95,2.11,1.08,0.68,1.33,0,1.25,0.54,1.24,0.88,0.33,0.67,1.42,0.69,1.4,1.6,0.33,2,1.33,1.77,D
2.39,4.57,1.84,1.68,1.33,2.33,1.85,1.58,1.52,1.44,0.33,1.67,1.85,1.33,0.68,1.16,0.33,0.67,0.62,1.33,A
4.63,2.37,1.72,1.52,2,0.67,1.77,1.17,1.56,1.44,2.33,0.33,1.54,1.33,1.36,1.12,1.33,1,1.15,1.42,D
0.72,1.52,0.88,1.32,0,1.33,0.92,1.23,0.48,1.12,0.33,1.67,0.67,0.92,1.36,1.32,3,2,1.25,1.23,A
5.97,0.82,2.36,0.84,2.33,0.33,2.83,0.58,2.2,0.96,1.33,1,2.17,0.92,0.84,1.72,0.67,2.33,0.33,2.08,D
1.72,5.74,1.08,1.8,1.33,2,1,1.38,1.08,1.88,0.67,2.67,1.08,1.46,1.4,1.12,0.67,1,1.42,1.31,A
0.7,0.5,0.92,0.88,1.33,1,1,0.25,0.92,1.04,1,1,1,0.67,1.36,1.72,1.33,1.33,1.25,2.25,H
6.4,1.4,2.08,1.28,1.67,1.67,2,1,2.04,1.24,2,1.67,1.75,1,1,1.48,1,0.67,1,1.54,H
0.77,1.05,0.96,1.04,1.33,1.33,0.92,0.92,0.88,0.96,1,1.33,0.92,0.67,1.44,1.36,1,1.67,1.38,1.25,D
1.47,5.58,1.36,1.88,1.33,2.33,1.69,1.33,1.12,1.72,0.67,2.33,1.31,1.25,1.32,0.96,1,1,1.08,1.17,H
5.97,2.95,2.33,1.12,2.33,1.67,2.82,1,2.25,1.29,2.67,0.33,2.27,1.17,0.88,1.42,0.67,0,0.36,1.5,H
1.72,1.4,1.08,1.29,2,1.33,1,1,1.08,1.25,1.33,1.67,1.09,1,1.42,1.5,1,1,1.45,1.58,D
5.58,0.82,1.83,0.88,2.33,0.33,2.33,0.64,1.67,0.96,2,1.33,2.08,0.91,0.96,1.67,0.67,2.33,0.75,2,H
2.39,2.37,1.88,1.54,2,1.33,1.92,1.18,1.58,1.5,1,1.33,2,1.45,0.71,1.17,0.67,1,0.67,1.55,D
1.52,6.4,1.38,2.04,2.33,0.67,1.55,2.08,1.12,1.96,1.67,0.67,1.36,2.17,1.21,1,0.67,1.33,1.18,1,A
1.05,1.47,0.96,1.42,0.67,1.33,1,1.09,0.92,1.17,0.67,0.67,1.17,1,1.42,1.29,1.67,2,1.58,1.55,H
5.74,2.11,1.75,0.71,2,0,2.18,0.58,1.88,0.88,2.67,0.33,2.36,0.67,1.12,1.58,0.67,1.67,0.91,1.75,H
0.7,0.72,0.83,0.92,0.33,0,0.82,0.92,0.88,0.5,0.33,0.33,0.91,0.33,1.42,1.33,2.33,3,1.36,1.42,H
4.57,4.63,1.62,1.79,2.33,3,1.67,1.82,1.38,1.54,1.33,2.33,1.42,1.55,1.12,1.29,0,0.67,0.92,1.45,H
0.77,0.5,1,0.79,1.33,0,1,0,0.92,1,1.33,0.33,1,0.55,1.42,1.79,1,2,1.33,2.45,A
0.82,1.05,0.87,0.96,1,1.33,1.08,0.91,0.91,0.87,1.33,0.33,0.92,0.55,1.65,1.39,2,1,1.33,1.18,D
1.4,1.52,1.30,1.39,1,2,1.64,1.25,1.26,1.13,1.33,1.33,1.55,0.92,1.52,1.22,1.33,1.33,1.45,1.25,D
2.37,5.58,1.57,1.87,1.33,2,1.92,1.36,1.52,1.7,1.33,1.67,1.58,1.27,1.17,0.96,1,0.67,0.83,1.18,D
0.72,5.97,0.96,2.30,0,2.33,1,1.83,0.48,2.26,0,2.67,0.64,2.25,1.3,0.87,2.67,0.33,1.18,1.33,A
2.95,4.57,1.13,1.65,1.67,3,1.27,1.64,1.35,1.43,0.67,1.67,1.55,1.45,1.48,1.17,0.33,0,1.45,1.45,D
2.11,1.72,0.74,1,1,2,0.91,1,0.91,1.09,0.67,1.67,1.18,1.08,1.61,1.48,1.33,1.33,1.45,1.5,A
6.4,0.7,2.09,0.83,0.67,0,2.09,0.83,2,0.87,0.67,0,1.82,0.83,1,1.43,1.33,2.33,1,1.5,D
0.5,2.39,0.83,1.83,0,2,1.58,1.73,1.04,1.61,0.67,1,1.5,1.18,1.83,0.74,2.33,0.67,1.25,0.82,A
1.47,0.77,1.43,1,1.33,1,1.75,1,1.17,0.91,0.67,1,1.33,0.82,1.3,1.43,2,1,1.08,1.55,D
4.63,5.74,1.74,1.83,2,3,1.67,1.5,1.52,1.91,2,3.33,1.5,1.5,1.3,1.09,1,0,1.17,1.25,H
5.74,0.72,1.77,1,2,0.33,2.1,1,1.77,0.5,1.67,0,2.1,0.36,1.14,1.14,0.67,1,1,1.09,H
2.39,1.47,1.91,1.36,3,0.67,2.09,0.9,1.68,1.18,1.67,0.67,2.18,1,0.73,1.36,0.33,2.33,0.64,1.7,A
5.97,6.4,2.36,2.14,2,1.33,3,2.18,2.32,2.05,3.33,1.33,2.4,2.27,0.86,1,1.67,1.67,0.3,1,D
1.72,2.95,1.05,1.05,2.33,0.67,1.1,0.82,1.14,1.36,1.67,0.33,1.2,1.18,1.5,1.55,1,1,1.5,1.64,A
0.7,1.4,0.86,1.23,1,0.33,0.9,0.82,0.91,1.18,0.67,1.33,1,0.82,1.36,1.59,1.33,2.33,1.2,1.73,A
4.57,2.37,1.59,1.64,2.33,1.67,1.55,1.3,1.41,1.59,1.67,1.67,1.36,1.6,1.23,1.14,0.67,0.67,1,1.5,H
