HomeValue,AwayValue,HomePtsSeas,AwayPtsSeas,HomePtsLast,AwayPtsLast,HomePtsHome,AwayPtsAway,HomeGoalsSeas,AwayGoalsSeas,HomeGoalsLast,AwayGoalsLast,HomeGoalsHome,AwayGoalsAway,HomeGoalsExpected,AwayGoalsExpected,HomeGoalsConcSeas,AwayGoalsConcSeas,HomeGoalsConcLast,AwayGoalsConcLast,HomeGoalsConcHome,AwayGoalsConcAway,HomeGoalsExpectedConc,AwayGoalsExpectedConc,HomeGoalsExpectedVsTeam,AwayGoalsExpectedVsTeam,HomeTotalShots,AwayTotalShots,HomeShotsTarget,AwayShotsTarget,HomeTotalShotsAgst,AwayTotalShotsAgst,HomeShotsTargetAgst,AwayShotsTargetAgst,HomeTotalShotsVsTeam,AwayTotalShotsVsTeam,HomeShotsTargetVsTeam,AwayShotsTargetVsTeam,HomePossession,AwayPossession,HomeExpectedWin,AwayExpectedWin,HomeTrend,AwayTrend,HomeWeightedPoints,AwayWeightedPoints,ChanceCreationHome,ChanceCreationAway,ShotsAccuracyHome,ShotsAccuracyAway,ScoringRateHome,ScoringRateAway,KeeperStrengthHome,KeeperStrengthAway,Round,HomeTeamOdds,DrawOdds,AwayTeamOdds,IsHomeFavorite,CompetitionID,Winner,Over2.5,
0.0299,0.105,0.12,0.17,0.2,0.13,0.13,0.14,0.12,0.17,0.2,0.13,0.13,0.09,0.15,0.13,0.16,0.11,0.2,0.03,0.15,0.1,0.17,0.08,0.12,0.15,0.08,0.12,0.04,0.06,0.09,0.07,0.04,0.03,0.08,0.1,0.04,0.05,0.52,0.57,0.28,0.33,-0.01,-0.01,0.037,0.0458,0.061,0.049,0.023,0.021,0.03,0.032,0.026,0.031,0.305,3.8,3.5,2.0,0,2,A,1
0.0299,0.0235,0.1,0.13,0.1,0.2,0.13,0.13,0.13,0.07,0.13,0.1,0.1,0.13,0.12,0.1,0.16,0.09,0.17,0.07,0.07,0.17,0.13,0.11,0.11,0.12,0.08,0.08,0.04,0.04,0.09,0.1,0.04,0.05,0.09,0.09,0.04,0.04,0.52,0.45,0.28,0.37,-0.01,-0.01,0.0224,0.0289,0.061,0.054,0.023,0.023,0.029,0.053,0.026,0.053,0.07,2.2,3.3,3.6,1,2,D,0
0.0299,0.0646,0.12,0.19,0.23,0.07,0.12,0.18,0.12,0.15,0.2,0,0.13,0.18,0.15,0.11,0.16,0.09,0.07,0.03,0.14,0.12,0.12,0.08,0.12,0.12,0.08,0.11,0.04,0.06,0.09,0.09,0.04,0.04,0.09,0.1,0.04,0.05,0.52,0.59,0.28,0.45,0.01,0,0.039,0.073,0.061,0.053,0.023,0.02,0.031,0.037,0.025,0.044,0.24,4.3,3.6,1.9,0,2,A,0
0.0299,0.0077,0.08,0.04,0.13,0.07,0.05,0.05,0.12,0.12,0.2,0.1,0.05,0.2,0.12,0.14,0.18,0.22,0.23,0.13,0.1,0.3,0.17,0.22,0.17,0.16,0.08,0.08,0.04,0.04,0.09,0.11,0.04,0.06,0.1,0.09,0.05,0.04,0.52,0.41,0.28,0.45,-0.01,-0.01,0.0267,0.0084,0.061,0.048,0.023,0.023,0.031,0.031,0.023,0.027,0.05,1.6,4.4,5.8,1,2,H,0
0.0299,0.0901,0.12,0.13,0.1,0.1,0.11,0.14,0.12,0.15,0.1,0.13,0.12,0.12,0.12,0.14,0.17,0.14,0.23,0.13,0.17,0.11,0.19,0.13,0.12,0.16,0.08,0.1,0.04,0.05,0.09,0.09,0.04,0.05,0.09,0.09,0.04,0.04,0.52,0.57,0.28,0.33,-0.01,-0.02,0.0361,0.0388,0.061,0.058,0.023,0.021,0.031,0.031,0.025,0.035,0.335,3.4,3.6,2.2,0,2,A,1
0.0299,0.0152,0.11,0.13,0.13,0,0.11,0.12,0.12,0.1,0.1,0,0.12,0.08,0.11,0.06,0.16,0.12,0.13,0.3,0.15,0.14,0.15,0.19,0.15,0.1,0.08,0.09,0.04,0.03,0.09,0.1,0.04,0.05,0.09,0.09,0.04,0.04,0.52,0.5,0.28,0.36,-0.01,-0.03,0.0374,0.061,0.061,0.058,0.023,0.025,0.032,0.035,0.025,0.038,0.25,1.9,3.5,4.1,1,2,A,1
0.0299,0.0209,0.11,0.15,0.03,0.2,0.1,0.13,0.11,0.13,0.03,0.1,0.12,0.08,0.09,0.11,0.16,0.1,0.17,0.07,0.16,0.08,0.16,0.08,0.08,0.13,0.08,0.1,0.04,0.04,0.09,0.09,0.04,0.04,0.09,0.1,0.04,0.04,0.52,0.5,0.28,0.57,0,-0.01,0.0355,0.0524,0.061,0.047,0.023,0.024,0.034,0.034,0.025,0.039,0.27,2.8,3.2,2.7,0,2,H,0
0.0299,0.109,0.12,0.16,0.1,0.13,0.12,0.15,0.12,0.16,0.07,0.23,0.12,0.16,0.1,0.19,0.17,0.14,0.27,0.17,0.17,0.14,0.2,0.15,0.13,0.19,0.08,0.11,0.04,0.05,0.09,0.08,0.04,0.04,0.08,0.1,0.04,0.05,0.52,0.57,0.28,0.31,0.01,0.01,0.0372,0.0619,0.061,0.051,0.023,0.021,0.031,0.033,0.025,0.026,0.32,2.7,3.4,2.8,1,2,A,1
0.0299,0.0266,0.07,0.06,0,0.13,0.1,0.02,0.11,0.11,0.07,0.2,0.1,0.02,0.09,0.11,0.22,0.2,0.4,0.17,0.16,0.26,0.26,0.21,0.15,0.18,0.08,0.08,0.04,0.04,0.09,0.1,0.04,0.05,0.09,0.08,0.04,0.04,0.52,0.47,0.28,0.45,-0.03,0,0.0164,0.0209,0.061,0.059,0.023,0.02,0.034,0.037,0.019,0.024,0.11,2.2,3.5,3.3,1,2,A,0
0.0299,0.0147,0.12,0.11,0.23,0.2,0.11,0.09,0.12,0.1,0.17,0.13,0.12,0.1,0.14,0.11,0.16,0.13,0.03,0.1,0.15,0.14,0.11,0.12,0.13,0.11,0.08,0.08,0.04,0.04,0.09,0.1,0.04,0.04,0.09,0.09,0.04,0.04,0.52,0.52,0.28,0.45,0.02,0.02,0.038,0.0412,0.061,0.063,0.023,0.023,0.031,0.038,0.027,0.035,0.29,2.0,3.4,4.1,1,2,H,1
