HomeValue,HomeNormValue,AwayValue,AwayNormValue,HomePtsSeas,AwayPtsSeas,HomePtsLast,AwayPtsLast,HomePtsHome,AwayPtsAway,HomeGoalsSeas,AwayGoalsSeas,HomeGoalsLast,AwayGoalsLast,HomeGoalsHome,AwayGoalsAway,HomeGoalsExpected,AwayGoalsExpected,HomeGoalsConcSeas,AwayGoalsConcSeas,HomeGoalsConcLast,AwayGoalsConcLast,HomeGoalsConcHome,AwayGoalsConcAway,HomeGoalsExpectedConc,AwayGoalsExpectedConc,HomeGoalsExpectedVsTeam,AwayGoalsExpectedVsTeam,HomeTotalShots,AwayTotalShots,HomeShotsTarget,AwayShotsTarget,HomeTotalShotsAgst,AwayTotalShotsAgst,HomeShotsTargetAgst,AwayShotsTargetAgst,HomeTotalShotsVsTeam,AwayTotalShotsVsTeam,HomeShotsTargetVsTeam,AwayShotsTargetVsTeam,HomePossession,AwayPossession,HomeExpectedWin,AwayExpectedWin,HomeTrend,AwayTrend,HomeWeightedPoints,AwayWeightedPoints,ChanceCreationHome,ChanceCreationAway,ShotsAccuracyHome,ShotsAccuracyAway,ScoringRateHome,ScoringRateAway,KeeperStrengthHome,KeeperStrengthAway,Round,HomeTeamOdds,DrawOdds,AwayTeamOdds,isHomeFavorite,isAwayFavorite,HomeWon,AwayWon,Favorite,Winner,FavoriteWins,Over2.5
0.0435,4.35,0.0176,1.76,0.12,0.12,0.07,0.3,0.18,0.1,0.12,0.11,0.07,0.17,0.15,0.11,0.11,0.13,0.16,0.13,0.13,0.07,0.12,0.16,0.14,0.12,0.12,0.13,0.09,0.12,0.03,0.04,0.14,0.13,0.05,0.04,0.11,0.13,0.04,0.04,0.46,0.42,0.37,0.35,0,0.04,0.0295,0.0359,0.048,0.035,0.029,0.03,0.028,0.037,0.09,0.099,0.335,2.17,3.28,3.61,1,0,1,0,H,H,1,0
0.0286,2.86,0.0176,1.76,0.15,0.05,0.1,0.03,0,0.05,0.22,0.05,0.23,0,0.2,0,0.22,0.02,0.15,0.12,0.2,0.1,0.3,0.1,0.22,0.11,0.16,0.12,0.11,0.08,0.05,0.04,0.1,0.1,0.04,0.05,0.11,0.09,0.05,0.04,0.48,0.47,0.27,0.45,0.01,-0.01,0.1094,0.028,0.044,0.059,0.022,0.02,0.022,0.081,0.065,0.083,0.04,2.09,3.45,3.62,1,0,1,0,H,H,1,0
0.0215,2.15,0.0165,1.65,0.13,0.13,0.03,0.13,0.11,0.12,0.1,0.11,0.1,0.07,0.11,0.12,0.1,0.1,0.12,0.11,0.2,0.07,0.13,0.13,0.15,0.1,0.1,0.12,0.09,0.08,0.04,0.04,0.1,0.1,0.05,0.05,0.1,0.09,0.04,0.04,0.46,0.45,0.27,0.36,0,-0.01,0.0402,0.0354,0.049,0.054,0.023,0.023,0.04,0.035,0.086,0.095,0.25,2.19,3.23,3.62,1,0,0,1,H,A,0,1
0.0105,1.05,0.0435,4.35,0.07,0.14,0.03,0.23,0.09,0.08,0.07,0.13,0.07,0.13,0.1,0.08,0.08,0.11,0.14,0.16,0.17,0.03,0.16,0.19,0.16,0.13,0.1,0.13,0.1,0.09,0.03,0.03,0.14,0.14,0.04,0.05,0.12,0.12,0.04,0.04,0.4,0.46,0.44,0.37,-0.02,0,0.02,0.0341,0.041,0.048,0.033,0.029,0.041,0.026,0.096,0.09,0.19,2.27,3.08,3.62,1,0,0,0,H,D,0,0
0.0082,0.82,0.005,0.5,0.08,0.1,0.07,0.07,0.1,0,0.08,0.11,0.17,0.07,0.07,0.04,0.11,0.07,0.16,0.18,0.2,0.1,0.12,0.24,0.16,0.17,0.14,0.12,0.12,0.14,0.03,0.04,0.16,0.16,0.05,0.06,0.14,0.15,0.05,0.04,0.43,0.45,0.45,0.27,0,0,0.0219,0.0176,0.037,0.032,0.035,0.035,0.039,0.036,0.098,0.093,0.2,2.1,3.38,3.63,1,0,1,0,H,H,1,1
0.0874,8.74,0.1006,10.06,0.24,0.21,0.2,0.13,0.3,0.22,0.23,0.2,0.33,0.13,0.24,0.23,0.27,0.19,0.09,0.1,0.17,0.17,0.03,0.1,0.09,0.12,0.2,0.14,0.15,0.18,0.06,0.06,0.11,0.1,0.03,0.03,0.12,0.14,0.04,0.04,0.55,0.6,0.36,0.54,0.02,-0.01,0.0722,0.0713,0.037,0.034,0.026,0.03,0.024,0.029,0.126,0.1,0.22,2.12,3.35,3.64,1,0,0,0,H,D,0,0
0.0176,1.76,0.0152,1.52,0.15,0.12,0.2,0.17,0.15,0.05,0.1,0.1,0.13,0.13,0.15,0.05,0.13,0.09,0.08,0.1,0.03,0.1,0.1,0.1,0.07,0.1,0.11,0.08,0.12,0.1,0.04,0.03,0.13,0.15,0.04,0.06,0.14,0.11,0.05,0.04,0.42,0.41,0.35,0.36,0.02,0,0.0325,0.0659,0.035,0.041,0.03,0.029,0.039,0.035,0.168,0.152,0.04,2.14,3.35,3.64,1,0,1,0,H,H,1,1
0.0333,3.33,0.0286,2.86,0.09,0.12,0.03,0.3,0.17,0.09,0.13,0.13,0.07,0.2,0.17,0.16,0.12,0.16,0.17,0.18,0.17,0.03,0.11,0.2,0.15,0.14,0.13,0.16,0.11,0.13,0.04,0.04,0.15,0.13,0.05,0.05,0.12,0.14,0.04,0.04,0.42,0.47,0.36,0.37,-0.01,0.03,0.0347,0.0237,0.037,0.036,0.03,0.036,0.03,0.028,0.085,0.074,0.18,2.11,3.43,3.65,1,0,1,0,H,H,1,0
0.1006,10.06,0.0834,8.34,0.19,0.19,0.13,0.3,0.22,0.19,0.19,0.18,0.13,0.23,0.26,0.18,0.19,0.2,0.1,0.08,0.17,0.03,0.12,0.08,0.13,0.06,0.13,0.16,0.12,0.13,0.06,0.07,0.07,0.07,0.03,0.03,0.1,0.1,0.04,0.05,0.57,0.57,0.34,0.33,-0.01,0.04,0.0456,0.0497,0.049,0.045,0.021,0.019,0.03,0.037,0.068,0.097,0.25,2.12,3.37,3.65,1,0,0,1,H,A,0,1
0.0152,1.52,0.0176,1.76,0.1,0.06,0.13,0.07,0,0.05,0.08,0.1,0.1,0.17,0,0,0.06,0.09,0.1,0.22,0.1,0.3,0.1,0.2,0.1,0.24,0.15,0.09,0.13,0.12,0.03,0.04,0.12,0.12,0.04,0.04,0.13,0.12,0.04,0.04,0.5,0.48,0.45,0.36,0,0,0.0628,0.0071,0.038,0.039,0.038,0.032,0.043,0.039,0.121,0.054,0.05,2.14,3.27,3.65,1,0,1,0,H,H,1,0
0.0165,1.65,0.0152,1.52,0.13,0.14,0.03,0.13,0.13,0.13,0.1,0.11,0,0.1,0.09,0.1,0.06,0.1,0.1,0.12,0.07,0.1,0.08,0.13,0.08,0.12,0.09,0.09,0.08,0.09,0.04,0.03,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.45,0.5,0.36,0.36,-0.02,-0.01,0.0333,0.0533,0.054,0.058,0.023,0.025,0.037,0.031,0.1,0.085,0.295,2.23,3.22,3.65,1,0,0,1,H,A,0,1
0.0082,0.82,0.0147,1.47,0.17,0.07,0.2,0,0.16,0.1,0.09,0.06,0.07,0.07,0.06,0.06,0.07,0.06,0.08,0.12,0.1,0.17,0.04,0.06,0.07,0.12,0.09,0.07,0.1,0.09,0.03,0.03,0.15,0.14,0.04,0.05,0.12,0.12,0.04,0.04,0.44,0.45,0.33,0.26,0.02,-0.03,0.0724,0.0173,0.044,0.051,0.029,0.031,0.038,0.045,0.183,0.12,0.11,2.3,3,3.66,1,0,1,0,H,H,1,0
0.0559,5.59,0.0855,8.55,0.16,0.14,0.2,0.13,0.18,0.06,0.17,0.16,0.2,0.07,0.2,0.12,0.19,0.11,0.12,0.13,0.07,0.07,0.12,0.18,0.1,0.12,0.16,0.11,0.16,0.14,0.06,0.05,0.11,0.1,0.03,0.04,0.13,0.12,0.05,0.04,0.56,0.62,0.38,0.3,-0.01,0.01,0.0365,0.0372,0.035,0.045,0.027,0.028,0.033,0.032,0.092,0.078,0.11,2.05,3.56,3.67,1,0,0,1,H,A,0,1
0.0435,4.35,0.0215,2.15,0.15,0.16,0.17,0.2,0.16,0.2,0.19,0.14,0.27,0.23,0.23,0.13,0.23,0.17,0.14,0.1,0.13,0.1,0.16,0.08,0.14,0.09,0.16,0.15,0.09,0.09,0.05,0.04,0.1,0.1,0.05,0.05,0.1,0.1,0.05,0.05,0.52,0.46,0.35,0.27,0,0.01,0.0477,0.0565,0.057,0.049,0.02,0.023,0.024,0.03,0.077,0.103,0.14,2.1,3.41,3.67,1,0,0,0,H,D,0,0
0.0874,8.74,0.0855,8.55,0.2,0.18,0.2,0.17,0.22,0.18,0.19,0.16,0.17,0.17,0.22,0.12,0.19,0.15,0.11,0.1,0.1,0.07,0.08,0.1,0.1,0.09,0.14,0.12,0.15,0.16,0.05,0.06,0.08,0.09,0.03,0.03,0.12,0.12,0.04,0.04,0.55,0.56,0.54,0.37,0.02,0,0.0369,0.0444,0.036,0.036,0.028,0.028,0.029,0.034,0.076,0.094,0.08,2.19,3.24,3.67,1,0,1,0,H,H,1,1
0.007,0.7,0.0072,0.72,0.08,0.09,0.03,0,0.08,0.09,0.09,0.05,0.03,0.03,0.09,0.03,0.07,0.04,0.14,0.13,0.23,0.3,0.14,0.14,0.17,0.19,0.13,0.1,0.11,0.11,0.03,0.03,0.13,0.13,0.04,0.05,0.12,0.12,0.04,0.04,0.44,0.49,0.36,0.38,0,-0.04,0.0248,0.029,0.039,0.045,0.033,0.033,0.038,0.066,0.093,0.096,0.24,2.21,3.12,3.67,1,0,1,0,H,H,1,0
0.0286,2.86,0.0082,0.82,0.1,0.14,0.1,0.13,0.15,0.13,0.12,0.08,0.13,0.1,0.12,0.09,0.13,0.09,0.19,0.09,0.27,0.1,0.13,0.1,0.19,0.1,0.11,0.14,0.1,0.1,0.04,0.03,0.15,0.15,0.05,0.04,0.12,0.12,0.04,0.04,0.45,0.44,0.45,0.33,-0.02,0.01,0.0252,0.0468,0.046,0.044,0.028,0.029,0.028,0.042,0.08,0.167,0.29,2.2,3.15,3.68,1,0,0,1,H,A,0,1
0.0559,5.59,0.0855,8.55,0.19,0.23,0.2,0.3,0.13,0.2,0.14,0.17,0.23,0.3,0.07,0.17,0.15,0.21,0.1,0.07,0.13,0.1,0.07,0.13,0.1,0.1,0.12,0.16,0.11,0.08,0.06,0.04,0.09,0.08,0.04,0.03,0.1,0.08,0.04,0.04,0.59,0.58,0.45,0.37,0.01,0.03,0.0504,0.0946,0.053,0.075,0.02,0.02,0.039,0.022,0.086,0.116,0.07,2,3.71,3.69,1,0,1,0,H,H,1,1
0.0899,8.99,0.0834,8.34,0.2,0.19,0.2,0.23,0.22,0.17,0.23,0.2,0.23,0.23,0.21,0.18,0.22,0.2,0.12,0.09,0.13,0.03,0.06,0.11,0.1,0.08,0.15,0.15,0.17,0.16,0.06,0.06,0.07,0.09,0.03,0.03,0.13,0.12,0.05,0.04,0.61,0.62,0.36,0.38,0.01,0.01,0.0575,0.0549,0.036,0.038,0.027,0.029,0.027,0.029,0.064,0.106,0.25,2,3.72,3.69,1,0,0,0,H,D,0,1
0.0164,1.64,0.0061,0.61,0,0.1,0,0.13,0,0.05,0.02,0.08,0.03,0.1,0.05,0,0.04,0.06,0.2,0.12,0.23,0.1,0.2,0.1,0.21,0.11,0.07,0.13,0.12,0.1,0.04,0.03,0.14,0.14,0.05,0.05,0.13,0.12,0.04,0.04,0.48,0.44,0.38,0.38,-0.04,0.01,0,0.012,0.039,0.044,0.029,0.032,0.166,0.041,0.072,0.114,0.04,2.11,3.38,3.69,1,0,1,0,H,H,1,1
0.0152,1.52,0.0215,2.15,0.12,0.08,0.07,0.1,0.14,0.1,0.12,0.13,0.07,0.07,0.12,0.16,0.1,0.12,0.15,0.19,0.1,0.17,0.12,0.21,0.12,0.19,0.15,0.12,0.11,0.12,0.04,0.04,0.14,0.14,0.05,0.05,0.12,0.13,0.04,0.04,0.46,0.45,0.36,0.27,-0.01,-0.01,0.0232,0.0128,0.041,0.039,0.031,0.032,0.03,0.027,0.094,0.072,0.24,2.18,3.26,3.69,1,0,1,0,H,H,1,0
0.0105,1.05,0.0176,1.76,0.11,0.09,0.03,0.13,0.09,0.09,0.09,0.11,0.1,0.1,0.12,0.06,0.11,0.09,0.13,0.18,0.17,0.1,0.18,0.24,0.16,0.17,0.14,0.12,0.08,0.08,0.03,0.04,0.1,0.1,0.04,0.05,0.09,0.09,0.04,0.04,0.4,0.47,0.34,0.45,-0.02,-0.01,0.029,0.045,0.053,0.059,0.026,0.02,0.031,0.038,0.074,0.057,0.18,2.15,3.25,3.7,1,0,1,0,H,H,1,0
0.0105,1.05,0.0165,1.65,0.13,0.18,0.03,0.2,0.17,0.3,0.07,0.15,0.03,0.13,0.07,0.2,0.06,0.16,0.1,0.17,0.17,0.23,0.03,0.03,0.1,0.14,0.1,0.13,0.1,0.12,0.03,0.04,0.14,0.11,0.04,0.04,0.1,0.13,0.04,0.04,0.4,0.5,0.44,0.27,-0.01,0.01,0.0196,0.0448,0.041,0.043,0.033,0.032,0.045,0.024,0.136,0.065,0.06,2.16,3.27,3.7,1,0,0,0,H,D,0,1
0.0899,8.99,0.0266,2.66,0.14,0.14,0.17,0.23,0.18,0.15,0.09,0.17,0.13,0.27,0.12,0.12,0.12,0.19,0.11,0.13,0.1,0.13,0.15,0.08,0.12,0.11,0.11,0.15,0.11,0.1,0.05,0.04,0.08,0.09,0.04,0.04,0.1,0.09,0.05,0.04,0.57,0.5,0.3,0.54,0,0,0.0339,0.0447,0.051,0.047,0.021,0.024,0.06,0.026,0.069,0.065,0.09,2.08,3.44,3.71,1,0,0,0,H,D,0,0
0.0164,1.64,0.0215,2.15,0.12,0.07,0.07,0,0.16,0.08,0.14,0.14,0.2,0.03,0.19,0.16,0.18,0.11,0.18,0.19,0.27,0.2,0.16,0.23,0.2,0.2,0.19,0.15,0.12,0.12,0.04,0.04,0.15,0.14,0.05,0.05,0.13,0.13,0.04,0.04,0.51,0.45,0.43,0.27,0,-0.04,0.038,0.0118,0.044,0.039,0.028,0.032,0.029,0.027,0.082,0.073,0.22,2.14,3.34,3.71,1,0,0,1,H,A,0,0
0.0176,1.76,0.0077,0.77,0.14,0.1,0.13,0.07,0.2,0.1,0.11,0.09,0.13,0.07,0.14,0.07,0.13,0.08,0.14,0.15,0.2,0.17,0.11,0.17,0.15,0.16,0.15,0.11,0.12,0.11,0.04,0.03,0.12,0.16,0.04,0.05,0.14,0.11,0.04,0.04,0.48,0.46,0.36,0.4,-0.01,0,0.0617,0.0372,0.039,0.043,0.032,0.033,0.034,0.038,0.086,0.107,0.16,2.14,3.22,3.71,1,0,0,1,H,A,0,0
0.0061,0.61,0.0286,2.86,0.1,0.11,0.03,0.17,0.12,0.08,0.07,0.12,0.03,0.2,0.1,0.13,0.07,0.15,0.14,0.17,0.23,0.1,0.15,0.2,0.17,0.16,0.11,0.16,0.1,0.1,0.03,0.04,0.14,0.15,0.05,0.05,0.12,0.12,0.04,0.04,0.44,0.45,0.38,0.45,0,0,0.0182,0.0272,0.044,0.046,0.032,0.028,0.043,0.028,0.105,0.086,0.25,2.27,3.02,3.71,1,0,1,0,H,H,1,1
0.0266,2.66,0.0435,4.35,0.12,0.16,0.03,0.13,0.15,0.12,0.1,0.13,0.03,0.1,0.1,0.12,0.08,0.12,0.1,0.12,0.13,0.2,0.08,0.17,0.11,0.16,0.12,0.11,0.14,0.13,0.05,0.05,0.11,0.12,0.03,0.04,0.13,0.12,0.04,0.04,0.54,0.52,0.37,0.27,0,0,0.0335,0.0361,0.038,0.04,0.031,0.026,0.047,0.038,0.114,0.1,0.12,2.12,3.38,3.72,1,0,1,0,H,H,1,0
0.0899,8.99,0.0333,3.33,0.14,0.22,0.03,0.3,0.15,0.23,0.12,0.22,0.07,0.27,0.12,0.23,0.1,0.24,0.13,0.14,0.23,0.1,0.14,0.12,0.17,0.12,0.11,0.2,0.11,0.1,0.05,0.05,0.08,0.09,0.04,0.04,0.1,0.09,0.05,0.04,0.57,0.42,0.3,0.43,-0.01,0.03,0.0559,0.0595,0.051,0.041,0.021,0.022,0.045,0.022,0.059,0.066,0.17,2,3.7,3.73,1,0,1,0,H,H,1,0
0.1006,10.06,0.0855,8.55,0.19,0.14,0.2,0.17,0.18,0.08,0.21,0.18,0.23,0.17,0.2,0.15,0.21,0.16,0.11,0.14,0.1,0.13,0.1,0.2,0.1,0.16,0.19,0.13,0.18,0.14,0.06,0.05,0.1,0.1,0.03,0.04,0.14,0.12,0.05,0.04,0.6,0.62,0.54,0.3,-0.01,0,0.0843,0.0383,0.034,0.045,0.03,0.028,0.028,0.028,0.09,0.069,0.09,2,3.59,3.73,1,0,1,0,H,H,1,0
0.0874,8.74,0.0855,8.55,0.12,0.17,0.17,0.2,0.13,0.15,0.13,0.13,0.13,0.13,0.17,0.13,0.14,0.13,0.14,0.09,0.1,0.03,0.16,0.13,0.13,0.08,0.11,0.13,0.1,0.08,0.05,0.04,0.09,0.08,0.05,0.03,0.09,0.08,0.04,0.04,0.57,0.58,0.34,0.37,0,0.01,0.0326,0.0634,0.058,0.075,0.021,0.02,0.035,0.03,0.065,0.094,0.24,2.17,3.19,3.73,1,0,0,0,H,D,0,0
0.0105,1.05,0.0164,1.64,0.15,0.1,0.17,0,0.19,0.07,0.14,0.14,0.13,0.1,0.18,0.12,0.15,0.12,0.12,0.2,0.1,0.33,0.12,0.23,0.11,0.25,0.2,0.12,0.1,0.12,0.03,0.04,0.14,0.15,0.04,0.05,0.12,0.13,0.04,0.04,0.37,0.51,0.26,0.43,0,-0.03,0.0279,0.0334,0.035,0.044,0.032,0.028,0.024,0.03,0.11,0.074,0.25,2.15,3.28,3.74,1,0,1,0,H,H,1,1
0.0164,1.64,0.0082,0.82,0.11,0.17,0.23,0.2,0.12,0.18,0.08,0.09,0.17,0.1,0.12,0.12,0.12,0.1,0.11,0.08,0,0.03,0.1,0.12,0.07,0.08,0.1,0.09,0.12,0.1,0.04,0.03,0.14,0.15,0.05,0.04,0.14,0.12,0.04,0.04,0.48,0.44,0.38,0.33,0,-0.01,0.0138,0.0647,0.039,0.044,0.029,0.029,0.049,0.038,0.134,0.195,0.13,2.18,3.18,3.74,1,0,0,1,H,A,0,1
0.0152,1.52,0.0147,1.47,0.15,0.12,0.13,0.2,0.15,0.09,0.11,0.1,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.1,0.11,0.15,0.12,0.13,0.12,0.12,0.09,0.08,0.03,0.04,0.1,0.1,0.05,0.04,0.09,0.09,0.04,0.04,0.5,0.52,0.36,0.45,0.01,0.01,0.0532,0.0345,0.058,0.063,0.025,0.023,0.031,0.037,0.086,0.078,0.31,2.13,3.28,3.75,1,0,0,0,H,D,0,1
0.0147,1.47,0.0061,0.61,0.11,0.09,0.1,0.03,0.12,0.06,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.1,0.13,0.19,0.13,0.17,0.13,0.22,0.13,0.19,0.14,0.12,0.08,0.08,0.04,0.03,0.1,0.1,0.04,0.05,0.09,0.09,0.04,0.04,0.52,0.46,0.45,0.27,0.01,-0.02,0.0368,0.0263,0.063,0.054,0.023,0.024,0.039,0.031,0.077,0.053,0.28,2.12,3.3,3.76,1,0,1,0,H,H,1,0
0.0215,2.15,0.0152,1.52,0.1,0.02,0.13,0,0.05,0.05,0.08,0.05,0.1,0.03,0.05,0.05,0.08,0.04,0.1,0.25,0.1,0.3,0.1,0.1,0.1,0.22,0.15,0.07,0.12,0.11,0.04,0.04,0.14,0.14,0.05,0.05,0.13,0.12,0.04,0.04,0.45,0.46,0.27,0.36,0.01,-0.03,0.0108,0.0022,0.039,0.041,0.032,0.031,0.048,0.072,0.136,0.056,0.04,2.09,3.41,3.78,1,0,1,0,H,H,1,1
0.0286,2.86,0.0105,1.05,0.16,0.13,0.03,0.1,0.13,0.17,0.18,0.09,0.07,0.13,0.18,0.05,0.14,0.09,0.15,0.13,0.23,0.2,0.17,0.07,0.18,0.13,0.14,0.14,0.11,0.08,0.05,0.03,0.1,0.1,0.04,0.04,0.1,0.09,0.05,0.04,0.48,0.4,0.27,0.34,-0.01,0.01,0.0905,0.0246,0.044,0.053,0.022,0.026,0.027,0.031,0.063,0.075,0.13,2.11,3.29,3.78,1,0,0,0,H,D,0,0
0.0215,2.15,0.0082,0.82,0.1,0.16,0.13,0.07,0.12,0.16,0.09,0.09,0.13,0.1,0.13,0.1,0.12,0.1,0.15,0.09,0.13,0.13,0.16,0.1,0.15,0.11,0.11,0.12,0.12,0.1,0.04,0.03,0.12,0.15,0.05,0.04,0.14,0.11,0.04,0.04,0.45,0.44,0.54,0.33,0.01,-0.01,0.0344,0.0492,0.036,0.044,0.032,0.029,0.042,0.04,0.083,0.174,0.22,2.18,3.17,3.78,1,0,1,0,H,H,1,0
0.0176,1.76,0.0082,0.82,0.1,0.14,0.13,0,0.1,0.14,0.09,0.08,0.1,0.03,0.08,0.09,0.09,0.07,0.14,0.09,0.13,0.13,0.12,0.1,0.13,0.11,0.1,0.1,0.12,0.1,0.04,0.03,0.13,0.15,0.04,0.04,0.13,0.11,0.04,0.04,0.42,0.44,0.35,0.33,-0.01,-0.03,0.0216,0.0451,0.035,0.044,0.03,0.029,0.043,0.044,0.089,0.17,0.24,2.2,3.09,3.78,1,0,0,0,H,D,0,0
0.0333,3.33,0.0435,4.35,0.1,0.09,0.17,0.03,0.1,0.05,0.13,0.08,0.1,0.1,0.15,0.05,0.13,0.08,0.16,0.2,0.07,0.23,0.15,0.2,0.12,0.21,0.17,0.1,0.11,0.09,0.04,0.03,0.13,0.14,0.04,0.05,0.13,0.11,0.04,0.04,0.48,0.46,0.27,0.37,0.01,-0.01,0.0105,0.0224,0.042,0.048,0.028,0.029,0.03,0.042,0.082,0.071,0.09,2.06,3.41,3.79,1,0,1,0,H,H,1,0
0.0266,2.66,0.0834,8.34,0.17,0.17,0.1,0.13,0.19,0.17,0.14,0.16,0.1,0.1,0.17,0.15,0.14,0.14,0.07,0.14,0.1,0.07,0.06,0.15,0.08,0.12,0.13,0.11,0.13,0.14,0.04,0.05,0.1,0.13,0.03,0.05,0.13,0.12,0.05,0.04,0.54,0.57,0.27,0.38,-0.01,0.01,0.0426,0.0432,0.04,0.041,0.03,0.031,0.032,0.028,0.136,0.091,0.33,2.03,3.43,3.8,1,0,0,0,H,D,0,1
0.0152,1.52,0.0176,1.76,0.14,0.09,0.2,0.1,0.15,0.05,0.11,0.1,0.17,0.07,0.12,0.05,0.13,0.08,0.12,0.19,0.17,0.27,0.11,0.24,0.13,0.23,0.18,0.1,0.09,0.08,0.03,0.04,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.5,0.47,0.36,0.45,0.02,-0.01,0.0541,0.0389,0.058,0.059,0.025,0.02,0.031,0.039,0.083,0.055,0.265,2.05,3.4,3.8,1,0,1,0,H,H,1,0
0.0072,0.72,0.005,0.5,0.09,0.08,0.1,0.1,0.09,0.04,0.06,0.11,0.17,0.2,0.07,0.09,0.1,0.14,0.14,0.18,0.13,0.2,0.13,0.22,0.13,0.2,0.15,0.13,0.11,0.14,0.03,0.04,0.13,0.16,0.05,0.06,0.14,0.13,0.05,0.04,0.49,0.45,0.38,0.27,-0.02,0.01,0.0242,0.0131,0.045,0.032,0.033,0.035,0.051,0.035,0.095,0.092,0.31,2.08,3.32,3.8,1,0,0,0,H,D,0,1
0.0855,8.55,0.0834,8.34,0.22,0.22,0.13,0.3,0.3,0.3,0.24,0.21,0.17,0.3,0.35,0.3,0.25,0.27,0.04,0.07,0.07,0.03,0,0.05,0.04,0.05,0.15,0.15,0.13,0.16,0.05,0.06,0.11,0.09,0.04,0.03,0.11,0.14,0.04,0.05,0.55,0.62,0.37,0.38,-0.01,0.04,0.0677,0.0696,0.041,0.038,0.029,0.029,0.019,0.027,0.261,0.14,0.09,2.09,3.32,3.8,1,0,1,0,H,H,1,0
0.0874,8.74,0.0899,8.99,0.11,0.14,0.1,0.1,0.14,0.12,0.15,0.09,0.13,0.07,0.16,0.06,0.15,0.07,0.19,0.11,0.17,0.07,0.14,0.08,0.17,0.09,0.12,0.12,0.1,0.11,0.05,0.05,0.09,0.08,0.05,0.04,0.09,0.1,0.04,0.05,0.57,0.57,0.34,0.3,-0.01,0,0.0253,0.0332,0.058,0.051,0.021,0.021,0.031,0.059,0.048,0.07,0.1,2.1,3.33,3.8,1,0,0,1,H,A,0,1
0.007,0.7,0.0082,0.82,0.08,0.12,0.13,0.13,0.12,0.01,0.09,0.11,0.07,0.1,0.13,0.04,0.1,0.08,0.2,0.14,0.07,0.1,0.18,0.22,0.15,0.15,0.12,0.12,0.1,0.1,0.03,0.03,0.17,0.18,0.06,0.06,0.14,0.13,0.04,0.04,0.46,0.4,0.26,0.33,-0.01,0,0.0285,0.0389,0.044,0.039,0.031,0.032,0.038,0.029,0.084,0.122,0.25,2.15,3.24,3.8,1,0,0,0,H,D,0,0
0.0152,1.52,0.0147,1.47,0.1,0.06,0.23,0.03,0.1,0.08,0.1,0.09,0.17,0.1,0.1,0.1,0.12,0.1,0.18,0.17,0.03,0.17,0.22,0.15,0.15,0.16,0.14,0.12,0.11,0.11,0.04,0.04,0.14,0.14,0.05,0.05,0.12,0.12,0.04,0.04,0.46,0.48,0.36,0.54,0.02,0,0.0166,0.0143,0.041,0.045,0.031,0.027,0.036,0.043,0.079,0.082,0.09,2.04,3.51,3.82,1,0,1,0,H,H,1,1
0.0834,8.34,0.0559,5.59,0.19,0.17,0.17,0.2,0.22,0.1,0.2,0.2,0.17,0.33,0.22,0.12,0.19,0.21,0.09,0.14,0.1,0.17,0.07,0.16,0.09,0.15,0.17,0.15,0.16,0.16,0.06,0.06,0.09,0.11,0.03,0.04,0.14,0.12,0.05,0.05,0.62,0.62,0.38,0.37,0,0.01,0.0562,0.0502,0.038,0.04,0.029,0.025,0.029,0.032,0.102,0.082,0.26,1.94,3.78,3.83,1,0,1,0,H,H,1,0
0.0164,1.64,0.0286,2.86,0.1,0.16,0.07,0.23,0.11,0.16,0.11,0.15,0,0.17,0.11,0.14,0.07,0.15,0.17,0.12,0.07,0.07,0.14,0.11,0.13,0.1,0.09,0.14,0.08,0.11,0.04,0.05,0.09,0.1,0.04,0.04,0.09,0.1,0.04,0.05,0.52,0.48,0.3,0.27,0,0.02,0.0411,0.0829,0.061,0.044,0.023,0.022,0.034,0.033,0.052,0.084,0.2,1.99,3.6,3.83,1,0,0,1,H,A,0,1
0.0333,3.33,0.0147,1.47,0.08,0.15,0.2,0.23,0.1,0.12,0.1,0.12,0.27,0.17,0.11,0.1,0.16,0.13,0.16,0.12,0.23,0.07,0.13,0.15,0.18,0.11,0.14,0.15,0.12,0.12,0.04,0.04,0.15,0.14,0.05,0.05,0.13,0.13,0.04,0.04,0.44,0.5,0.45,0.38,0.02,0,0.0232,0.038,0.037,0.044,0.033,0.031,0.034,0.032,0.089,0.115,0.315,2.02,3.44,3.83,1,0,1,0,H,H,1,0
0.0165,1.65,0.0152,1.52,0.17,0.09,0.13,0.1,0.12,0.02,0.17,0.11,0.2,0.17,0.12,0.1,0.16,0.13,0.19,0.22,0.23,0.33,0.25,0.28,0.22,0.28,0.22,0.18,0.12,0.1,0.04,0.03,0.11,0.15,0.04,0.06,0.13,0.1,0.05,0.04,0.5,0.41,0.27,0.36,-0.01,-0.02,0.0497,0.0382,0.043,0.041,0.032,0.029,0.021,0.031,0.058,0.069,0.09,2.02,3.52,3.84,1,0,0,1,H,A,0,0
