HomeValue,HomeNormValue,AwayValue,AwayNormValue,HomePtsSeas,AwayPtsSeas,HomePtsLast,AwayPtsLast,HomePtsHome,AwayPtsAway,HomeGoalsSeas,AwayGoalsSeas,HomeGoalsLast,AwayGoalsLast,HomeGoalsHome,AwayGoalsAway,HomeGoalsExpected,AwayGoalsExpected,HomeGoalsConcSeas,AwayGoalsConcSeas,HomeGoalsConcLast,AwayGoalsConcLast,HomeGoalsConcHome,AwayGoalsConcAway,HomeGoalsExpectedConc,AwayGoalsExpectedConc,HomeGoalsExpectedVsTeam,AwayGoalsExpectedVsTeam,HomeTotalShots,AwayTotalShots,HomeShotsTarget,AwayShotsTarget,HomeTotalShotsAgst,AwayTotalShotsAgst,HomeShotsTargetAgst,AwayShotsTargetAgst,HomeTotalShotsVsTeam,AwayTotalShotsVsTeam,HomeShotsTargetVsTeam,AwayShotsTargetVsTeam,HomePossession,AwayPossession,HomeExpectedWin,AwayExpectedWin,HomeTrend,AwayTrend,HomeWeightedPoints,AwayWeightedPoints,ChanceCreationHome,ChanceCreationAway,ShotsAccuracyHome,ShotsAccuracyAway,ScoringRateHome,ScoringRateAway,KeeperStrengthHome,KeeperStrengthAway,Round,HomeTeamOdds,DrawOdds,AwayTeamOdds,isHomeFavorite,isAwayFavorite,HomeWon,AwayWon,Favorite,Winner,FavoriteWins,Over2.5
0.0105,1.05,0.0834,8.34,0.13,0.24,0.17,0.3,0.13,0.23,0.11,0.17,0.2,0.17,0.17,0.23,0.16,0.19,0.1,0.04,0.13,0.03,0.13,0.07,0.12,0.05,0.1,0.16,0.1,0.18,0.03,0.07,0.14,0.09,0.04,0.03,0.1,0.16,0.03,0.06,0.37,0.61,0.26,0.54,0,0.04,0.026,0.085,0.035,0.034,0.032,0.026,0.028,0.04,0.136,0.213,0.07,5.38,3.78,1.71,0,1,0,0,A,D,0,0
0.0176,1.76,0.0899,8.99,0.15,0.18,0.2,0.13,0.2,0.13,0.1,0.2,0.1,0.13,0.17,0.2,0.12,0.18,0.08,0.18,0.07,0.27,0.1,0.33,0.08,0.26,0.19,0.13,0.12,0.17,0.04,0.06,0.13,0.07,0.04,0.03,0.1,0.15,0.03,0.05,0.42,0.61,0.35,0.36,-0.01,0.01,0.0292,0.0595,0.035,0.036,0.03,0.027,0.039,0.031,0.152,0.041,0.06,4.77,4.03,1.72,0,1,0,0,A,D,0,0
0.0165,1.65,0.1006,10.06,0.15,0.19,0.13,0.13,0.14,0.13,0.13,0.2,0.2,0.17,0.1,0.09,0.14,0.15,0.11,0.11,0.13,0.1,0.08,0.09,0.11,0.1,0.12,0.13,0.08,0.12,0.04,0.06,0.1,0.07,0.05,0.03,0.08,0.11,0.04,0.05,0.45,0.57,0.36,0.34,-0.01,0,0.0392,0.049,0.054,0.049,0.023,0.021,0.03,0.028,0.098,0.067,0.19,4.89,3.89,1.72,0,1,0,1,A,A,1,1
0.0164,1.64,0.0899,8.99,0.12,0.23,0.1,0.23,0.17,0.2,0.12,0.25,0.1,0.27,0.17,0.19,0.13,0.23,0.15,0.11,0.17,0.03,0.1,0.14,0.14,0.09,0.11,0.19,0.12,0.17,0.04,0.06,0.15,0.08,0.05,0.03,0.1,0.16,0.04,0.06,0.51,0.62,0.43,0.49,-0.01,0.01,0.0269,0.0738,0.044,0.037,0.028,0.027,0.037,0.025,0.1,0.075,0.13,4.89,3.96,1.72,0,1,1,0,A,H,0,1
0.0266,2.66,0.0899,8.99,0.1,0.2,0.17,0.13,0.11,0.18,0.11,0.23,0.17,0.17,0.11,0.25,0.13,0.21,0.15,0.12,0.13,0.1,0.14,0.17,0.14,0.13,0.13,0.18,0.12,0.17,0.04,0.06,0.13,0.07,0.05,0.03,0.1,0.15,0.03,0.05,0.52,0.61,0.35,0.36,0.01,0,0.0252,0.0585,0.044,0.036,0.031,0.027,0.035,0.027,0.089,0.062,0.26,4.97,3.87,1.72,0,1,0,1,A,A,1,0
0.0333,3.33,0.0855,8.55,0.09,0.18,0,0.1,0.16,0.19,0.1,0.14,0,0.07,0.14,0.14,0.08,0.12,0.16,0.09,0.23,0.07,0.12,0.11,0.17,0.09,0.09,0.15,0.11,0.16,0.04,0.06,0.15,0.09,0.05,0.03,0.1,0.15,0.03,0.05,0.42,0.56,0.36,0.37,-0.03,0,0.0313,0.0491,0.037,0.036,0.03,0.028,0.037,0.039,0.089,0.104,0.23,5.17,3.78,1.72,0,1,0,1,A,A,1,1
0.0215,2.15,0.0559,5.59,0.1,0.18,0.23,0.17,0.13,0.1,0.08,0.18,0.2,0.13,0.13,0.1,0.14,0.14,0.15,0.12,0.07,0.1,0.17,0.14,0.13,0.12,0.13,0.13,0.12,0.16,0.04,0.06,0.12,0.11,0.05,0.04,0.12,0.14,0.04,0.06,0.45,0.62,0.54,0.37,0,0,0.0304,0.0499,0.036,0.04,0.032,0.025,0.046,0.035,0.081,0.092,0.19,4.49,4.12,1.73,0,1,0,1,A,A,1,1
0.0215,2.15,0.0559,5.59,0.1,0.19,0.2,0.13,0.09,0.15,0.13,0.21,0.13,0.2,0.11,0.21,0.12,0.21,0.17,0.12,0.13,0.17,0.14,0.15,0.15,0.15,0.14,0.18,0.12,0.15,0.04,0.05,0.14,0.11,0.05,0.04,0.11,0.14,0.04,0.05,0.45,0.59,0.27,0.54,-0.01,0.01,0.0226,0.0443,0.039,0.04,0.032,0.028,0.028,0.025,0.081,0.092,0.295,4.6,4.09,1.73,0,1,1,0,A,H,0,1
0.0333,3.33,0.1006,10.06,0.09,0.21,0.03,0.2,0.17,0.26,0.12,0.21,0.13,0.17,0.16,0.24,0.14,0.21,0.17,0.11,0.2,0.17,0.09,0.1,0.15,0.12,0.13,0.18,0.11,0.17,0.04,0.06,0.15,0.08,0.05,0.03,0.1,0.16,0.03,0.05,0.42,0.65,0.36,0.54,-0.01,-0.01,0.022,0.0503,0.037,0.039,0.03,0.029,0.032,0.026,0.085,0.073,0.14,4.83,3.95,1.73,0,1,1,0,A,H,0,1
0.0215,2.15,0.0899,8.99,0.12,0.22,0.03,0.23,0.1,0.2,0.13,0.22,0.07,0.13,0.12,0.18,0.11,0.18,0.13,0.12,0.17,0.07,0.1,0.16,0.13,0.12,0.11,0.16,0.12,0.17,0.04,0.06,0.14,0.08,0.05,0.03,0.1,0.15,0.03,0.05,0.45,0.62,0.27,0.49,-0.02,0.01,0.0173,0.0884,0.039,0.037,0.032,0.027,0.027,0.028,0.102,0.066,0.09,4.86,3.96,1.73,0,1,0,1,A,A,1,1
0.0152,1.52,0.1006,10.06,0.14,0.21,0.2,0.13,0.12,0.18,0.08,0.21,0.07,0.13,0.08,0.12,0.08,0.15,0.1,0.1,0.07,0.17,0.12,0.07,0.09,0.11,0.09,0.12,0.09,0.12,0.03,0.06,0.1,0.07,0.05,0.03,0.08,0.11,0.03,0.05,0.5,0.57,0.36,0.34,-0.01,0.01,0.0427,0.0594,0.058,0.049,0.025,0.021,0.043,0.026,0.102,0.071,0.14,5.06,3.77,1.73,0,1,1,0,A,H,0,0
0.007,0.7,0.0559,5.59,0.1,0.2,0.2,0.23,0.12,0.18,0.09,0.19,0.1,0.17,0.11,0.15,0.1,0.17,0.13,0.1,0.07,0.03,0.12,0.12,0.11,0.08,0.09,0.14,0.11,0.16,0.03,0.06,0.13,0.11,0.04,0.03,0.11,0.15,0.03,0.05,0.44,0.56,0.36,0.38,0.02,0,0.0296,0.0593,0.039,0.035,0.033,0.027,0.036,0.03,0.1,0.112,0.335,5.11,3.69,1.73,0,1,0,1,A,A,1,1
0.0286,2.86,0.0899,8.99,0.1,0.15,0.13,0.1,0,0.15,0.15,0.15,0.2,0.13,0.05,0.2,0.13,0.16,0.18,0.12,0.2,0.13,0.2,0.15,0.19,0.14,0.13,0.18,0.13,0.16,0.04,0.05,0.16,0.11,0.05,0.04,0.12,0.16,0.04,0.05,0.45,0.56,0.26,0.33,0,-0.01,0.0179,0.0825,0.035,0.036,0.032,0.031,0.027,0.034,0.089,0.086,0.04,4.78,3.78,1.74,0,1,1,0,A,H,0,1
0.0266,2.66,0.1006,10.06,0.13,0.2,0.23,0.13,0.16,0.19,0.12,0.19,0.13,0.2,0.12,0.21,0.13,0.2,0.12,0.11,0.03,0.17,0.11,0.12,0.09,0.13,0.13,0.14,0.14,0.17,0.05,0.06,0.11,0.08,0.03,0.03,0.11,0.14,0.04,0.05,0.54,0.65,0.37,0.54,0.02,0.01,0.0303,0.0463,0.038,0.039,0.031,0.029,0.038,0.029,0.093,0.069,0.305,4.61,4,1.75,0,1,0,1,A,A,1,1
0.0105,1.05,0.0855,8.55,0.11,0.16,0.2,0.2,0.13,0.07,0.11,0.19,0.2,0.23,0.2,0.13,0.17,0.18,0.13,0.14,0.07,0.23,0.13,0.2,0.11,0.19,0.18,0.15,0.11,0.14,0.03,0.05,0.14,0.1,0.05,0.04,0.1,0.14,0.03,0.05,0.44,0.62,0.35,0.3,-0.01,0.02,0.0442,0.0353,0.04,0.045,0.032,0.028,0.029,0.027,0.112,0.07,0.07,4.76,3.81,1.75,0,1,0,0,A,D,0,1
0.0152,1.52,0.0834,8.34,0.14,0.2,0.13,0.23,0.15,0.19,0.11,0.18,0.17,0.23,0.12,0.17,0.13,0.19,0.13,0.08,0.23,0.03,0.11,0.08,0.16,0.06,0.1,0.18,0.09,0.13,0.03,0.07,0.1,0.07,0.05,0.03,0.08,0.11,0.03,0.06,0.5,0.57,0.36,0.33,-0.01,0.01,0.0504,0.0625,0.058,0.045,0.025,0.019,0.03,0.037,0.078,0.097,0.33,4.78,3.8,1.75,0,1,0,1,A,A,1,1
0.0215,2.15,0.1006,10.06,0.22,0.3,0.2,0.3,0.15,0.3,0.2,0.25,0.17,0.23,0.15,0.25,0.17,0.24,0.12,0,0.13,0,0.15,0,0.14,0,0.09,0.19,0.09,0.12,0.04,0.06,0.1,0.07,0.05,0.03,0.08,0.11,0.04,0.05,0.46,0.57,0.27,0.34,0.02,0.04,0.0755,0.1184,0.049,0.049,0.023,0.021,0.021,0.022,0.083,0,0.04,4.81,3.79,1.75,0,1,0,1,A,A,1,0
0.0165,1.65,0.0855,8.55,0.16,0.22,0.2,0.2,0.13,0.13,0.17,0.22,0.23,0.17,0.12,0.13,0.17,0.17,0.16,0.05,0.1,0.07,0.18,0.08,0.15,0.07,0.12,0.16,0.12,0.13,0.04,0.05,0.11,0.11,0.04,0.04,0.12,0.12,0.04,0.04,0.5,0.55,0.27,0.37,0.02,0.02,0.0451,0.0716,0.043,0.041,0.032,0.029,0.021,0.022,0.067,0.249,0.13,4.94,3.74,1.75,0,1,0,1,A,A,1,1
0.0082,0.82,0.0855,8.55,0.11,0.19,0.13,0.23,0.2,0.21,0.1,0.16,0.07,0.2,0.14,0.18,0.1,0.18,0.14,0.08,0.1,0.03,0.09,0.09,0.11,0.07,0.09,0.14,0.1,0.16,0.03,0.06,0.18,0.09,0.06,0.03,0.1,0.17,0.03,0.06,0.4,0.56,0.33,0.37,-0.01,0.02,0.0316,0.0536,0.039,0.036,0.032,0.028,0.032,0.036,0.124,0.122,0.32,5.44,3.55,1.75,0,1,0,1,A,A,1,0
0.0061,0.61,0.0834,8.34,0.1,0.18,0,0.2,0.14,0.18,0.12,0.18,0.17,0.23,0.14,0.17,0.14,0.19,0.19,0.08,0.37,0.1,0.14,0.09,0.23,0.09,0.12,0.21,0.08,0.13,0.03,0.07,0.1,0.07,0.05,0.03,0.08,0.11,0.03,0.06,0.46,0.57,0.27,0.33,-0.03,0.02,0.0308,0.0511,0.054,0.045,0.024,0.019,0.028,0.037,0.053,0.089,0.23,4.69,3.83,1.76,0,1,0,1,A,A,1,1
0.0333,3.33,0.0834,8.34,0.11,0.18,0.07,0.13,0.12,0.2,0.13,0.16,0.1,0.07,0.13,0.2,0.12,0.14,0.15,0.08,0.17,0.1,0.13,0.08,0.15,0.09,0.1,0.15,0.11,0.16,0.04,0.06,0.13,0.09,0.04,0.03,0.1,0.15,0.04,0.05,0.48,0.62,0.27,0.38,0,0,0.0207,0.0539,0.042,0.038,0.028,0.029,0.031,0.035,0.088,0.122,0.13,4.87,3.75,1.76,0,1,1,0,A,H,0,1
0.0333,3.33,0.0874,8.74,0.09,0.23,0.3,0.23,0.11,0.21,0.11,0.2,0.2,0.07,0.11,0.2,0.14,0.15,0.16,0.08,0.07,0,0.12,0.11,0.11,0.06,0.1,0.13,0.12,0.15,0.04,0.06,0.15,0.11,0.05,0.03,0.11,0.15,0.03,0.05,0.44,0.55,0.45,0.36,0.04,0,0.0238,0.0714,0.037,0.037,0.033,0.026,0.033,0.028,0.094,0.137,0.33,4.91,3.64,1.76,0,1,0,1,A,A,1,1
0.0082,0.82,0.0834,8.34,0.11,0.21,0.03,0.3,0.21,0.14,0.11,0.2,0.1,0.3,0.16,0.15,0.12,0.22,0.14,0.08,0.17,0.1,0.09,0.1,0.13,0.09,0.11,0.17,0.1,0.18,0.03,0.07,0.18,0.09,0.06,0.03,0.1,0.18,0.03,0.06,0.4,0.61,0.33,0.54,0,0.03,0.0341,0.0607,0.039,0.034,0.032,0.026,0.03,0.034,0.121,0.122,0.285,5.05,3.69,1.76,0,1,0,1,A,A,1,0
0.0333,3.33,0.0559,5.59,0.2,0.17,0.17,0.2,0.23,0.2,0.22,0.08,0.2,0.1,0.27,0.1,0.23,0.09,0.15,0.08,0.17,0.07,0.17,0.1,0.16,0.08,0.16,0.13,0.1,0.11,0.05,0.06,0.09,0.09,0.04,0.04,0.1,0.1,0.04,0.05,0.42,0.59,0.43,0.45,0,-0.01,0.0409,0.0421,0.041,0.053,0.022,0.02,0.022,0.068,0.062,0.104,0.06,4.49,3.92,1.77,0,1,0,1,A,A,1,1
0.0147,1.47,0.0559,5.59,0.13,0.22,0.13,0.3,0.16,0.24,0.12,0.18,0.13,0.27,0.12,0.22,0.12,0.22,0.12,0.08,0.13,0.03,0.08,0.1,0.11,0.07,0.1,0.17,0.08,0.11,0.04,0.06,0.1,0.09,0.04,0.04,0.09,0.11,0.04,0.05,0.52,0.59,0.45,0.45,0.01,0.04,0.0553,0.0789,0.063,0.053,0.023,0.02,0.031,0.031,0.084,0.108,0.1,4.63,3.81,1.77,0,1,0,1,A,A,1,1
0.0077,0.77,0.0266,2.66,0.06,0.16,0.1,0.17,0.1,0.14,0.12,0.16,0.17,0.17,0.14,0.12,0.14,0.15,0.23,0.12,0.23,0.1,0.14,0.08,0.2,0.1,0.12,0.18,0.08,0.1,0.04,0.04,0.11,0.09,0.06,0.04,0.09,0.11,0.04,0.05,0.41,0.5,0.45,0.54,-0.01,0.01,0.0094,0.0492,0.048,0.047,0.023,0.024,0.032,0.027,0.05,0.073,0.11,4.65,3.8,1.77,0,1,0,1,A,A,1,0
0.0215,2.15,0.0559,5.59,0.11,0.18,0.13,0.2,0.1,0.14,0.11,0.19,0.07,0.27,0.11,0.15,0.09,0.2,0.14,0.11,0.07,0.1,0.14,0.13,0.12,0.11,0.1,0.16,0.12,0.16,0.04,0.06,0.14,0.11,0.04,0.03,0.11,0.15,0.04,0.05,0.4,0.56,0.38,0.38,0,0.01,0.0422,0.049,0.034,0.035,0.033,0.027,0.034,0.031,0.1,0.097,0.25,4.81,3.66,1.77,0,1,0,1,A,A,1,1
0.0077,0.77,0.0559,5.59,0.1,0.14,0.13,0.07,0.15,0.12,0.1,0.16,0.1,0.1,0.15,0.15,0.12,0.14,0.19,0.14,0.3,0.17,0.1,0.12,0.2,0.14,0.13,0.17,0.11,0.16,0.03,0.06,0.16,0.11,0.05,0.03,0.11,0.16,0.03,0.05,0.46,0.56,0.4,0.38,-0.01,0,0.031,0.0442,0.043,0.035,0.033,0.027,0.033,0.036,0.086,0.079,0.08,4.61,3.7,1.78,0,1,0,1,A,A,1,0
0.0105,1.05,0.0559,5.59,0.11,0.14,0.1,0.1,0.1,0.13,0.11,0.17,0.03,0.17,0.17,0.15,0.1,0.16,0.14,0.12,0.13,0.13,0.17,0.12,0.15,0.12,0.11,0.15,0.11,0.16,0.03,0.06,0.14,0.11,0.05,0.03,0.11,0.15,0.03,0.05,0.44,0.56,0.35,0.38,-0.02,-0.02,0.043,0.0335,0.04,0.035,0.032,0.027,0.031,0.035,0.101,0.087,0.12,4.66,3.7,1.78,0,1,0,1,A,A,1,0
0.0077,0.77,0.0855,8.55,0.08,0.16,0.07,0.13,0.1,0.15,0.12,0.13,0.1,0.13,0.11,0.13,0.11,0.13,0.2,0.09,0.13,0.07,0.11,0.13,0.15,0.1,0.1,0.14,0.08,0.08,0.04,0.04,0.11,0.08,0.06,0.03,0.08,0.1,0.04,0.05,0.41,0.58,0.45,0.37,0,0,0.0154,0.0644,0.048,0.075,0.023,0.02,0.031,0.03,0.058,0.094,0.25,5.02,3.56,1.78,0,1,1,0,A,H,0,1
0.0072,0.72,0.0874,8.74,0.05,0.14,0,0.17,0.07,0.14,0.07,0.15,0,0.17,0.07,0.11,0.05,0.14,0.19,0.14,0.23,0.13,0.17,0.12,0.2,0.13,0.09,0.17,0.07,0.1,0.03,0.05,0.1,0.09,0.05,0.05,0.08,0.1,0.04,0.05,0.47,0.57,0.3,0.34,-0.06,0,0.0115,0.0354,0.063,0.058,0.025,0.021,0.042,0.031,0.055,0.067,0.305,5.04,3.59,1.78,0,1,0,1,A,A,1,1
0.0266,2.66,0.0874,8.74,0.09,0.18,0,0.13,0.1,0.16,0.1,0.17,0.07,0.13,0.1,0.17,0.09,0.16,0.16,0.1,0.3,0.17,0.13,0.11,0.2,0.12,0.11,0.18,0.12,0.16,0.04,0.06,0.13,0.1,0.05,0.03,0.11,0.14,0.04,0.05,0.52,0.56,0.35,0.37,-0.03,0,0.0212,0.0497,0.044,0.035,0.031,0.028,0.039,0.034,0.083,0.102,0.32,4.52,3.73,1.8,0,1,0,1,A,A,1,1
0.0435,4.35,0.1006,10.06,0.15,0.21,0.23,0.2,0.19,0.21,0.14,0.2,0.23,0.17,0.15,0.22,0.17,0.2,0.12,0.11,0.07,0.07,0.07,0.12,0.08,0.1,0.14,0.14,0.13,0.17,0.05,0.06,0.12,0.08,0.04,0.03,0.1,0.14,0.04,0.05,0.52,0.65,0.27,0.54,0.01,0.01,0.0436,0.0483,0.04,0.039,0.026,0.029,0.036,0.028,0.102,0.071,0.2,4.59,3.8,1.8,0,1,1,0,A,H,0,1
0.0082,0.82,0.0266,2.66,0.08,0.17,0.07,0,0.09,0.14,0.07,0.17,0.07,0.03,0.08,0.1,0.07,0.1,0.16,0.08,0.13,0.2,0.14,0.09,0.14,0.12,0.1,0.12,0.12,0.13,0.03,0.04,0.16,0.1,0.05,0.03,0.11,0.15,0.03,0.05,0.43,0.54,0.45,0.27,-0.01,-0.03,0.016,0.027,0.037,0.04,0.035,0.03,0.05,0.026,0.098,0.124,0.15,4.74,3.58,1.8,0,1,1,0,A,H,0,0
0.0176,1.76,0.0855,8.55,0.08,0.16,0,0.13,0.1,0.14,0.1,0.12,0,0.07,0.14,0.12,0.08,0.1,0.18,0.08,0.1,0.1,0.14,0.13,0.14,0.11,0.09,0.12,0.08,0.08,0.04,0.04,0.1,0.08,0.05,0.03,0.08,0.09,0.04,0.04,0.47,0.58,0.45,0.37,-0.03,0.01,0.0405,0.0594,0.059,0.075,0.02,0.02,0.042,0.032,0.059,0.097,0.2,4.82,3.6,1.8,0,1,0,0,A,D,0,1
0.0333,3.33,0.0899,8.99,0.08,0.16,0.03,0.13,0.15,0.05,0.14,0.18,0.07,0.17,0.15,0.15,0.12,0.17,0.18,0.18,0.17,0.2,0.1,0.4,0.15,0.26,0.19,0.16,0.11,0.17,0.04,0.06,0.13,0.07,0.04,0.03,0.09,0.15,0.03,0.05,0.48,0.61,0.27,0.36,0,0,0.0047,0.0514,0.042,0.036,0.028,0.027,0.029,0.034,0.071,0.041,0.05,4.26,3.96,1.81,0,1,0,1,A,A,1,1
0.0164,1.64,0.0855,8.55,0.11,0.22,0.07,0.2,0.14,0.19,0.12,0.19,0.13,0.17,0.15,0.18,0.13,0.18,0.16,0.08,0.23,0.1,0.16,0.11,0.19,0.1,0.12,0.18,0.12,0.13,0.04,0.05,0.14,0.11,0.05,0.04,0.12,0.14,0.04,0.05,0.48,0.55,0.38,0.37,-0.01,-0.01,0.0299,0.0744,0.039,0.041,0.029,0.029,0.034,0.025,0.087,0.145,0.335,4.4,3.79,1.81,0,1,0,1,A,A,1,0
0.005,0.5,0.0834,8.34,0.08,0.17,0.1,0.13,0.14,0.17,0.1,0.16,0.13,0.23,0.14,0.16,0.12,0.18,0.17,0.14,0.13,0.23,0.13,0.16,0.15,0.18,0.15,0.16,0.14,0.14,0.04,0.05,0.16,0.13,0.06,0.05,0.13,0.15,0.04,0.05,0.45,0.57,0.27,0.38,-0.02,0.01,0.0139,0.0463,0.032,0.041,0.035,0.031,0.038,0.028,0.094,0.091,0.27,4.43,3.75,1.81,0,1,0,1,A,A,1,1
0.0333,3.33,0.0874,8.74,0.1,0.24,0.13,0.2,0.18,0.22,0.12,0.21,0.03,0.23,0.16,0.14,0.1,0.19,0.16,0.08,0.07,0.13,0.1,0.09,0.11,0.1,0.1,0.15,0.11,0.15,0.04,0.05,0.15,0.08,0.05,0.03,0.1,0.15,0.03,0.05,0.42,0.55,0.36,0.54,0,-0.01,0.036,0.0777,0.037,0.036,0.03,0.028,0.032,0.026,0.094,0.113,0.2,4.87,3.61,1.81,0,1,0,1,A,A,1,1
0.0435,4.35,0.1006,10.06,0.1,0.23,0,0.23,0.13,0.23,0.14,0.22,0.07,0.27,0.18,0.24,0.13,0.24,0.16,0.1,0.2,0.17,0.17,0.1,0.18,0.12,0.13,0.21,0.13,0.18,0.04,0.06,0.13,0.1,0.03,0.03,0.11,0.15,0.04,0.05,0.55,0.6,0.27,0.54,-0.04,0.01,0.0194,0.0762,0.043,0.034,0.028,0.03,0.031,0.027,0.08,0.105,0.2,4.34,3.77,1.82,0,1,0,0,A,D,0,0
0.0435,4.35,0.0559,5.59,0.1,0.16,0.13,0.2,0.15,0.02,0.06,0.15,0.1,0.17,0.08,0.02,0.08,0.11,0.16,0.12,0.1,0.07,0.12,0.18,0.13,0.12,0.1,0.12,0.09,0.16,0.03,0.06,0.14,0.11,0.05,0.04,0.1,0.15,0.04,0.06,0.46,0.62,0.37,0.37,0,-0.01,0.0252,0.0358,0.048,0.04,0.029,0.025,0.053,0.042,0.088,0.089,0.08,4.42,3.79,1.82,0,1,0,1,A,A,1,1
0.0266,2.66,0.0834,8.34,0.09,0.19,0.07,0.23,0.11,0.17,0.1,0.2,0.1,0.23,0.12,0.18,0.11,0.2,0.15,0.09,0.13,0.03,0.14,0.11,0.14,0.08,0.09,0.17,0.12,0.16,0.04,0.06,0.13,0.09,0.05,0.03,0.11,0.15,0.04,0.05,0.52,0.62,0.35,0.38,0,0.01,0.0233,0.0474,0.044,0.038,0.031,0.029,0.038,0.028,0.088,0.103,0.23,4.5,3.71,1.82,0,1,0,0,A,D,0,0
0.0105,1.05,0.0834,8.34,0.13,0.18,0.13,0.17,0.1,0.15,0.09,0.17,0.1,0.17,0.13,0.17,0.11,0.17,0.13,0.08,0.13,0.07,0.19,0.1,0.15,0.08,0.09,0.16,0.08,0.13,0.03,0.07,0.1,0.07,0.04,0.03,0.07,0.11,0.03,0.05,0.4,0.57,0.34,0.33,0,0,0.0249,0.0633,0.053,0.045,0.026,0.019,0.031,0.039,0.076,0.094,0.14,4.6,3.63,1.82,0,1,0,0,A,D,0,0
0.0165,1.65,0.0874,8.74,0.14,0.12,0.1,0.17,0.14,0.11,0.12,0.14,0.07,0.2,0.11,0.11,0.1,0.15,0.11,0.15,0.13,0.17,0.09,0.14,0.11,0.15,0.12,0.13,0.08,0.1,0.04,0.05,0.1,0.09,0.05,0.05,0.09,0.1,0.04,0.05,0.45,0.57,0.36,0.34,0.01,0.01,0.0347,0.0333,0.054,0.058,0.023,0.021,0.032,0.033,0.091,0.062,0.23,4.66,3.61,1.82,0,1,0,0,A,D,0,0
0.0266,2.66,0.0855,8.55,0.16,0.26,0.13,0.23,0.13,0.2,0.08,0.32,0.03,0.27,0.1,0.3,0.07,0.3,0.08,0.04,0.07,0.07,0.13,0.1,0.09,0.07,0.07,0.19,0.12,0.13,0.04,0.05,0.13,0.11,0.05,0.04,0.12,0.13,0.04,0.05,0.52,0.55,0.35,0.37,0.01,0.01,0.034,0.0751,0.044,0.041,0.031,0.029,0.048,0.015,0.162,0.287,0.05,4.67,3.63,1.82,0,1,0,1,A,A,1,0
0.0072,0.72,0.0559,5.59,0.25,0.15,0.23,0.1,0.2,0.1,0.1,0.18,0.1,0.17,0.1,0.15,0.1,0.16,0.02,0.15,0.03,0.17,0.05,0.15,0.04,0.16,0.13,0.1,0.11,0.16,0.03,0.06,0.13,0.11,0.05,0.03,0.11,0.14,0.03,0.05,0.49,0.56,0.38,0.38,0.02,0,0.0885,0.0605,0.045,0.035,0.033,0.027,0.033,0.033,0.513,0.072,0.04,4.51,3.6,1.83,0,1,0,1,A,A,1,1
0.0105,1.05,0.0899,8.99,0.14,0.2,0.03,0.23,0.18,0.16,0.12,0.21,0,0.23,0.17,0.17,0.1,0.2,0.13,0.12,0.1,0.13,0.12,0.15,0.12,0.14,0.12,0.16,0.1,0.17,0.03,0.06,0.14,0.08,0.04,0.03,0.09,0.15,0.03,0.05,0.37,0.62,0.26,0.49,-0.02,0.01,0.0312,0.0753,0.035,0.037,0.032,0.027,0.027,0.029,0.106,0.065,0.32,4.52,3.66,1.84,0,1,0,1,A,A,1,0
0.0435,4.35,0.0874,8.74,0.17,0.24,0.23,0.2,0.24,0.21,0.18,0.21,0.23,0.23,0.24,0.15,0.22,0.2,0.11,0.09,0.1,0.17,0.08,0.09,0.09,0.12,0.17,0.15,0.13,0.15,0.05,0.05,0.12,0.08,0.04,0.03,0.11,0.13,0.04,0.05,0.52,0.55,0.27,0.54,0,0.01,0.0478,0.0772,0.04,0.036,0.026,0.028,0.029,0.026,0.107,0.096,0.335,4.34,3.7,1.86,0,1,0,1,A,A,1,1
0.0072,0.72,0.0899,8.99,0.1,0.15,0.07,0.23,0.11,0.15,0.05,0.14,0,0.23,0.07,0.14,0.04,0.17,0.11,0.13,0.03,0.1,0.11,0.16,0.08,0.13,0.09,0.13,0.11,0.16,0.03,0.05,0.13,0.11,0.05,0.04,0.11,0.14,0.03,0.05,0.49,0.56,0.38,0.33,-0.01,0.01,0.0332,0.0362,0.045,0.036,0.033,0.031,0.064,0.037,0.117,0.084,0.21,4.41,3.53,1.87,0,1,0,1,A,A,1,0
0.0176,1.76,0.0855,8.55,0.13,0.18,0.13,0.2,0.17,0.12,0.12,0.17,0.07,0.2,0.15,0.12,0.11,0.16,0.16,0.1,0.2,0.1,0.13,0.12,0.16,0.11,0.11,0.16,0.12,0.14,0.04,0.05,0.12,0.1,0.04,0.04,0.11,0.13,0.04,0.05,0.48,0.62,0.36,0.3,0.01,0.01,0.0446,0.0497,0.039,0.045,0.032,0.028,0.032,0.029,0.076,0.104,0.27,4.42,3.5,1.87,0,1,0,1,A,A,1,0
0.005,0.5,0.0266,2.66,0.08,0.18,0,0.2,0.16,0.17,0.1,0.16,0.07,0.1,0.15,0.12,0.11,0.13,0.18,0.07,0.23,0.07,0.12,0.08,0.18,0.07,0.09,0.15,0.14,0.13,0.04,0.04,0.16,0.1,0.06,0.03,0.12,0.15,0.03,0.05,0.45,0.54,0.27,0.27,-0.03,-0.01,0.0153,0.0506,0.032,0.04,0.035,0.03,0.038,0.027,0.089,0.134,0.23,4.26,3.53,1.88,0,1,0,1,A,A,1,0
