@relation PL
@ATTRIBUTE HomeValue NUMERIC
@ATTRIBUTE AwayValue NUMERIC
@ATTRIBUTE HomePtsSeas NUMERIC
@ATTRIBUTE AwayPtsSeas NUMERIC
@ATTRIBUTE HomePtsLast NUMERIC
@ATTRIBUTE AwayPtsLast NUMERIC
@ATTRIBUTE HomePtsHome NUMERIC
@ATTRIBUTE AwayPtsAway NUMERIC
@ATTRIBUTE HomeGoalsSeas NUMERIC
@ATTRIBUTE AwayGoalsSeas NUMERIC
@ATTRIBUTE HomeGoalsLast NUMERIC
@ATTRIBUTE AwayGoalsLast NUMERIC
@ATTRIBUTE HomeGoalsHome NUMERIC
@ATTRIBUTE AwayGoalsAway NUMERIC
@ATTRIBUTE HomeGoalsExpected NUMERIC
@ATTRIBUTE AwayGoalsExpected NUMERIC
@ATTRIBUTE HomeGoalsConcSeas NUMERIC
@ATTRIBUTE AwayGoalsConcSeas NUMERIC
@ATTRIBUTE HomeGoalsConcLast NUMERIC
@ATTRIBUTE AwayGoalsConcLast NUMERIC
@ATTRIBUTE HomeGoalsConcHome NUMERIC
@ATTRIBUTE AwayGoalsConcAway NUMERIC
@ATTRIBUTE HomeGoalsExpectedConc NUMERIC
@ATTRIBUTE AwayGoalsExpectedConc NUMERIC
@ATTRIBUTE HomeGoalsExpectedVsTeam NUMERIC
@ATTRIBUTE AwayGoalsExpectedVsTeam NUMERIC
@ATTRIBUTE HomeTotalShots NUMERIC
@ATTRIBUTE AwayTotalShots NUMERIC
@ATTRIBUTE HomeShotsTarget NUMERIC
@ATTRIBUTE AwayShotsTarget NUMERIC
@ATTRIBUTE HomeTotalShotsAgst NUMERIC
@ATTRIBUTE AwayTotalShotsAgst NUMERIC
@ATTRIBUTE HomeShotsTargetAgst NUMERIC
@ATTRIBUTE AwayShotsTargetAgst NUMERIC
@ATTRIBUTE HomeTotalShotsVsTeam NUMERIC
@ATTRIBUTE AwayTotalShotsVsTeam NUMERIC
@ATTRIBUTE HomeShotsTargetVsTeam NUMERIC
@ATTRIBUTE AwayShotsTargetVsTeam NUMERIC
@ATTRIBUTE HomePossession NUMERIC
@ATTRIBUTE AwayPossession NUMERIC
@ATTRIBUTE HomeExpectedWin NUMERIC
@ATTRIBUTE AwayExpectedWin NUMERIC
@ATTRIBUTE HomeTrend NUMERIC
@ATTRIBUTE AwayTrend NUMERIC
@ATTRIBUTE HomeWeightedPoints NUMERIC
@ATTRIBUTE AwayWeightedPoints NUMERIC
@ATTRIBUTE ChanceCreationHome NUMERIC
@ATTRIBUTE ChanceCreationAway NUMERIC
@ATTRIBUTE ShotsAccuracyHome NUMERIC
@ATTRIBUTE ShotsAccuracyAway NUMERIC
@ATTRIBUTE ScoringRateHome NUMERIC
@ATTRIBUTE ScoringRateAway NUMERIC
@ATTRIBUTE KeeperStrengthHome NUMERIC
@ATTRIBUTE KeeperStrengthAway NUMERIC
@ATTRIBUTE Round NUMERIC
@ATTRIBUTE Winner {H, D, A}
@ATTRIBUTE Over2.5 {True, False}
@data
0.0559,0.0176,0.20,0.09,0.2,0.03,0.22,0.08,0.17,0.1,0.13,0.03,0.17,0.06,0.16,0.06,0.1,0.18,0.17,0.1,0.07,0.22,0.11,0.17,0.16,0.09,0.11,0.08,0.06,0.04,0.09,0.1,0.04,0.05,0.11,0.08,0.05,0.04,0.59,0.47,0.45,0.45,0.01,-0.02,0.0694,0.0426,0.053,0.059,0.02,0.02,0.032,0.04,0.091,0.058,0.19,H,False
0.0559,0.0147,0.19,0.1,0.2,0.03,0.21,0.08,0.16,0.09,0.2,0.07,0.14,0.09,0.17,0.08,0.1,0.13,0.13,0.13,0.06,0.14,0.1,0.13,0.15,0.09,0.11,0.08,0.06,0.04,0.09,0.1,0.04,0.04,0.11,0.09,0.05,0.04,0.59,0.52,0.45,0.45,-0.01,-0.02,0.0612,0.032,0.053,0.063,0.02,0.023,0.035,0.04,0.09,0.076,0.27,A,True
0.0077,0.0855,0.08,0.16,0.07,0.13,0.1,0.15,0.12,0.13,0.1,0.13,0.11,0.13,0.11,0.13,0.2,0.09,0.13,0.07,0.11,0.13,0.15,0.1,0.1,0.14,0.08,0.08,0.04,0.04,0.11,0.08,0.06,0.03,0.08,0.1,0.04,0.05,0.41,0.58,0.45,0.37,0,0,0.0154,0.0644,0.048,0.075,0.023,0.02,0.031,0.03,0.058,0.094,0.25,H,True
0.0077,0.0164,0.08,0.11,0.2,0.13,0.11,0.1,0.12,0.12,0.27,0.13,0.12,0.11,0.17,0.12,0.2,0.17,0.23,0.1,0.11,0.19,0.18,0.15,0.16,0.15,0.08,0.08,0.04,0.04,0.11,0.09,0.06,0.04,0.09,0.1,0.04,0.05,0.41,0.52,0.45,0.30,-0.01,0.01,0.0127,0.0382,0.048,0.061,0.023,0.023,0.03,0.032,0.055,0.052,0.22,D,False
0.0077,0.0286,0.03,0.19,0,0.23,0.03,0.3,0.09,0.21,0,0.2,0.07,0.23,0.05,0.22,0.23,0.13,0.2,0.1,0.17,0.03,0.2,0.09,0.07,0.21,0.08,0.11,0.04,0.05,0.11,0.1,0.06,0.04,0.09,0.11,0.04,0.05,0.41,0.48,0.45,0.27,-0.03,0,0.0031,0.114,0.048,0.044,0.023,0.022,0.043,0.023,0.05,0.075,0.07,D,True
0.0077,0.0333,0.09,0.22,0.1,0.3,0.11,0.21,0.12,0.17,0.07,0.1,0.11,0.18,0.1,0.15,0.18,0.1,0.07,0,0.11,0.1,0.12,0.07,0.08,0.13,0.08,0.1,0.04,0.05,0.11,0.09,0.06,0.04,0.09,0.11,0.04,0.05,0.41,0.42,0.45,0.43,0,0.04,0.0232,0.0712,0.048,0.041,0.023,0.022,0.032,0.027,0.064,0.096,0.315,A,False
0.0077,0.0215,0.08,0.12,0.13,0.03,0.12,0.14,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.19,0.13,0.13,0.2,0.11,0.12,0.14,0.15,0.14,0.13,0.08,0.09,0.04,0.04,0.11,0.1,0.06,0.05,0.09,0.1,0.04,0.05,0.41,0.46,0.45,0.27,-0.01,-0.02,0.0238,0.0373,0.048,0.049,0.023,0.023,0.031,0.038,0.06,0.079,0.27,D,True
0.0077,0.0072,0.06,0.04,0,0.07,0.09,0.05,0.1,0.08,0.07,0.07,0.1,0.09,0.09,0.08,0.2,0.18,0.27,0.13,0.11,0.21,0.19,0.17,0.13,0.14,0.08,0.07,0.04,0.03,0.11,0.1,0.06,0.05,0.09,0.09,0.04,0.04,0.41,0.47,0.45,0.30,-0.05,-0.01,0.0112,0.0121,0.048,0.063,0.023,0.025,0.037,0.038,0.057,0.058,0.19,H,True
0.0077,0.1006,0.08,0.19,0.13,0.17,0.11,0.14,0.12,0.2,0.2,0.2,0.12,0.11,0.15,0.17,0.2,0.1,0.23,0.07,0.11,0.1,0.18,0.09,0.12,0.17,0.08,0.12,0.04,0.06,0.11,0.07,0.06,0.03,0.08,0.11,0.04,0.06,0.41,0.57,0.45,0.34,0,0,0.0128,0.0486,0.048,0.049,0.023,0.021,0.031,0.028,0.057,0.071,0.23,A,False
0.0077,0.0105,0.09,0.13,0.1,0.13,0.11,0.12,0.12,0.1,0.13,0.1,0.12,0.08,0.12,0.09,0.18,0.12,0.13,0.1,0.11,0.11,0.14,0.11,0.12,0.12,0.08,0.08,0.04,0.03,0.11,0.1,0.06,0.04,0.09,0.09,0.04,0.04,0.41,0.4,0.45,0.34,0,-0.01,0.0236,0.0405,0.048,0.053,0.023,0.026,0.031,0.029,0.062,0.08,0.3,D,False
0.0077,0.0165,0.08,0.15,0.2,0.2,0.11,0.16,0.11,0.11,0.13,0.2,0.13,0.16,0.12,0.16,0.19,0.11,0.1,0.13,0.11,0.14,0.14,0.13,0.13,0.15,0.08,0.08,0.04,0.04,0.11,0.1,0.06,0.05,0.09,0.1,0.04,0.05,0.41,0.45,0.45,0.36,-0.01,0.02,0.0142,0.0243,0.048,0.054,0.023,0.023,0.033,0.033,0.059,0.096,0.15,A,False
0.0077,0.0152,0.07,0.15,0.1,0.23,0.08,0.17,0.11,0.08,0.1,0.07,0.12,0.09,0.11,0.08,0.2,0.09,0.23,0,0.13,0.07,0.19,0.05,0.08,0.13,0.08,0.09,0.04,0.03,0.11,0.1,0.06,0.05,0.09,0.1,0.04,0.05,0.41,0.5,0.45,0.36,0.01,0.02,0.0129,0.0459,0.048,0.058,0.023,0.025,0.035,0.04,0.057,0.111,0.13,H,False
0.0077,0.0266,0.06,0.16,0.1,0.17,0.1,0.14,0.12,0.16,0.17,0.17,0.14,0.12,0.14,0.15,0.23,0.12,0.23,0.1,0.14,0.08,0.2,0.1,0.12,0.18,0.08,0.1,0.04,0.04,0.11,0.09,0.06,0.04,0.09,0.11,0.04,0.05,0.41,0.5,0.45,0.54,-0.01,0.01,0.0094,0.0492,0.048,0.047,0.023,0.024,0.032,0.027,0.05,0.073,0.11,A,False
0.0077,0.0899,0.07,0.15,0,0.13,0.1,0.13,0.11,0.12,0.07,0.1,0.11,0.11,0.1,0.11,0.21,0.12,0.27,0.17,0.11,0.12,0.2,0.14,0.12,0.15,0.08,0.11,0.04,0.05,0.11,0.08,0.06,0.04,0.08,0.11,0.04,0.06,0.41,0.57,0.45,0.3,-0.04,0.01,0.0119,0.0584,0.048,0.051,0.023,0.021,0.035,0.046,0.055,0.063,0.18,A,False
0.0077,0.0176,0.03,0.07,0.03,0.13,0.05,0.02,0.09,0.13,0.07,0.3,0.1,0.02,0.09,0.15,0.21,0.21,0.2,0.33,0.18,0.25,0.2,0.26,0.18,0.17,0.08,0.08,0.04,0.04,0.11,0.1,0.06,0.05,0.09,0.1,0.04,0.05,0.41,0.47,0.45,0.45,-0.01,0.01,0.0056,0.0242,0.048,0.059,0.023,0.02,0.042,0.03,0.054,0.049,0.09,H,True
0.0874,0.0855,0.12,0.17,0.17,0.2,0.13,0.15,0.13,0.13,0.13,0.13,0.17,0.13,0.14,0.13,0.14,0.09,0.1,0.03,0.16,0.13,0.13,0.08,0.11,0.13,0.1,0.08,0.05,0.04,0.09,0.08,0.05,0.03,0.09,0.08,0.04,0.04,0.57,0.58,0.34,0.37,0,0.01,0.0326,0.0634,0.058,0.075,0.021,0.02,0.035,0.03,0.065,0.094,0.24,D,False
0.0874,0.0164,0.11,0.07,0.13,0.07,0.14,0.06,0.12,0.12,0.03,0.17,0.14,0.13,0.1,0.14,0.16,0.21,0.03,0.2,0.14,0.26,0.11,0.22,0.16,0.13,0.1,0.08,0.05,0.04,0.09,0.09,0.05,0.04,0.09,0.09,0.04,0.04,0.57,0.52,0.34,0.30,0,0,0.0253,0.0155,0.058,0.061,0.021,0.023,0.038,0.031,0.056,0.041,0.14,A,False
0.0874,0.0286,0.14,0.17,0.23,0.3,0.14,0.15,0.15,0.16,0.17,0.17,0.18,0.15,0.16,0.16,0.13,0.11,0.1,0.07,0.15,0.13,0.13,0.1,0.13,0.14,0.1,0.11,0.05,0.05,0.09,0.1,0.05,0.04,0.1,0.1,0.05,0.05,0.57,0.48,0.34,0.27,0,0.03,0.0357,0.0772,0.058,0.044,0.021,0.022,0.031,0.032,0.069,0.085,0.29,D,True
0.0874,0.0061,0.09,0.1,0,0.1,0.12,0.08,0.13,0.13,0.07,0.07,0.15,0.15,0.12,0.12,0.19,0.19,0.2,0.1,0.17,0.25,0.19,0.18,0.15,0.15,0.1,0.08,0.05,0.03,0.09,0.1,0.05,0.05,0.1,0.09,0.05,0.04,0.57,0.46,0.34,0.27,-0.03,0.01,0.0211,0.0208,0.058,0.054,0.021,0.024,0.035,0.026,0.048,0.052,0.12,H,False
0.0874,0.0072,0.1,0.05,0.13,0,0.1,0.08,0.15,0.1,0.17,0.07,0.15,0.15,0.16,0.11,0.21,0.16,0.17,0.17,0.18,0.2,0.18,0.18,0.17,0.15,0.1,0.07,0.05,0.03,0.09,0.1,0.05,0.05,0.1,0.08,0.05,0.04,0.57,0.47,0.34,0.30,-0.01,-0.04,0.0289,0.0071,0.058,0.063,0.021,0.025,0.031,0.03,0.043,0.064,0.08,H,False
0.0874,0.0435,0.11,0.13,0.17,0.07,0.14,0.15,0.13,0.17,0.17,0.13,0.16,0.13,0.15,0.14,0.15,0.14,0.07,0.17,0.14,0.09,0.12,0.13,0.14,0.13,0.1,0.09,0.05,0.05,0.09,0.1,0.05,0.05,0.1,0.09,0.05,0.05,0.57,0.52,0.34,0.35,0,0,0.0264,0.0444,0.058,0.057,0.021,0.02,0.035,0.027,0.062,0.076,0.21,D,True
0.0874,0.1006,0.14,0.18,0.13,0.2,0.14,0.15,0.15,0.18,0.2,0.2,0.18,0.11,0.18,0.16,0.13,0.1,0.1,0.07,0.15,0.09,0.13,0.09,0.13,0.15,0.1,0.12,0.05,0.06,0.09,0.07,0.05,0.03,0.08,0.1,0.04,0.05,0.57,0.57,0.34,0.34,-0.01,0.02,0.0339,0.039,0.058,0.049,0.021,0.021,0.03,0.031,0.07,0.069,0.32,A,True
0.0874,0.0105,0.12,0.13,0.17,0.2,0.14,0.13,0.13,0.1,0.17,0.1,0.15,0.07,0.15,0.09,0.14,0.12,0.07,0.07,0.14,0.09,0.12,0.09,0.12,0.1,0.1,0.08,0.05,0.03,0.09,0.1,0.05,0.04,0.1,0.08,0.04,0.04,0.57,0.4,0.34,0.34,0.01,0.02,0.0272,0.031,0.058,0.053,0.021,0.026,0.035,0.029,0.064,0.078,0.2,D,True
0.0874,0.0165,0.11,0.16,0.1,0.3,0.14,0.18,0.12,0.12,0.13,0.2,0.14,0.15,0.13,0.16,0.16,0.09,0.13,0,0.13,0.12,0.14,0.07,0.1,0.15,0.1,0.08,0.05,0.04,0.09,0.1,0.05,0.05,0.1,0.09,0.05,0.04,0.57,0.45,0.34,0.36,0.01,0.04,0.0222,0.0387,0.058,0.054,0.021,0.023,0.037,0.03,0.058,0.109,0.17,D,True
0.0874,0.0077,0.09,0.08,0.03,0.1,0.12,0.05,0.11,0.11,0.03,0.1,0.12,0.1,0.09,0.1,0.16,0.19,0.1,0.13,0.14,0.26,0.13,0.19,0.14,0.12,0.1,0.08,0.05,0.04,0.09,0.11,0.05,0.06,0.11,0.09,0.05,0.04,0.57,0.41,0.34,0.45,-0.02,-0.02,0.0222,0.0133,0.058,0.048,0.021,0.023,0.041,0.035,0.057,0.06,0.16,H,True
0.0874,0.0152,0.14,0.15,0.3,0.3,0.14,0.14,0.15,0.11,0.3,0.2,0.19,0.1,0.21,0.14,0.14,0.12,0.1,0.07,0.15,0.14,0.13,0.11,0.16,0.13,0.1,0.09,0.05,0.03,0.09,0.1,0.05,0.05,0.1,0.09,0.05,0.04,0.57,0.5,0.34,0.36,0.03,0.03,0.0364,0.054,0.058,0.058,0.021,0.025,0.031,0.031,0.068,0.086,0.28,D,False
0.0874,0.0266,0.11,0.13,0.13,0.13,0.13,0.1,0.16,0.14,0.17,0.17,0.17,0.07,0.16,0.13,0.2,0.13,0.17,0.13,0.13,0.07,0.17,0.11,0.14,0.15,0.1,0.1,0.05,0.04,0.09,0.09,0.05,0.04,0.09,0.1,0.04,0.05,0.57,0.5,0.34,0.54,0,0.01,0.0331,0.0153,0.058,0.047,0.021,0.024,0.029,0.031,0.046,0.067,0.07,A,True
0.0874,0.0899,0.11,0.14,0.1,0.1,0.14,0.12,0.15,0.09,0.13,0.07,0.16,0.06,0.15,0.07,0.19,0.11,0.17,0.07,0.14,0.08,0.17,0.09,0.12,0.12,0.1,0.11,0.05,0.05,0.09,0.08,0.05,0.04,0.09,0.1,0.04,0.05,0.57,0.57,0.34,0.3,-0.01,0,0.0253,0.0332,0.058,0.051,0.021,0.021,0.031,0.059,0.048,0.07,0.1,A,True
0.0874,0.0176,0.12,0.10,0.17,0.1,0.13,0.06,0.13,0.1,0.07,0.07,0.16,0.05,0.12,0.07,0.14,0.18,0.03,0.17,0.15,0.22,0.11,0.19,0.15,0.09,0.1,0.08,0.05,0.04,0.09,0.1,0.05,0.05,0.1,0.09,0.05,0.04,0.57,0.47,0.34,0.45,0,0.01,0.0347,0.0405,0.058,0.059,0.021,0.02,0.035,0.039,0.066,0.059,0.25,H,True
0.0152,0.0855,0.14,0.17,0.13,0.03,0.12,0.16,0.08,0.13,0.1,0.07,0.1,0.13,0.09,0.11,0.09,0.08,0.07,0.13,0.11,0.12,0.09,0.11,0.1,0.1,0.09,0.08,0.03,0.04,0.1,0.08,0.05,0.03,0.08,0.09,0.03,0.04,0.5,0.58,0.36,0.37,-0.01,-0.02,0.0546,0.0622,0.058,0.075,0.025,0.02,0.041,0.03,0.108,0.101,0.17,H,False
0.0152,0.0164,0.05,0.12,0.03,0.13,0.03,0.1,0.08,0.13,0.07,0.13,0.07,0.17,0.07,0.14,0.15,0.15,0.17,0.13,0.13,0.23,0.15,0.17,0.12,0.15,0.09,0.08,0.03,0.04,0.1,0.09,0.05,0.04,0.09,0.09,0.04,0.04,0.5,0.52,0.36,0.30,0,0.01,0.0205,0.0237,0.058,0.061,0.025,0.023,0.041,0.028,0.068,0.058,0.06,H,True
0.0152,0.0061,0.14,0.12,0.2,0.2,0.14,0.08,0.11,0.12,0.23,0.1,0.11,0.11,0.15,0.11,0.11,0.16,0.17,0.1,0.1,0.22,0.12,0.16,0.15,0.12,0.09,0.08,0.03,0.03,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.5,0.46,0.36,0.27,-0.01,0.02,0.0657,0.0354,0.058,0.054,0.025,0.024,0.032,0.03,0.097,0.062,0.2,H,True
0.0152,0.0215,0.14,0.16,0.13,0.23,0.14,0.19,0.08,0.13,0.07,0.23,0.1,0.13,0.08,0.16,0.09,0.09,0.07,0.07,0.1,0.09,0.08,0.08,0.08,0.12,0.09,0.09,0.03,0.04,0.1,0.1,0.05,0.05,0.09,0.1,0.04,0.04,0.5,0.46,0.36,0.27,0,0.01,0.058,0.0572,0.058,0.049,0.025,0.023,0.042,0.031,0.116,0.11,0.16,A,True
0.0152,0.0072,0.14,0.06,0.1,0.1,0.14,0.05,0.1,0.08,0.1,0.07,0.11,0.08,0.1,0.07,0.12,0.18,0.23,0.27,0.11,0.2,0.15,0.21,0.16,0.11,0.09,0.07,0.03,0.03,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.5,0.47,0.36,0.30,0.01,-0.01,0.0553,0.0137,0.058,0.063,0.025,0.025,0.032,0.039,0.083,0.059,0.26,H,True
0.0152,0.0834,0.14,0.20,0.13,0.23,0.15,0.19,0.11,0.18,0.17,0.23,0.12,0.17,0.13,0.19,0.13,0.08,0.23,0.03,0.11,0.08,0.16,0.06,0.1,0.18,0.09,0.13,0.03,0.07,0.1,0.07,0.05,0.03,0.08,0.11,0.03,0.06,0.5,0.57,0.36,0.33,-0.01,0.01,0.0504,0.0625,0.058,0.045,0.025,0.019,0.03,0.037,0.078,0.097,0.33,A,True
0.0152,0.0435,0.14,0.13,0.03,0.13,0.16,0.14,0.1,0.18,0,0.23,0.12,0.14,0.07,0.19,0.12,0.14,0.2,0.17,0.09,0.11,0.14,0.14,0.11,0.16,0.09,0.09,0.03,0.05,0.1,0.1,0.05,0.05,0.1,0.1,0.04,0.05,0.5,0.52,0.36,0.35,-0.02,0.01,0.0579,0.0447,0.058,0.057,0.025,0.02,0.034,0.026,0.087,0.074,0.24,A,True
0.0152,0.1006,0.14,0.21,0.2,0.13,0.12,0.18,0.08,0.21,0.07,0.13,0.08,0.12,0.08,0.15,0.1,0.1,0.07,0.17,0.12,0.07,0.09,0.11,0.09,0.12,0.09,0.12,0.03,0.06,0.1,0.07,0.05,0.03,0.08,0.11,0.03,0.05,0.5,0.57,0.36,0.34,-0.01,0.01,0.0427,0.0594,0.058,0.049,0.025,0.021,0.043,0.026,0.102,0.071,0.14,H,False
0.0152,0.0165,0.13,0.11,0.3,0.03,0.1,0.12,0.1,0.07,0.13,0.03,0.1,0.12,0.11,0.08,0.11,0.11,0.03,0.17,0.12,0.15,0.09,0.14,0.13,0.08,0.09,0.08,0.03,0.04,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.5,0.45,0.36,0.36,0.03,-0.01,0.0264,0.0215,0.058,0.054,0.025,0.023,0.034,0.056,0.092,0.093,0.09,A,False
0.0152,0.0559,0.15,0.20,0.2,0.23,0.16,0.18,0.11,0.18,0.27,0.2,0.13,0.19,0.17,0.19,0.11,0.1,0.2,0.1,0.1,0.14,0.13,0.11,0.14,0.16,0.09,0.11,0.03,0.06,0.1,0.09,0.05,0.04,0.09,0.11,0.04,0.05,0.5,0.59,0.36,0.45,0.01,0,0.0635,0.0696,0.058,0.053,0.025,0.02,0.03,0.032,0.097,0.086,0.21,D,False
0.0152,0.0874,0.12,0.1,0.13,0.1,0.08,0.08,0.08,0.14,0.03,0.13,0.08,0.14,0.06,0.14,0.11,0.2,0.07,0.17,0.14,0.24,0.11,0.2,0.13,0.12,0.09,0.1,0.03,0.05,0.1,0.09,0.05,0.05,0.09,0.1,0.04,0.05,0.5,0.57,0.36,0.34,0,-0.02,0.0232,0.023,0.058,0.058,0.025,0.021,0.041,0.032,0.093,0.046,0.11,H,False
0.0152,0.0266,0.15,0.14,0.23,0.03,0.16,0.12,0.11,0.12,0.13,0.07,0.11,0.08,0.12,0.09,0.12,0.1,0.07,0.17,0.1,0.09,0.09,0.12,0.12,0.09,0.09,0.1,0.03,0.04,0.1,0.09,0.05,0.04,0.09,0.1,0.04,0.05,0.5,0.5,0.36,0.54,0,0,0.0552,0.0438,0.058,0.047,0.025,0.024,0.031,0.035,0.087,0.087,0.29,A,True
0.0152,0.0176,0.14,0.09,0.2,0.1,0.15,0.05,0.11,0.1,0.17,0.07,0.12,0.05,0.13,0.08,0.12,0.19,0.17,0.27,0.11,0.24,0.13,0.23,0.18,0.1,0.09,0.08,0.03,0.04,0.1,0.1,0.05,0.05,0.09,0.09,0.04,0.04,0.5,0.47,0.36,0.45,0.02,-0.01,0.0541,0.0389,0.058,0.059,0.025,0.02,0.031,0.039,0.083,0.055,0.265,H,False
0.0152,0.0147,0.15,0.12,0.13,0.2,0.15,0.09,0.11,0.1,0.13,0.13,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.1,0.11,0.15,0.12,0.13,0.12,0.12,0.09,0.08,0.03,0.04,0.1,0.1,0.05,0.04,0.09,0.09,0.04,0.04,0.5,0.52,0.36,0.45,0.01,0.01,0.0532,0.0345,0.058,0.063,0.025,0.023,0.031,0.037,0.086,0.078,0.31,D,True
0.0266,0.0164,0.14,0.08,0.17,0.03,0.14,0.06,0.16,0.12,0.2,0.1,0.2,0.14,0.19,0.12,0.13,0.22,0.13,0.37,0.18,0.28,0.15,0.29,0.24,0.13,0.1,0.08,0.04,0.04,0.09,0.09,0.04,0.04,0.1,0.09,0.04,0.04,0.5,0.52,0.54,0.30,0,-0.02,0.0492,0.0159,0.047,0.061,0.024,0.023,0.027,0.031,0.067,0.04,0.1,H,False
0.0266,0.0286,0.14,0.16,0.23,0.13,0.17,0.16,0.13,0.16,0.13,0.17,0.18,0.15,0.15,0.16,0.1,0.12,0,0.13,0.11,0.12,0.07,0.12,0.14,0.11,0.1,0.11,0.04,0.05,0.09,0.1,0.04,0.04,0.1,0.1,0.04,0.04,0.5,0.48,0.54,0.27,0,0.01,0.0472,0.0762,0.047,0.044,0.024,0.022,0.033,0.031,0.087,0.083,0.24,H,False
0.0266,0.0333,0.15,0.19,0.2,0.13,0.15,0.2,0.16,0.21,0.27,0.2,0.2,0.18,0.21,0.2,0.12,0.19,0.17,0.27,0.18,0.12,0.16,0.19,0.2,0.18,0.1,0.1,0.04,0.05,0.09,0.09,0.04,0.04,0.1,0.1,0.04,0.04,0.5,0.42,0.54,0.43,0.02,0.01,0.0461,0.033,0.047,0.041,0.024,0.022,0.027,0.022,0.069,0.049,0.08,D,True
0.0266,0.0072,0.14,0.04,0.1,0.03,0.14,0.04,0.14,0.09,0.07,0.07,0.17,0.1,0.13,0.08,0.12,0.19,0.13,0.23,0.14,0.24,0.13,0.22,0.18,0.11,0.1,0.07,0.04,0.03,0.09,0.1,0.04,0.05,0.1,0.08,0.05,0.03,0.5,0.47,0.54,0.30,-0.02,-0.02,0.0403,0.0112,0.047,0.063,0.024,0.025,0.031,0.035,0.072,0.054,0.14,D,False
0.0266,0.0834,0.13,0.16,0.03,0.07,0.14,0.14,0.13,0.16,0.07,0.07,0.16,0.16,0.12,0.13,0.12,0.09,0.17,0.1,0.14,0.1,0.14,0.1,0.11,0.14,0.1,0.13,0.04,0.07,0.09,0.07,0.04,0.03,0.09,0.11,0.04,0.05,0.5,0.57,0.54,0.33,-0.01,-0.01,0.0357,0.056,0.047,0.045,0.024,0.019,0.034,0.041,0.073,0.084,0.16,A,False
0.0266,0.0105,0.13,0.13,0.1,0.23,0.16,0.13,0.13,0.11,0.1,0.17,0.17,0.08,0.14,0.12,0.11,0.13,0.1,0.1,0.12,0.1,0.11,0.11,0.12,0.11,0.1,0.08,0.04,0.03,0.09,0.1,0.04,0.04,0.1,0.08,0.04,0.03,0.5,0.4,0.54,0.34,0.01,0,0.0376,0.0337,0.047,0.053,0.024,0.026,0.033,0.027,0.076,0.076,0.21,H,True
0.0266,0.0165,0.12,0.14,0.1,0.03,0.14,0.17,0.13,0.12,0.17,0.13,0.17,0.16,0.16,0.14,0.12,0.11,0.1,0.2,0.13,0.13,0.12,0.15,0.15,0.13,0.1,0.08,0.04,0.04,0.09,0.1,0.04,0.05,0.1,0.09,0.04,0.04,0.5,0.45,0.54,0.36,-0.02,-0.02,0.037,0.0373,0.047,0.054,0.024,0.023,0.034,0.03,0.072,0.094,0.2,H,False
0.0266,0.0559,0.12,0.21,0.03,0.3,0.12,0.21,0.12,0.18,0.03,0.23,0.14,0.2,0.1,0.2,0.12,0.08,0.13,0.07,0.14,0.09,0.13,0.08,0.09,0.17,0.1,0.11,0.04,0.06,0.09,0.09,0.04,0.04,0.1,0.1,0.04,0.05,0.5,0.59,0.54,0.45,-0.02,0.03,0.0336,0.0747,0.047,0.053,0.024,0.02,0.035,0.031,0.07,0.105,0.17,H,True
0.0266,0.0077,0.14,0.09,0.1,0.13,0.16,0.06,0.12,0.12,0.07,0.13,0.17,0.12,0.12,0.12,0.1,0.19,0.13,0.13,0.11,0.26,0.11,0.2,0.16,0.12,0.1,0.08,0.04,0.04,0.09,0.11,0.04,0.06,0.11,0.09,0.05,0.04,0.5,0.41,0.54,0.45,-0.02,0,0.0451,0.0237,0.047,0.048,0.024,0.023,0.035,0.031,0.087,0.06,0.28,D,False
0.0266,0.0874,0.15,0.13,0.23,0.17,0.18,0.11,0.13,0.15,0.07,0.2,0.18,0.1,0.12,0.15,0.09,0.14,0,0.07,0.1,0.12,0.06,0.11,0.12,0.11,0.1,0.1,0.04,0.05,0.09,0.09,0.04,0.05,0.1,0.09,0.05,0.04,0.5,0.57,0.54,0.34,0.02,0.01,0.0486,0.0354,0.047,0.058,0.024,0.021,0.034,0.032,0.094,0.067,0.26,A,True
0.0266,0.0152,0.17,0.13,0.23,0.13,0.17,0.15,0.16,0.08,0.13,0.03,0.2,0.08,0.16,0.07,0.11,0.1,0.03,0.07,0.15,0.08,0.1,0.08,0.12,0.08,0.1,0.09,0.04,0.03,0.09,0.1,0.04,0.05,0.1,0.09,0.05,0.04,0.5,0.5,0.54,0.36,0.02,0.01,0.0471,0.0431,0.047,0.058,0.024,0.025,0.028,0.041,0.08,0.102,0.12,A,False
