,0,1,2
2416,rescue,nsubjpass,2
2417,rescue,auxpass,2
2418,rescue,mark,1
2419,rescue,agent,1
2420,screw,COUNT,1
2421,screw,nsubj,1
2422,screw,aux,1
2423,screw,prt,1
2424,screw,dobj,1
2425,change,COUNT,14
2426,change,nsubj,8
2427,change,dobj,9
2428,change,advmod,3
2429,change,aux,4
2430,change,prep,15
2431,change,appos,1
2432,change,nsubjpass,2
2433,change,auxpass,3
2434,change,cc,4
2435,change,conj,4
2436,change,npadvmod,2
2437,change,mark,1
2438,change,advcl,1
2439,change,neg,1
2440,change,compound,1
2441,change,ccomp,1
2442,push,COUNT,2
2443,push,aux,2
2444,push,prep,1
2445,push,nsubj,1
2446,push,dobj,1
2447,push,advmod,1
2448,accumulate,COUNT,1
2449,accumulate,agent,1
2450,accumulate,prep,1
2451,bottle,COUNT,1
2452,bottle,nsubjpass,1
2453,bottle,auxpass,1
2454,bottle,prep,1
2455,bottle,cc,1
2456,bottle,advmod,1
2457,Will,COUNT,2
2458,remain,COUNT,39
2459,remain,nsubj,15
2460,remain,attr,4
2461,remain,mark,2
2462,remain,prep,18
2463,remain,acomp,5
2464,remain,advcl,4
2465,remain,nummod,1
2466,remain,csubj,1
2467,remain,ccomp,2
2468,remain,advmod,7
2469,remain,cc,2
2470,remain,conj,2
2471,remain,aux,1
2472,remain,npadvmod,1
2473,legend,COUNT,2
2474,legend,compound,2
2475,legend,prep,1
2476,legend,dobj,1
2477,induct,COUNT,1
2478,induct,aux,1
2479,induct,auxpass,1
2480,induct,advmod,1
2481,field,COUNT,4
2482,field,nsubj,2
2483,field,dobj,3
2484,field,prep,1
2485,field,agent,1
2486,expand,COUNT,4
2487,expand,nsubj,2
2488,expand,advmod,1
2489,expand,prep,2
2490,expand,npadvmod,1
2491,expand,nsubjpass,1
2492,expand,auxpass,1
2493,expand,cc,1
2494,expand,conj,1
2495,expand,dobj,1
2496,Do,COUNT,3
2497,Do,aux,1
2498,Do,prep,1
2499,headquarter,COUNT,5
2500,headquarter,prep,5
2501,headquarter,nsubjpass,3
2502,headquarter,auxpass,3
2503,headquarter,cc,1
2504,headquarter,conj,1
2505,focus,COUNT,10
2506,focus,prep,11
2507,focus,nsubj,4
2508,focus,npadvmod,1
2509,focus,mark,1
2510,disband,COUNT,22
2511,disband,prep,20
2512,disband,nsubjpass,6
2513,disband,auxpass,7
2514,disband,cc,2
2515,disband,conj,3
2516,disband,mark,1
2517,disband,advmod,3
2518,disband,nsubj,1
2519,disband,advcl,1
2520,raise,COUNT,17
2521,raise,nsubjpass,3
2522,raise,auxpass,3
2523,raise,prep,18
2524,raise,cc,2
2525,raise,conj,2
2526,raise,npadvmod,1
2527,raise,dobj,6
2528,raise,nsubj,1
2529,raise,aux,1
2530,raise,advmod,4
2531,pound,COUNT,1
2532,pound,npadvmod,1
2533,certify,COUNT,12
2534,certify,auxpass,10
2535,certify,oprd,8
2536,certify,agent,6
2537,certify,advcl,1
2538,certify,nsubjpass,5
2539,certify,aux,7
2540,certify,prep,2
2541,certify,cc,3
2542,certify,conj,3
2543,certify,npadvmod,1
2544,certify,advmod,2
2545,certify,dobj,2
2546,establish,COUNT,35
2547,establish,prep,24
2548,establish,advcl,3
2549,establish,nsubjpass,8
2550,establish,auxpass,7
2551,establish,npadvmod,2
2552,establish,cc,3
2553,establish,conj,3
2554,establish,agent,8
2555,establish,advmod,4
2556,establish,subtok,1
2557,establish,nsubj,9
2558,establish,dobj,12
2559,establish,dep,1
2560,establish,ccomp,1
2561,establish,meta,4
2562,establish,intj,1
2563,rework,COUNT,1
2564,rework,nsubjpass,1
2565,rework,auxpass,1
2566,rework,cc,1
2567,rework,conj,1
2568,leave,COUNT,15
2569,leave,nsubj,9
2570,leave,prep,9
2571,leave,aux,3
2572,leave,dobj,11
2573,leave,advcl,3
2574,leave,neg,1
2575,leave,meta,1
2576,leave,cc,3
2577,leave,conj,3
2578,leave,advmod,5
2579,leave,nsubjpass,2
2580,leave,auxpass,3
2581,leave,oprd,2
2582,leave,npadvmod,1
2583,leave,prt,1
2584,number,COUNT,7
2585,number,nsubj,2
2586,number,prep,5
2587,number,advmod,1
2588,number,npadvmod,4
2589,number,dobj,1
2590,number,cc,1
2591,number,conj,1
2592,transfer,COUNT,14
2593,transfer,nsubjpass,8
2594,transfer,auxpass,8
2595,transfer,prep,14
2596,transfer,cc,1
2597,transfer,conj,1
2598,transfer,aux,3
2599,transfer,advmod,1
2600,transfer,oprd,1
2601,transfer,agent,1
2602,transfer,nsubj,1
2603,transfer,npadvmod,1
2604,transfer,dobj,1
2605,convert,COUNT,7
2606,convert,aux,4
2607,convert,advmod,1
2608,convert,auxpass,5
2609,convert,prep,9
2610,convert,nsubjpass,4
2611,convert,npadvmod,2
2612,convert,nsubj,1
2613,convert,mark,1
2614,achieve,COUNT,13
2615,achieve,agent,1
2616,achieve,nsubj,6
2617,achieve,prep,9
2618,achieve,dobj,8
2619,achieve,npadvmod,1
2620,achieve,meta,1
2621,achieve,advmod,2
2622,achieve,aux,3
2623,achieve,advcl,1
2624,gain,COUNT,12
2625,gain,nsubj,9
2626,gain,prep,4
2627,gain,dobj,11
2628,gain,nsubjpass,1
2629,gain,auxpass,1
2630,gain,agent,1
2631,gain,aux,2
2632,gain,advcl,3
2633,gain,mark,2
2634,gain,dative,1
2635,market,COUNT,8
2636,market,npadvmod,1
2637,market,cc,3
2638,market,conj,2
2639,market,agent,2
2640,market,prep,4
2641,market,nsubjpass,2
2642,market,auxpass,3
2643,market,neg,2
2644,market,advmod,2
2645,market,dobj,1
2646,market,advcl,1
2647,partner,COUNT,1
2648,partner,nsubjpass,1
2649,partner,auxpass,1
2650,partner,advmod,1
2651,partner,prep,1
2652,partner,cc,1
2653,partner,conj,1
2654,repeat,COUNT,1
2655,repeat,nsubjpass,1
2656,repeat,auxpass,1
2657,repeat,prep,2
2658,enable,COUNT,2
2659,enable,nsubj,2
2660,enable,dobj,2
2661,enable,xcomp,1
2662,enable,mark,1
2663,enable,aux,1
2664,enable,prep,1
2665,inspire,COUNT,1
2666,inspire,aux,1
2667,inspire,dobj,1
2668,inspire,prep,1
2669,acquire,COUNT,5
2670,acquire,nsubj,1
2671,acquire,dobj,1
2672,acquire,prep,2
2673,acquire,conj,2
2674,acquire,nsubjpass,4
2675,acquire,auxpass,4
2676,acquire,agent,3
2677,acquire,advcl,1
2678,acquire,advmod,1
2679,guarantee,COUNT,1
2680,guarantee,mark,1
2681,guarantee,advcl,1
2682,guarantee,nsubjpass,1
2683,guarantee,auxpass,1
2684,guarantee,advmod,1
2685,guarantee,xcomp,1
2686,guarantee,dobj,1
2687,blow,COUNT,2
2688,blow,advmod,1
2689,blow,aux,1
2690,render,COUNT,2
2691,render,nsubj,1
2692,render,advmod,2
2693,render,dobj,3
2694,assign,COUNT,10
2695,assign,nsubjpass,3
2696,assign,aux,1
2697,assign,auxpass,3
2698,assign,dobj,2
2699,assign,prep,11
2700,occur,COUNT,62
2701,occur,nsubj,57
2702,occur,prep,87
2703,occur,advmod,3
2704,occur,mark,1
2705,occur,advcl,4
2706,occur,aux,5
2707,occur,cc,2
2708,occur,conj,2
2709,occur,npadvmod,2
2710,occur,xcomp,1
2711,license,COUNT,7
2712,license,prep,4
2713,license,nsubjpass,2
2714,license,auxpass,2
2715,license,xcomp,1
2716,license,advcl,2
2717,license,nsubj,1
2718,license,cc,1
2719,license,conj,1
2720,license,aux,1
2721,license,advmod,1
2722,license,dobj,1
2723,pronounce,COUNT,4
2724,pronounce,prep,2
2725,pronounce,nsubj,1
2726,pronounce,dobj,1
2727,pronounce,nsubjpass,1
2728,pronounce,auxpass,1
2729,pronounce,oprd,1
2730,identify,COUNT,10
2731,identify,nsubjpass,5
2732,identify,auxpass,5
2733,identify,cc,2
2734,identify,conj,2
2735,identify,nsubj,2
2736,identify,prep,5
2737,identify,aux,3
2738,identify,dobj,3
2739,identify,dep,1
2740,identify,advmod,1
2741,connect,COUNT,9
2742,connect,nsubj,3
2743,connect,advmod,2
2744,connect,dobj,4
2745,connect,prep,6
2746,connect,mark,1
2747,connect,nsubjpass,2
2748,connect,auxpass,2
2749,care,COUNT,1
2750,comprise,COUNT,24
2751,comprise,nsubj,21
2752,comprise,dobj,24
2753,comprise,advcl,1
2754,comprise,advmod,19
2755,comprise,npadvmod,1
2756,comprise,aux,1
2757,comprise,prep,1
2758,equip,COUNT,35
2759,equip,auxpass,31
2760,equip,prep,35
2761,equip,cc,17
2762,equip,conj,17
2763,equip,mark,1
2764,equip,nsubj,1
2765,equip,xcomp,1
2766,equip,nsubjpass,1
2767,equip,advmod,1
2768,declare,COUNT,9
2769,declare,npadvmod,3
2770,declare,mark,1
2771,declare,nsubj,3
2772,declare,dobj,3
2773,declare,aux,1
2774,declare,auxpass,4
2775,declare,prep,5
2776,declare,neg,1
2777,declare,agent,1
2778,declare,nsubjpass,3
2779,declare,oprd,4
2780,exceed,COUNT,1
2781,exceed,dobj,1
2782,activate,COUNT,3
2783,activate,nsubj,1
2784,activate,prep,3
2785,activate,aux,1
2786,activate,dobj,1
2787,split,COUNT,6
2788,split,nsubjpass,2
2789,split,auxpass,2
2790,split,prt,1
2791,split,prep,5
2792,split,nsubj,1
2793,split,cc,1
2794,split,conj,1
2795,split,det,1
2796,split,compound,1
2797,split,advmod,1
2798,split,dobj,1
2799,administer,COUNT,9
2800,administer,dobj,1
2801,administer,npadvmod,2
2802,administer,agent,6
2803,compose,COUNT,46
2804,compose,nsubjpass,21
2805,compose,auxpass,23
2806,compose,advmod,2
2807,compose,prep,48
2808,compose,agent,16
2809,compose,cc,3
2810,compose,conj,3
2811,compose,npadvmod,1
2812,compose,advcl,3
2813,compose,nsubj,3
2814,project,COUNT,3
2815,project,nsubjpass,1
2816,project,auxpass,1
2817,project,xcomp,1
2818,project,prep,2
2819,shift,COUNT,1
2820,shift,nsubj,1
2821,shift,advmod,1
2822,shift,prep,1
2823,shift,cc,1
2824,shift,conj,1
2825,settle,COUNT,2
2826,settle,prep,2
2827,settle,nsubj,1
2828,affiliate,COUNT,6
2829,affiliate,nsubjpass,3
2830,affiliate,auxpass,3
2831,affiliate,prep,5
2832,affiliate,advcl,1
2833,station,COUNT,8
2834,station,prep,9
2835,station,auxpass,2
2836,station,nsubjpass,1
2837,station,nsubj,1
2838,station,advmod,1
2839,empower,COUNT,2
2840,empower,nsubj,1
2841,empower,dobj,1
2842,empower,xcomp,2
2843,empower,auxpass,1
2844,empower,agent,1
2845,school,COUNT,1
2846,school,dobj,1
2847,adopt,COUNT,5
2848,adopt,advmod,2
2849,adopt,agent,2
2850,adopt,nsubj,2
2851,adopt,prep,2
2852,adopt,dobj,2
2853,survive,COUNT,13
2854,survive,nsubj,6
2855,survive,prep,8
2856,survive,dobj,3
2857,survive,aux,2
2858,survive,advcl,2
2859,survive,cc,3
2860,survive,conj,3
2861,survive,ccomp,1
2862,survive,npadvmod,2
2863,survive,nummod,1
2864,surround,COUNT,6
2865,surround,advmod,1
2866,surround,dobj,1
2867,surround,auxpass,1
2868,surround,agent,1
2869,target,COUNT,4
2870,target,dobj,4
2871,target,aux,2
2872,target,advcl,2
2873,target,nsubj,1
2874,target,prep,1
2875,relate,COUNT,11
2876,relate,prep,11
2877,relate,det,1
2878,relate,neg,1
2879,relate,advmod,1
2880,relate,nsubj,1
2881,relate,dobj,1
2882,relate,nsubjpass,1
2883,relate,aux,1
2884,relate,auxpass,1
2885,relate,advcl,1
2886,taint,COUNT,2
2887,taint,npadvmod,1
2888,claim,COUNT,9
2889,claim,nsubj,6
2890,claim,ccomp,3
2891,claim,dobj,5
2892,claim,aux,1
2893,claim,prep,1
2894,claim,advmod,1
2895,act,COUNT,7
2896,act,det,1
2897,act,nmod,1
2898,act,prep,6
2899,act,nsubj,4
2900,act,aux,1
2901,email,COUNT,1
2902,email,dobj,1
2903,email,cc,1
2904,email,conj,1
2905,try,COUNT,6
2906,try,xcomp,5
2907,try,npadvmod,1
2908,try,nsubj,4
2909,try,cc,1
2910,try,conj,1
2911,try,dobj,1
2912,try,aux,1
2913,try,mark,1
2914,induce,COUNT,1
2915,induce,aux,1
2916,induce,dobj,1
2917,induce,xcomp,1
2918,design,COUNT,32
2919,design,prep,17
2920,design,agent,17
2921,design,xcomp,3
2922,design,cc,12
2923,design,conj,12
2924,design,advmod,1
2925,design,nsubjpass,7
2926,design,auxpass,7
2927,design,npadvmod,1
2928,practice,COUNT,4
2929,practice,aux,3
2930,practice,dobj,2
2931,practice,mark,1
2932,practice,nsubjpass,1
2933,practice,auxpass,1
2934,practice,prep,2
2935,condemn,COUNT,2
2936,condemn,prep,1
2937,demolish,COUNT,4
2938,demolish,aux,1
2939,demolish,dobj,1
2940,demolish,nsubjpass,1
2941,demolish,auxpass,1
2942,demolish,prep,2
2943,demolish,advmod,1
2944,demolish,cc,1
2945,demolish,conj,1
2946,re,COUNT,6
2947,re,pobj,1
2948,-,COUNT,15
2949,-,subtok,15
2950,must,COUNT,8
2951,prevent,COUNT,3
2952,prevent,aux,2
2953,prevent,dobj,2
2954,restrict,COUNT,2
2955,restrict,ccomp,1
2956,restrict,advmod,1
2957,restrict,nsubj,1
2958,restrict,aux,1
2959,restrict,dobj,1
2960,restrict,prep,2
2961,restrict,cc,1
2962,restrict,conj,1
2963,restrict,npadvmod,1
2964,categorize,COUNT,1
2965,categorize,nsubjpass,1
2966,categorize,auxpass,1
2967,categorize,prep,1
2968,engine,COUNT,3
2969,engine,advmod,3
2970,borrow,COUNT,1
2971,borrow,nsubjpass,1
2972,borrow,auxpass,1
2973,borrow,cc,1
2974,borrow,conj,1
2975,fly,COUNT,17
2976,fly,nsubj,6
2977,fly,dobj,3
2978,fly,prep,12
2979,fly,advmod,3
2980,fly,cc,1
2981,fly,conj,1
2982,fly,nsubjpass,1
2983,fly,auxpass,1
2984,fly,aux,1
2985,conduct,COUNT,15
2986,conduct,advmod,2
2987,conduct,nsubj,3
2988,conduct,dobj,7
2989,conduct,nsubjpass,4
2990,conduct,auxpass,6
2991,conduct,prep,9
2992,conduct,ccomp,1
2993,conduct,agent,3
2994,conduct,cc,2
2995,conduct,conj,2
2996,conduct,aux,1
2997,conduct,oprd,1
2998,conduct,advcl,1
2999,shoot,COUNT,11
3000,shoot,ccomp,2
3001,shoot,nsubj,5
3002,shoot,prt,1
3003,shoot,dobj,2
3004,shoot,prep,10
3005,shoot,nsubjpass,2
3006,shoot,auxpass,3
3007,shoot,cc,1
3008,shoot,conj,1
3009,shoot,advmod,2
3010,shoot,det,1
3011,shoot,nummod,1
3012,shoot,compound,1
3013,shoot,advcl,1
3014,belong,COUNT,125
3015,belong,nsubj,4
3016,belong,npadvmod,2
3017,belong,prep,126
3018,belong,cc,1
3019,belong,conj,1
3020,belong,mark,1
3021,ride,COUNT,3
3022,ride,nsubj,1
3023,ride,dobj,2
3024,ride,npadvmod,1
3025,ride,advcl,2
3026,ride,aux,1
3027,ride,prep,1
3028,format,COUNT,2
3029,format,npadvmod,2
3030,bury,COUNT,5
3031,bury,aux,2
3032,bury,auxpass,5
3033,bury,prep,3
3034,bury,advcl,1
3035,bury,nsubjpass,3
3036,bury,advmod,1
3037,rule,COUNT,3
3038,rule,prep,3
3039,rule,aux,1
3040,rule,dobj,1
3041,rule,npadvmod,1
3042,rule,nsubj,1
3043,rule,ccomp,1
3044,supplant,COUNT,1
3045,supplant,auxpass,1
3046,supplant,agent,1
3047,hmd,COUNT,1
3048,dare,COUNT,1
3049,should,COUNT,6
3050,confuse,COUNT,3
3051,confuse,nsubjpass,1
3052,confuse,aux,3
3053,confuse,neg,3
3054,confuse,auxpass,3
3055,confuse,prep,3
3056,meet,COUNT,34
3057,meet,aux,2
3058,meet,prep,15
3059,meet,nsubj,20
3060,meet,advcl,19
3061,meet,advmod,3
3062,meet,dobj,4
3063,meet,mark,1
3064,meet,nummod,1
3065,meet,det,6
3066,meet,amod,11
3067,meet,compound,6
3068,recruit,COUNT,2
3069,recruit,nsubjpass,3
3070,recruit,auxpass,2
3071,recruit,prep,3
3072,recruit,cc,1
3073,recruit,conj,1
3074,ridicule,COUNT,1
3075,ridicule,nsubjpass,1
3076,ridicule,auxpass,1
3077,ridicule,advmod,1
3078,ridicule,agent,1
3079,hand,COUNT,1
3080,hand,nsubjpass,1
3081,hand,auxpass,1
3082,hand,prt,1
3083,hand,npadvmod,1
3084,concern,COUNT,9
3085,concern,prep,1
3086,concern,cc,1
3087,concern,conj,1
3088,concern,dobj,7
3089,concern,pcomp,1
3090,cut,COUNT,5
3091,cut,nummod,1
3092,cut,compound,1
3093,cut,prep,6
3094,cut,advmod,1
3095,cut,nsubjpass,3
3096,cut,auxpass,3
3097,cut,aux,1
3098,cut,prt,1
3099,cut,dobj,1
3100,cut,advcl,1
3101,handle,COUNT,1
3102,handle,agent,1
3103,carry,COUNT,14
3104,carry,dobj,12
3105,carry,nsubj,4
3106,carry,prep,9
3107,carry,advmod,1
3108,carry,cc,1
3109,carry,conj,1
3110,carry,aux,2
3111,carry,nsubjpass,1
3112,carry,auxpass,1
3113,carry,agent,2
3114,carry,prt,1
3115,flip,COUNT,1
3116,flip,advmod,2
3117,flip,nsubj,1
3118,flip,prep,1
3119,frame,COUNT,1
3120,withdraw,COUNT,10
3121,withdraw,ccomp,1
3122,withdraw,nsubjpass,3
3123,withdraw,auxpass,4
3124,withdraw,prep,7
3125,withdraw,nsubj,4
3126,withdraw,cc,2
3127,withdraw,conj,2
3128,withdraw,mark,1
3129,withdraw,aux,1
3130,withdraw,dobj,1
3131,withdraw,advcl,1
3132,withdraw,npadvmod,1
3133,mark,COUNT,38
3134,mark,dobj,33
3135,mark,aux,8
3136,mark,advmod,7
3137,mark,prep,6
3138,mark,nsubj,21
3139,mark,mark,1
3140,mark,nummod,1
3141,mark,advcl,5
3142,mark,ccomp,1
3143,mark,nsubjpass,3
3144,mark,auxpass,3
3145,mark,agent,2
3146,mark,npadvmod,2
3147,mark,conj,2
3148,mark,cc,1
3149,issue,COUNT,18
3150,issue,nsubjpass,7
3151,issue,auxpass,8
3152,issue,agent,9
3153,issue,prep,16
3154,issue,nsubj,1
3155,issue,dobj,1
3156,issue,cc,1
3157,issue,conj,1
3158,issue,advmod,2
3159,issue,xcomp,1
3160,issue,prt,1
3161,issue,advcl,1
3162,issue,aux,1
3163,qualify,COUNT,29
3164,qualify,nsubj,19
3165,qualify,prep,21
3166,qualify,conj,4
3167,qualify,dobj,8
3168,qualify,advcl,1
3169,qualify,advmod,2
3170,qualify,npadvmod,1
3171,qualify,aux,4
3172,qualify,xcomp,1
3173,10-year,COUNT,1
3174,draft,COUNT,4
3175,draft,nsubjpass,3
3176,draft,auxpass,3
3177,draft,prep,1
3178,draft,conj,1
3179,draft,mark,1
3180,draft,nsubj,1
3181,draft,aux,2
3182,observe,COUNT,5
3183,observe,prep,5
3184,observe,nsubjpass,4
3185,observe,auxpass,3
3186,observe,agent,2
3187,observe,meta,1
3188,observe,npadvmod,1
3189,melt,COUNT,2
3190,melt,nsubjpass,2
3191,melt,aux,2
3192,melt,advmod,2
3193,melt,auxpass,2
3194,melt,prep,2
3195,reflect,COUNT,3
3196,reflect,nsubj,3
3197,reflect,aux,2
3198,reflect,dobj,3
3199,reflect,advmod,1
3200,reflect,prep,1
3201,abbreviate,COUNT,16
3202,abbreviate,nsubj,1
3203,abbreviate,dobj,14
3204,abbreviate,advmod,2
3205,abbreviate,prep,2
3206,abbreviate,cc,2
3207,abbreviate,oprd,1
3208,describe,COUNT,220
3209,describe,nsubjpass,11
3210,describe,aux,7
3211,describe,auxpass,13
3212,describe,cc,3
3213,describe,prep,164
3214,describe,advmod,2
3215,describe,dobj,207
3216,describe,mark,1
3217,describe,conj,2
3218,describe,nsubj,117
3219,describe,meta,79
3220,describe,npadvmod,2
3221,describe,advcl,2
3222,describe,dep,9
3223,describe,agent,1
3224,skateboard,COUNT,1
3225,inherit,COUNT,1
3226,inherit,prep,1
3227,absorb,COUNT,1
3228,depend,COUNT,2
3229,depend,det,1
3230,depend,prep,1
3231,depend,dobj,1
3232,decide,COUNT,23
3233,decide,agent,4
3234,decide,ccomp,2
3235,decide,nsubjpass,14
3236,decide,auxpass,11
3237,decide,xcomp,4
3238,decide,prep,15
3239,decide,nsubj,1
3240,decide,aux,3
3241,decide,mark,1
3242,decide,dobj,2
3243,decide,cc,1
3244,decide,conj,1
3245,harass,COUNT,1
3246,suffer,COUNT,5
3247,suffer,prep,3
3248,suffer,mark,1
3249,suffer,nsubj,3
3250,suffer,dobj,2
3251,suffer,advcl,2
3252,suffer,cc,1
3253,suffer,conj,1
3254,tie,COUNT,4
3255,tie,nsubjpass,3
3256,tie,auxpass,3
3257,tie,prep,7
3258,tie,nsubj,1
3259,tie,dobj,1
3260,tie,advcl,1
3261,preside,COUNT,4
3262,preside,prt,2
3263,preside,agent,2
3264,preside,nsubj,2
3265,preside,prep,1
3266,preside,xcomp,1
3267,preside,advmod,2
3268,file,COUNT,5
3269,file,dobj,2
3270,file,prep,2
3271,file,npadvmod,1
3272,file,xcomp,1
3273,wound,COUNT,7
3274,wound,nsubjpass,4
3275,wound,auxpass,4
3276,wound,advmod,3
3277,wound,dobj,2
3278,wound,nsubj,2
3279,hue,COUNT,1
3280,join,COUNT,23
3281,join,aux,6
3282,join,dobj,19
3283,join,prep,13
3284,join,nsubj,10
3285,join,advmod,4
3286,join,advcl,1
3287,join,nsubjpass,1
3288,join,auxpass,1
3289,join,agent,1
3290,join,xcomp,1
3291,join,npadvmod,1
3292,join,cc,1
3293,join,conj,1
3294,encode,COUNT,26
3295,encode,mark,21
3296,encode,prep,25
3297,encode,auxpass,26
3298,encode,agent,26
3299,encode,nsubjpass,5
3300,encode,cc,1
3301,encode,conj,1
3302,morph,COUNT,1
3303,date,COUNT,6
3304,date,nsubj,2
3305,date,dobj,3
3306,date,conj,2
3307,date,prep,3
3308,date,meta,1
3309,date,npadvmod,1
3310,date,nummod,1
3311,date,cc,1
3312,strike,COUNT,9
3313,strike,auxpass,2
3314,strike,prep,9
3315,strike,dobj,5
3316,strike,nsubj,5
3317,strike,meta,1
3318,strike,advmod,1
3319,strike,nsubjpass,1
3320,fail,COUNT,2
3321,fail,nsubjpass,1
3322,fail,auxpass,1
3323,fail,prep,1
3324,fail,xcomp,1
3325,marry,COUNT,7
3326,marry,nsubjpass,5
3327,marry,auxpass,5
3328,marry,advcl,6
3329,marry,npadvmod,1
3330,marry,nsubj,2
3331,marry,dobj,2
3332,marry,prep,1
3333,construct,COUNT,11
3334,construct,nsubjpass,8
3335,construct,auxpass,9
3336,construct,advmod,8
3337,construct,prep,8
3338,construct,mark,1
3339,construct,aux,2
3340,construct,agent,1
3341,construct,nsubj,1
3342,post,COUNT,3
3343,post,prep,1
3344,post,nsubjpass,1
3345,post,auxpass,1
3346,post,npadvmod,1
3347,post,nsubj,1
3348,post,dobj,1
3349,need,COUNT,4
3350,need,advmod,2
3351,need,cc,1
3352,need,conj,1
3353,need,nsubj,1
3354,need,xcomp,1
3355,need,aux,1
3356,need,dobj,1
3357,need,prep,1
3358,detach,COUNT,1
3359,detach,cc,1
3360,detach,conj,1
3361,reattache,COUNT,1
3362,reattache,advcl,1
3363,stand,COUNT,13
3364,stand,prep,8
3365,stand,nsubj,8
3366,stand,aux,2
3367,stand,prt,1
3368,stand,advmod,4
3369,stand,advcl,2
3370,stand,cc,1
3371,stand,conj,1
3372,stand,npadvmod,1
3373,resign,COUNT,35
3374,resign,nsubj,35
3375,resign,prep,39
3376,resign,advcl,8
3377,resign,cc,1
3378,resign,conj,1
3379,resign,npadvmod,1
3380,resign,advmod,1
3381,terminate,COUNT,3
3382,terminate,aux,1
3383,terminate,dobj,1
3384,terminate,nsubj,1
3385,terminate,mark,1
3386,terminate,nsubjpass,1
3387,terminate,auxpass,1
3388,terminate,advmod,1
3389,terminate,cc,1
3390,terminate,conj,1
3391,swing,COUNT,1
3392,swing,nsubj,1
3393,swing,prep,1
3394,swing,cc,1
3395,swing,conj,1
3396,commission,COUNT,6
3397,commission,agent,1
3398,commission,cc,3
3399,commission,conj,3
3400,commission,npadvmod,2
3401,commission,nsubjpass,3
3402,commission,auxpass,3
3403,commission,prep,12
3404,commission,dobj,1
3405,remove,COUNT,5
3406,remove,advmod,1
3407,remove,nsubj,1
3408,remove,dobj,3
3409,remove,nsubjpass,1
3410,remove,auxpass,1
3411,remove,advcl,1
3412,damage,COUNT,5
3413,damage,npadvmod,2
3414,damage,auxpass,2
3415,damage,prep,3
3416,damage,advmod,2
3417,damage,agent,1
3418,damage,nsubjpass,1
3419,damage,cc,1
3420,damage,conj,1
3421,dedicate,COUNT,7
3422,dedicate,prep,6
3423,dedicate,aux,1
3424,dedicate,dobj,1
3425,dedicate,advcl,1
3426,schedule,COUNT,10
3427,schedule,nsubjpass,6
3428,schedule,auxpass,6
3429,schedule,xcomp,6
3430,schedule,npadvmod,1
3431,schedule,advmod,1
3432,schedule,advcl,1
3433,schedule,subtok,1
3434,contest,COUNT,113
3435,contest,aux,5
3436,contest,auxpass,43
3437,contest,nsubj,8
3438,contest,dobj,7
3439,contest,prep,104
3440,contest,nsubjpass,40
3441,contest,advmod,1
3442,contest,npadvmod,2
3443,contest,advcl,12
3444,contest,agent,13
3445,contest,meta,1
3446,contest,conj,2
3447,contest,cc,1
3448,transmit,COUNT,2
3449,transmit,dobj,2
3450,transmit,prep,2
3451,plate,COUNT,1
3452,associate,COUNT,5
3453,associate,nsubj,1
3454,associate,aux,1
3455,associate,dobj,1
3456,associate,nsubjpass,2
3457,associate,auxpass,2
3458,associate,prep,4
3459,associate,cc,1
3460,associate,conj,1
3461,associate,advmod,1
3462,associate,advcl,1
3463,walk,COUNT,3
3464,walk,prep,2
3465,walk,nsubj,1
3466,walk,aux,1
3467,walk,cc,1
3468,walk,conj,1
3469,complete,COUNT,21
3470,complete,nsubjpass,3
3471,complete,auxpass,9
3472,complete,prep,15
3473,complete,cc,1
3474,complete,conj,1
3475,complete,advmod,3
3476,complete,advcl,2
3477,complete,meta,1
3478,complete,npadvmod,2
3479,complete,dobj,4
3480,complete,aux,1
3481,complete,nsubj,3
3482,complete,neg,2
3483,complete,mark,1
3484,specialize,COUNT,5
3485,specialize,nsubj,2
3486,specialize,prep,4
3487,specialize,cc,1
3488,specialize,conj,1
3489,specialize,advcl,1
3490,saturate,COUNT,1
3491,Set,COUNT,1
3492,Set,nmod,1
3493,attempt,COUNT,7
3494,attempt,nsubj,3
3495,attempt,xcomp,4
3496,attempt,ccomp,1
3497,attempt,cc,1
3498,attempt,conj,1
3499,attempt,mark,1
3500,attempt,aux,1
3501,attempt,nummod,1
3502,attempt,compound,1
3503,attempt,prep,1
3504,escape,COUNT,4
3505,escape,aux,3
3506,escape,dobj,2
3507,escape,nsubj,1
3508,escape,prep,1
3509,capture,COUNT,8
3510,capture,nsubjpass,4
3511,capture,auxpass,4
3512,capture,prep,3
3513,capture,meta,1
3514,capture,nsubj,2
3515,capture,dobj,2
3516,capture,advmod,1
3517,capture,agent,1
3518,capture,cc,3
3519,capture,conj,3
3520,capture,advcl,1
3521,capture,npadvmod,1
3522,script,COUNT,2
3523,script,advmod,1
3524,tune,COUNT,2
3525,tune,prep,2
3526,tune,cc,1
3527,tune,conj,1
3528,tune,nsubj,1
3529,hint,COUNT,1
3530,hint,prep,1
3531,favor,COUNT,1
3532,favor,agent,2
3533,improvise,COUNT,1
3534,improvise,advmod,1
3535,rot,COUNT,1
3536,ravage,COUNT,2
3537,ravage,npadvmod,1
3538,ravage,mark,1
3539,ravage,nsubjpass,1
3540,ravage,auxpass,1
3541,detonate,COUNT,1
3542,detonate,advmod,1
3543,detonate,nsubj,1
3544,execute,COUNT,2
